	zeta_sd0_words	zeta_sd0	zeta_sd0_rang	dispersion	dispersion_numeric
43	untuniutntrng55886	0.78046875	1	1000/1	1000.0
44	untuniutntrng55886	0.78046875	1	1000/1	1000.0
45	untuniutntrng55886	0.78046875	1	1000/1	1000.0
46	untuniutntrng55886	0.78046875	1	1000/1	1000.0
47	untuniutntrng55886	0.78046875	1	1000/1	1000.0
48	untuniutntrng55886	0.78046875	1	1000/1	1000.0
49	untuniutntrng55886	0.78046875	1	1000/1	1000.0
50	untuniutntrng55886	0.78046875	1	1000/1	1000.0
51	untuniutntrng55886	0.78046875	1	1000/1	1000.0
52	untuniutntrng55886	0.78046875	1	1000/1	1000.0
53	untuniutntrng55886	0.78046875	1	1000/1	1000.0
54	untuniutntrng55886	0.78046875	1	1000/1	1000.0
55	untuniutntrng55886	0.78046875	1	1000/1	1000.0
56	untuniutntrng55886	0.78046875	1	1000/1	1000.0
57	untuniutntrng55886	0.78046875	1	1000/1	1000.0
58	untuniutntrng55886	0.78046875	1	1000/1	1000.0
59	untuniutntrng55886	0.78046875	1	1000/1	1000.0
60	untuniutntrng55886	0.78046875	1	1000/1	1000.0
61	untuniutntrng55886	0.78046875	1	1000/1	1000.0
62	untuniutntrng55886	0.78046875	1	1000/1	1000.0
63	untuniutntrng55886	0.78046875	1	1000/1	1000.0
64	untuniutntrng55886	0.78046875	1	1000/1	1000.0
65	untuniutntrng55886	0.78046875	1	1000/1	1000.0
66	untuniutntrng55886	0.78046875	1	1000/1	1000.0
67	untuniutntrng55886	0.78046875	1	1000/1	1000.0
68	untuniutntrng55886	0.78046875	1	1000/1	1000.0
69	untuniutntrng55886	0.78046875	1	1000/1	1000.0
70	untuniutntrng55886	0.78046875	1	1000/1	1000.0
71	untuniutntrng55886	0.78046875	1	1000/1	1000.0
72	untuniutntrng55886	0.78046875	1	1000/1	1000.0
73	untuniutntrng55886	0.78046875	1	1000/1	1000.0
74	untuniutntrng55886	0.78046875	1	1000/1	1000.0
75	untuniutntrng55886	0.78046875	1	1000/1	1000.0
76	untuniutntrng55886	0.78046875	1	1000/1	1000.0
77	untuniutntrng55886	0.78046875	1	1000/1	1000.0
78	untuniutntrng55886	0.78046875	1	1000/1	1000.0
79	untuniutntrng55886	0.78046875	1	1000/1	1000.0
80	untuniutntrng55886	0.78046875	1	1000/1	1000.0
81	untuniutntrng55886	0.78046875	1	1000/1	1000.0
82	untuniutntrng55886	0.78046875	1	1000/1	1000.0
83	untuniutntrng55886	0.78046875	1	1000/1	1000.0
84	untuniutntrng55886	0.78046875	1	1000/1	1000.0
85	untuniutntrng55886	0.78046875	1	1000/1	1000.0
86	untuniutntrng55886	0.78046875	1	1000/1	1000.0
87	untuniutntrng55886	0.78046875	1	1000/1	1000.0
88	untuniutntrng55886	0.78046875	1	1000/1	1000.0
89	untuniutntrng55886	0.78046875	1	1000/1	1000.0
90	untuniutntrng55886	0.78046875	1	1000/1	1000.0
91	untuniutntrng55886	0.78046875	1	1000/1	1000.0
92	untuniutntrng55886	0.78046875	1	1000/1	1000.0
93	untuniutntrng55886	0.78046875	1	1000/1	1000.0
94	untuniutntrng55886	0.78046875	1	1000/1	1000.0
95	untuniutntrng55886	0.78046875	1	1000/1	1000.0
96	untuniutntrng55886	0.78046875	1	1000/1	1000.0
97	untuniutntrng55886	0.78046875	1	1000/1	1000.0
98	untuniutntrng55886	0.78046875	1	1000/1	1000.0
99	untuniutntrng55886	0.78046875	1	1000/1	1000.0
100	untuniutntrng55886	0.07734375	1	100/10	10.0
101	untuniutntrng55886	0.07734375	1	100/10	10.0
102	untuniutntrng55886	0.07734375	1	100/10	10.0
103	untuniutntrng55886	0.07734375	1	100/10	10.0
104	untuniutntrng55886	0.07734375	1	100/10	10.0
105	untuniutntrng55886	0.07734375	1	100/10	10.0
106	untuniutntrng55886	0.07734375	1	100/10	10.0
107	untuniutntrng55886	0.07734375	1	100/10	10.0
108	untuniutntrng55886	0.07734375	1	100/10	10.0
109	untuniutntrng55886	0.07734375	1	100/10	10.0
110	untuniutntrng55886	0.07734375	1	100/10	10.0
111	untuniutntrng55886	0.07734375	1	100/10	10.0
112	untuniutntrng55886	0.07734375	1	100/10	10.0
113	untuniutntrng55886	0.07734375	1	100/10	10.0
114	untuniutntrng55886	0.07734375	1	100/10	10.0
115	untuniutntrng55886	0.07734375	1	100/10	10.0
116	untuniutntrng55886	0.07734375	1	100/10	10.0
117	untuniutntrng55886	0.07734375	1	100/10	10.0
118	untuniutntrng55886	0.07734375	1	100/10	10.0
119	untuniutntrng55886	0.07734375	1	100/10	10.0
120	untuniutntrng55886	0.07734375	1	100/10	10.0
121	untuniutntrng55886	0.07734375	1	100/10	10.0
122	untuniutntrng55886	0.07734375	1	100/10	10.0
123	untuniutntrng55886	0.07734375	1	100/10	10.0
124	untuniutntrng55886	0.07734375	1	100/10	10.0
125	untuniutntrng55886	0.07734375	1	100/10	10.0
126	untuniutntrng55886	0.07734375	1	100/10	10.0
127	untuniutntrng55886	0.07734375	1	100/10	10.0
128	untuniutntrng55886	0.07734375	1	100/10	10.0
129	untuniutntrng55886	0.07734375	1	100/10	10.0
130	untuniutntrng55886	0.07734375	1	100/10	10.0
131	untuniutntrng55886	0.07734375	1	100/10	10.0
132	untuniutntrng55886	0.07734375	1	100/10	10.0
133	untuniutntrng55886	0.07734375	1	100/10	10.0
134	untuniutntrng55886	0.07734375	1	100/10	10.0
135	untuniutntrng55886	0.07734375	1	100/10	10.0
136	untuniutntrng55886	0.07734375	1	100/10	10.0
137	untuniutntrng55886	0.07734375	1	100/10	10.0
138	untuniutntrng55886	0.07734375	1	100/10	10.0
139	untuniutntrng55886	0.07734375	1	100/10	10.0
140	untuniutntrng55886	0.07734375	1	100/10	10.0
141	untuniutntrng55886	0.07734375	1	100/10	10.0
142	untuniutntrng55886	0.07734375	1	100/10	10.0
143	untuniutntrng55886	0.07734375	1	100/10	10.0
144	untuniutntrng55886	0.07734375	1	100/10	10.0
145	untuniutntrng55886	0.07734375	1	100/10	10.0
146	untuniutntrng55886	0.07734375	1	100/10	10.0
147	untuniutntrng55886	0.07734375	1	100/10	10.0
148	untuniutntrng55886	0.07734375	1	100/10	10.0
149	untuniutntrng55886	0.07734375	1	100/10	10.0
150	untuniutntrng55886	0.07734375	1	100/10	10.0
151	untuniutntrng55886	0.07734375	1	100/10	10.0
152	untuniutntrng55886	0.07734375	1	100/10	10.0
153	untuniutntrng55886	0.07734375	1	100/10	10.0
154	untuniutntrng55886	0.07734375	1	100/10	10.0
155	untuniutntrng55886	0.07734375	1	100/10	10.0
156	untuniutntrng55886	0.07734375	1	100/10	10.0
157	untuniutntrng55886	0.07734375	1	100/10	10.0
158	untuniutntrng55886	0.07734375	1	100/10	10.0
159	untuniutntrng55886	0.07734375	1	100/10	10.0
160	untuniutntrng55886	0.07734375	1	100/10	10.0
161	untuniutntrng55886	0.07734375	1	100/10	10.0
162	untuniutntrng55886	0.07734375	1	100/10	10.0
163	untuniutntrng55886	0.07734375	1	100/10	10.0
164	untuniutntrng55886	0.07734375	1	100/10	10.0
165	untuniutntrng55886	0.07734375	1	100/10	10.0
166	untuniutntrng55886	0.07734375	1	100/10	10.0
167	untuniutntrng55886	0.07734375	1	100/10	10.0
168	untuniutntrng55886	0.07734375	1	100/10	10.0
169	untuniutntrng55886	0.07734375	1	100/10	10.0
170	untuniutntrng55886	0.07734375	1	100/10	10.0
171	untuniutntrng55886	0.07734375	1	100/10	10.0
172	untuniutntrng55886	0.07734375	1	100/10	10.0
173	untuniutntrng55886	0.07734375	1	100/10	10.0
174	untuniutntrng55886	0.07734375	1	100/10	10.0
175	untuniutntrng55886	0.07734375	1	100/10	10.0
176	untuniutntrng55886	0.07734375	1	100/10	10.0
177	untuniutntrng55886	0.07734375	1	100/10	10.0
178	untuniutntrng55886	0.07734375	1	100/10	10.0
179	untuniutntrng55886	0.07734375	2	100/10	10.0
180	untuniutntrng55886	0.07734375	1	100/10	10.0
181	untuniutntrng55886	0.07734375	1	100/10	10.0
182	untuniutntrng55886	0.07734375	1	100/10	10.0
183	untuniutntrng55886	0.07734375	1	100/10	10.0
184	untuniutntrng55886	0.07734375	1	100/10	10.0
185	untuniutntrng55886	0.07734375	1	100/10	10.0
186	untuniutntrng55886	0.07734375	1	100/10	10.0
187	untuniutntrng55886	0.07734375	1	100/10	10.0
188	untuniutntrng55886	0.07734375	1	100/10	10.0
189	untuniutntrng55886	0.07734375	1	100/10	10.0
190	untuniutntrng55886	0.07734375	1	100/10	10.0
191	untuniutntrng55886	0.07734375	1	100/10	10.0
192	untuniutntrng55886	0.07734375	1	100/10	10.0
193	untuniutntrng55886	0.07734375	1	100/10	10.0
194	untuniutntrng55886	0.07734375	1	100/10	10.0
195	untuniutntrng55886	0.07734375	1	100/10	10.0
196	untuniutntrng55886	0.07734375	1	100/10	10.0
197	untuniutntrng55886	0.07734375	1	100/10	10.0
198	untuniutntrng55886	0.07734375	1	100/10	10.0
199	untuniutntrng55886	0.07734375	1	100/10	10.0
200	untuniutntrng55886	0.00703125	3124	10/100	0.1
201	untuniutntrng55886	0.00703125	3115	10/100	0.1
202	untuniutntrng55886	0.00703125	3156	10/100	0.1
203	untuniutntrng55886	0.00703125	3142	10/100	0.1
204	untuniutntrng55886	0.00703125	3151	10/100	0.1
205	untuniutntrng55886	0.00703125	3068	10/100	0.1
206	untuniutntrng55886	0.00703125	3058	10/100	0.1
207	untuniutntrng55886	0.00703125	3123	10/100	0.1
208	untuniutntrng55886	0.00703125	3077	10/100	0.1
209	untuniutntrng55886	0.00703125	3127	10/100	0.1
210	untuniutntrng55886	0.00703125	3218	10/100	0.1
211	untuniutntrng55886	0.00703125	3152	10/100	0.1
212	untuniutntrng55886	0.00703125	3148	10/100	0.1
213	untuniutntrng55886	0.00703125	3100	10/100	0.1
214	untuniutntrng55886	0.00703125	3128	10/100	0.1
215	untuniutntrng55886	0.00703125	3141	10/100	0.1
216	untuniutntrng55886	0.00703125	3101	10/100	0.1
217	untuniutntrng55886	0.00703125	3135	10/100	0.1
218	untuniutntrng55886	0.00703125	3209	10/100	0.1
219	untuniutntrng55886	0.00703125	3052	10/100	0.1
220	untuniutntrng55886	0.00703125	3084	10/100	0.1
221	untuniutntrng55886	0.00703125	3128	10/100	0.1
222	untuniutntrng55886	0.00703125	3067	10/100	0.1
223	untuniutntrng55886	0.00703125	3112	10/100	0.1
224	untuniutntrng55886	0.00703125	3201	10/100	0.1
225	untuniutntrng55886	0.00703125	3068	10/100	0.1
226	untuniutntrng55886	0.00703125	3243	10/100	0.1
227	untuniutntrng55886	0.00703125	3065	10/100	0.1
228	untuniutntrng55886	0.00703125	3020	10/100	0.1
229	untuniutntrng55886	0.00703125	3142	10/100	0.1
230	untuniutntrng55886	0.00703125	3088	10/100	0.1
231	untuniutntrng55886	0.00703125	3154	10/100	0.1
232	untuniutntrng55886	0.00703125	3042	10/100	0.1
233	untuniutntrng55886	0.00703125	3100	10/100	0.1
234	untuniutntrng55886	0.00703125	3081	10/100	0.1
235	untuniutntrng55886	0.00703125	3063	10/100	0.1
236	untuniutntrng55886	0.00703125	3089	10/100	0.1
237	untuniutntrng55886	0.00703125	3108	10/100	0.1
238	untuniutntrng55886	0.00703125	3043	10/100	0.1
239	untuniutntrng55886	0.00703125	3135	10/100	0.1
240	untuniutntrng55886	0.00703125	3216	10/100	0.1
241	untuniutntrng55886	0.00703125	3202	10/100	0.1
242	untuniutntrng55886	0.00703125	3058	10/100	0.1
243	untuniutntrng55886	0.00703125	3230	10/100	0.1
244	untuniutntrng55886	0.00703125	3123	10/100	0.1
245	untuniutntrng55886	0.00703125	3134	10/100	0.1
246	untuniutntrng55886	0.00703125	3083	10/100	0.1
247	untuniutntrng55886	0.00703125	3118	10/100	0.1
248	untuniutntrng55886	0.00703125	3104	10/100	0.1
249	untuniutntrng55886	0.00703125	3108	10/100	0.1
250	untuniutntrng55886	0.00703125	3162	10/100	0.1
251	untuniutntrng55886	0.00703125	3163	10/100	0.1
252	untuniutntrng55886	0.00703125	3171	10/100	0.1
253	untuniutntrng55886	0.00703125	3081	10/100	0.1
254	untuniutntrng55886	0.00703125	3173	10/100	0.1
255	untuniutntrng55886	0.00703125	3198	10/100	0.1
256	untuniutntrng55886	0.00703125	3087	10/100	0.1
257	untuniutntrng55886	0.00703125	3204	10/100	0.1
258	untuniutntrng55886	0.00703125	3078	10/100	0.1
259	untuniutntrng55886	0.00703125	3147	10/100	0.1
260	untuniutntrng55886	0.00703125	3030	10/100	0.1
261	untuniutntrng55886	0.00703125	3094	10/100	0.1
262	untuniutntrng55886	0.00703125	3196	10/100	0.1
263	untuniutntrng55886	0.00703125	3147	10/100	0.1
264	untuniutntrng55886	0.00703125	3097	10/100	0.1
265	untuniutntrng55886	0.00703125	3147	10/100	0.1
266	untuniutntrng55886	0.00703125	3048	10/100	0.1
267	untuniutntrng55886	0.00703125	3091	10/100	0.1
268	untuniutntrng55886	0.00703125	3106	10/100	0.1
269	untuniutntrng55886	0.00703125	3172	10/100	0.1
270	untuniutntrng55886	0.00703125	3156	10/100	0.1
271	untuniutntrng55886	0.00703125	3087	10/100	0.1
272	untuniutntrng55886	0.00703125	3155	10/100	0.1
273	untuniutntrng55886	0.00703125	3120	10/100	0.1
274	untuniutntrng55886	0.00703125	3114	10/100	0.1
275	untuniutntrng55886	0.00703125	3132	10/100	0.1
276	untuniutntrng55886	0.00703125	3213	10/100	0.1
277	untuniutntrng55886	0.00703125	3105	10/100	0.1
278	untuniutntrng55886	0.00703125	3062	10/100	0.1
279	untuniutntrng55886	0.00703125	3139	10/100	0.1
280	untuniutntrng55886	0.00703125	3026	10/100	0.1
281	untuniutntrng55886	0.00703125	3093	10/100	0.1
282	untuniutntrng55886	0.00703125	3150	10/100	0.1
283	untuniutntrng55886	0.00703125	3234	10/100	0.1
284	untuniutntrng55886	0.00703125	3055	10/100	0.1
285	untuniutntrng55886	0.00703125	3078	10/100	0.1
286	untuniutntrng55886	0.00703125	3081	10/100	0.1
287	untuniutntrng55886	0.00703125	3210	10/100	0.1
288	untuniutntrng55886	0.00703125	3088	10/100	0.1
289	untuniutntrng55886	0.00703125	3071	10/100	0.1
290	untuniutntrng55886	0.00703125	3053	10/100	0.1
291	untuniutntrng55886	0.00703125	3037	10/100	0.1
292	untuniutntrng55886	0.00703125	3137	10/100	0.1
293	untuniutntrng55886	0.00703125	3087	10/100	0.1
294	untuniutntrng55886	0.00703125	3049	10/100	0.1
295	untuniutntrng55886	0.00703125	3095	10/100	0.1
296	untuniutntrng55886	0.00703125	3143	10/100	0.1
297	untuniutntrng55886	0.00703125	3046	10/100	0.1
298	untuniutntrng55886	0.00703125	3096	10/100	0.1
299	untuniutntrng55886	0.00703125	3106	10/100	0.1
300	untuniutntrng55886	0.0	51360	1/1000	0.001
301	untuniutntrng55886	0.0	44159	1/1000	0.001
302	untuniutntrng55886	0.0	49408	1/1000	0.001
303	untuniutntrng55886	0.0	42050	1/1000	0.001
304	untuniutntrng55886	0.0	43536	1/1000	0.001
305	untuniutntrng55886	0.0	53381	1/1000	0.001
306	untuniutntrng55886	0.0	50149	1/1000	0.001
307	untuniutntrng55886	0.0	44997	1/1000	0.001
308	untuniutntrng55886	0.0	49645	1/1000	0.001
309	untuniutntrng55886	0.0	46929	1/1000	0.001
310	untuniutntrng55886	0.0	49690	1/1000	0.001
311	untuniutntrng55886	0.0	47900	1/1000	0.001
312	untuniutntrng55886	0.0	50146	1/1000	0.001
313	untuniutntrng55886	0.0	42521	1/1000	0.001
314	untuniutntrng55886	0.0	42770	1/1000	0.001
315	untuniutntrng55886	0.0	48013	1/1000	0.001
316	untuniutntrng55886	0.0	54191	1/1000	0.001
317	untuniutntrng55886	0.0	52903	1/1000	0.001
318	untuniutntrng55886	0.0	45799	1/1000	0.001
319	untuniutntrng55886	0.0	44385	1/1000	0.001
320	untuniutntrng55886	0.0	43260	1/1000	0.001
321	untuniutntrng55886	0.0	50444	1/1000	0.001
322	untuniutntrng55886	0.0	46155	1/1000	0.001
323	untuniutntrng55886	0.0	42572	1/1000	0.001
324	untuniutntrng55886	0.0	44140	1/1000	0.001
325	untuniutntrng55886	0.0	45640	1/1000	0.001
326	untuniutntrng55886	0.0	44253	1/1000	0.001
327	untuniutntrng55886	0.0	53985	1/1000	0.001
328	untuniutntrng55886	0.0	46829	1/1000	0.001
329	untuniutntrng55886	0.0	52921	1/1000	0.001
330	untuniutntrng55886	0.0	54237	1/1000	0.001
331	untuniutntrng55886	0.0	46769	1/1000	0.001
332	untuniutntrng55886	0.0	54311	1/1000	0.001
333	untuniutntrng55886	0.0	47835	1/1000	0.001
334	untuniutntrng55886	0.0	52294	1/1000	0.001
335	untuniutntrng55886	0.0	49602	1/1000	0.001
336	untuniutntrng55886	0.0	49106	1/1000	0.001
337	untuniutntrng55886	0.0	47100	1/1000	0.001
338	untuniutntrng55886	0.0	49258	1/1000	0.001
339	untuniutntrng55886	0.0	49401	1/1000	0.001
340	untuniutntrng55886	0.0	46103	1/1000	0.001
341	untuniutntrng55886	0.0	54555	1/1000	0.001
342	untuniutntrng55886	0.0	43076	1/1000	0.001
343	untuniutntrng55886	0.0	46128	1/1000	0.001
344	untuniutntrng55886	0.0	43478	1/1000	0.001
345	untuniutntrng55886	0.0	49467	1/1000	0.001
346	untuniutntrng55886	0.0	54841	1/1000	0.001
347	untuniutntrng55886	0.0	41811	1/1000	0.001
348	untuniutntrng55886	0.0	47562	1/1000	0.001
349	untuniutntrng55886	0.0	46504	1/1000	0.001
350	untuniutntrng55886	0.0	48728	1/1000	0.001
351	untuniutntrng55886	0.0	49634	1/1000	0.001
352	untuniutntrng55886	0.0	54769	1/1000	0.001
353	untuniutntrng55886	0.0	47935	1/1000	0.001
354	untuniutntrng55886	0.0	53263	1/1000	0.001
355	untuniutntrng55886	0.0	43848	1/1000	0.001
356	untuniutntrng55886	0.0	52827	1/1000	0.001
357	untuniutntrng55886	0.0	45289	1/1000	0.001
358	untuniutntrng55886	0.0	49073	1/1000	0.001
359	untuniutntrng55886	0.0	52510	1/1000	0.001
360	untuniutntrng55886	0.0	53125	1/1000	0.001
361	untuniutntrng55886	0.0	52216	1/1000	0.001
362	untuniutntrng55886	0.0	45978	1/1000	0.001
363	untuniutntrng55886	0.0	46672	1/1000	0.001
364	untuniutntrng55886	0.0	51105	1/1000	0.001
365	untuniutntrng55886	0.0	47442	1/1000	0.001
366	untuniutntrng55886	0.0	47188	1/1000	0.001
367	untuniutntrng55886	0.0	45729	1/1000	0.001
368	untuniutntrng55886	0.0	45934	1/1000	0.001
369	untuniutntrng55886	0.0	44328	1/1000	0.001
370	untuniutntrng55886	0.0	46945	1/1000	0.001
371	untuniutntrng55886	0.0	44927	1/1000	0.001
372	untuniutntrng55886	0.0	51105	1/1000	0.001
373	untuniutntrng55886	0.0	46283	1/1000	0.001
374	untuniutntrng55886	0.0	48139	1/1000	0.001
375	untuniutntrng55886	0.0	44076	1/1000	0.001
376	untuniutntrng55886	0.0	49810	1/1000	0.001
377	untuniutntrng55886	0.0	45624	1/1000	0.001
378	untuniutntrng55886	0.0	52540	1/1000	0.001
379	untuniutntrng55886	0.0	44720	1/1000	0.001
380	untuniutntrng55886	0.0	45777	1/1000	0.001
381	untuniutntrng55886	0.0	46013	1/1000	0.001
382	untuniutntrng55886	0.0	42263	1/1000	0.001
383	untuniutntrng55886	0.0	42001	1/1000	0.001
384	untuniutntrng55886	0.0	49714	1/1000	0.001
385	untuniutntrng55886	0.0	54157	1/1000	0.001
386	untuniutntrng55886	0.0	47153	1/1000	0.001
387	untuniutntrng55886	0.0	46499	1/1000	0.001
388	untuniutntrng55886	0.0	54828	1/1000	0.001
389	untuniutntrng55886	0.0	52095	1/1000	0.001
390	untuniutntrng55886	0.0	45974	1/1000	0.001
391	untuniutntrng55886	0.0	54711	1/1000	0.001
392	untuniutntrng55886	0.0	54214	1/1000	0.001
393	untuniutntrng55886	0.0	52983	1/1000	0.001
394	untuniutntrng55886	0.0	44326	1/1000	0.001
395	untuniutntrng55886	0.0	52909	1/1000	0.001
396	untuniutntrng55886	0.0	49204	1/1000	0.001
397	untuniutntrng55886	0.0	54171	1/1000	0.001
398	untuniutntrng55886	0.0	50154	1/1000	0.001
399	untuniutntrng55886	0.0	51804	1/1000	0.001
400	untuniutntrng55886	0.15546875	1	200/5	40.0
401	untuniutntrng55886	0.15546875	1	200/5	40.0
402	untuniutntrng55886	0.15546875	1	200/5	40.0
403	untuniutntrng55886	0.15546875	1	200/5	40.0
404	untuniutntrng55886	0.15546875	1	200/5	40.0
405	untuniutntrng55886	0.15546875	1	200/5	40.0
406	untuniutntrng55886	0.15546875	1	200/5	40.0
407	untuniutntrng55886	0.15546875	1	200/5	40.0
408	untuniutntrng55886	0.15546875	1	200/5	40.0
409	untuniutntrng55886	0.15546875	1	200/5	40.0
410	untuniutntrng55886	0.15546875	1	200/5	40.0
411	untuniutntrng55886	0.15546875	1	200/5	40.0
412	untuniutntrng55886	0.15546875	1	200/5	40.0
413	untuniutntrng55886	0.15546875	1	200/5	40.0
414	untuniutntrng55886	0.15546875	1	200/5	40.0
415	untuniutntrng55886	0.15546875	1	200/5	40.0
416	untuniutntrng55886	0.15546875	1	200/5	40.0
417	untuniutntrng55886	0.15546875	1	200/5	40.0
418	untuniutntrng55886	0.15546875	1	200/5	40.0
419	untuniutntrng55886	0.15546875	1	200/5	40.0
420	untuniutntrng55886	0.15546875	1	200/5	40.0
421	untuniutntrng55886	0.15546875	1	200/5	40.0
422	untuniutntrng55886	0.15546875	1	200/5	40.0
423	untuniutntrng55886	0.15546875	1	200/5	40.0
424	untuniutntrng55886	0.15546875	1	200/5	40.0
425	untuniutntrng55886	0.15546875	1	200/5	40.0
426	untuniutntrng55886	0.15546875	1	200/5	40.0
427	untuniutntrng55886	0.15546875	1	200/5	40.0
428	untuniutntrng55886	0.15546875	1	200/5	40.0
429	untuniutntrng55886	0.15546875	1	200/5	40.0
430	untuniutntrng55886	0.15546875	1	200/5	40.0
431	untuniutntrng55886	0.15546875	1	200/5	40.0
432	untuniutntrng55886	0.15546875	1	200/5	40.0
433	untuniutntrng55886	0.15546875	1	200/5	40.0
434	untuniutntrng55886	0.15546875	1	200/5	40.0
435	untuniutntrng55886	0.15546875	1	200/5	40.0
436	untuniutntrng55886	0.15546875	1	200/5	40.0
437	untuniutntrng55886	0.15546875	1	200/5	40.0
438	untuniutntrng55886	0.15546875	1	200/5	40.0
439	untuniutntrng55886	0.15546875	1	200/5	40.0
440	untuniutntrng55886	0.15546875	1	200/5	40.0
441	untuniutntrng55886	0.15546875	1	200/5	40.0
442	untuniutntrng55886	0.15546875	1	200/5	40.0
443	untuniutntrng55886	0.15546875	1	200/5	40.0
444	untuniutntrng55886	0.15546875	1	200/5	40.0
445	untuniutntrng55886	0.15546875	1	200/5	40.0
446	untuniutntrng55886	0.15546875	1	200/5	40.0
447	untuniutntrng55886	0.15546875	1	200/5	40.0
448	untuniutntrng55886	0.15546875	1	200/5	40.0
449	untuniutntrng55886	0.15546875	1	200/5	40.0
450	untuniutntrng55886	0.15546875	1	200/5	40.0
451	untuniutntrng55886	0.15546875	1	200/5	40.0
452	untuniutntrng55886	0.15546875	1	200/5	40.0
453	untuniutntrng55886	0.15546875	1	200/5	40.0
454	untuniutntrng55886	0.15546875	1	200/5	40.0
455	untuniutntrng55886	0.15546875	1	200/5	40.0
456	untuniutntrng55886	0.15546875	1	200/5	40.0
457	untuniutntrng55886	0.15546875	1	200/5	40.0
458	untuniutntrng55886	0.15546875	1	200/5	40.0
459	untuniutntrng55886	0.15546875	1	200/5	40.0
460	untuniutntrng55886	0.15546875	1	200/5	40.0
461	untuniutntrng55886	0.15546875	1	200/5	40.0
462	untuniutntrng55886	0.15546875	1	200/5	40.0
463	untuniutntrng55886	0.15546875	1	200/5	40.0
464	untuniutntrng55886	0.15546875	1	200/5	40.0
465	untuniutntrng55886	0.15546875	1	200/5	40.0
466	untuniutntrng55886	0.15546875	1	200/5	40.0
467	untuniutntrng55886	0.15546875	1	200/5	40.0
468	untuniutntrng55886	0.15546875	1	200/5	40.0
469	untuniutntrng55886	0.15546875	1	200/5	40.0
470	untuniutntrng55886	0.15546875	1	200/5	40.0
471	untuniutntrng55886	0.15546875	1	200/5	40.0
472	untuniutntrng55886	0.15546875	1	200/5	40.0
473	untuniutntrng55886	0.15546875	1	200/5	40.0
474	untuniutntrng55886	0.15546875	1	200/5	40.0
475	untuniutntrng55886	0.15546875	1	200/5	40.0
476	untuniutntrng55886	0.15546875	1	200/5	40.0
477	untuniutntrng55886	0.15546875	1	200/5	40.0
478	untuniutntrng55886	0.15546875	1	200/5	40.0
479	untuniutntrng55886	0.15546875	1	200/5	40.0
480	untuniutntrng55886	0.15546875	1	200/5	40.0
481	untuniutntrng55886	0.15546875	1	200/5	40.0
482	untuniutntrng55886	0.15546875	1	200/5	40.0
483	untuniutntrng55886	0.15546875	1	200/5	40.0
484	untuniutntrng55886	0.15546875	1	200/5	40.0
485	untuniutntrng55886	0.15546875	1	200/5	40.0
