	chi_square_words	chi_square	chi_square_rang	dispersion	dispersion_numeric
45	untuniutntrng55886	0.0	83878	1000/1	1000.0
46	untuniutntrng55886	0.0	83961	1000/1	1000.0
47	untuniutntrng55886	0.0	83890	1000/1	1000.0
48	untuniutntrng55886	0.0	83791	1000/1	1000.0
49	untuniutntrng55886	0.0	83852	1000/1	1000.0
50	untuniutntrng55886	0.0	83848	1000/1	1000.0
51	untuniutntrng55886	0.0	83824	1000/1	1000.0
52	untuniutntrng55886	0.0	83650	1000/1	1000.0
53	untuniutntrng55886	0.0	83787	1000/1	1000.0
54	untuniutntrng55886	0.0	83784	1000/1	1000.0
55	untuniutntrng55886	0.0	83833	1000/1	1000.0
56	untuniutntrng55886	0.0	83784	1000/1	1000.0
57	untuniutntrng55886	0.0	83678	1000/1	1000.0
58	untuniutntrng55886	0.0	83839	1000/1	1000.0
59	untuniutntrng55886	0.0	83683	1000/1	1000.0
60	untuniutntrng55886	0.0	83674	1000/1	1000.0
61	untuniutntrng55886	0.0	83967	1000/1	1000.0
62	untuniutntrng55886	0.0	83919	1000/1	1000.0
63	untuniutntrng55886	0.0	83812	1000/1	1000.0
64	untuniutntrng55886	0.0	84013	1000/1	1000.0
65	untuniutntrng55886	0.0	83855	1000/1	1000.0
66	untuniutntrng55886	0.0	83836	1000/1	1000.0
67	untuniutntrng55886	0.0	83902	1000/1	1000.0
68	untuniutntrng55886	0.0	83873	1000/1	1000.0
69	untuniutntrng55886	0.0	83880	1000/1	1000.0
70	untuniutntrng55886	0.0	83658	1000/1	1000.0
71	untuniutntrng55886	0.0	84006	1000/1	1000.0
72	untuniutntrng55886	0.0	83931	1000/1	1000.0
73	untuniutntrng55886	0.0	84014	1000/1	1000.0
74	untuniutntrng55886	0.0	83879	1000/1	1000.0
75	untuniutntrng55886	0.0	83890	1000/1	1000.0
76	untuniutntrng55886	0.0	83873	1000/1	1000.0
77	untuniutntrng55886	0.0	83980	1000/1	1000.0
78	untuniutntrng55886	0.0	83795	1000/1	1000.0
79	untuniutntrng55886	0.0	83844	1000/1	1000.0
80	untuniutntrng55886	0.0	83824	1000/1	1000.0
81	untuniutntrng55886	0.0	83882	1000/1	1000.0
82	untuniutntrng55886	0.0	83828	1000/1	1000.0
83	untuniutntrng55886	0.0	83906	1000/1	1000.0
84	untuniutntrng55886	0.0	83869	1000/1	1000.0
85	untuniutntrng55886	0.0	84018	1000/1	1000.0
86	untuniutntrng55886	0.0	83942	1000/1	1000.0
87	untuniutntrng55886	0.0	83838	1000/1	1000.0
88	untuniutntrng55886	0.0	83886	1000/1	1000.0
89	untuniutntrng55886	0.0	83962	1000/1	1000.0
90	untuniutntrng55886	0.0	83731	1000/1	1000.0
91	untuniutntrng55886	0.0	83897	1000/1	1000.0
92	untuniutntrng55886	0.0	83824	1000/1	1000.0
93	untuniutntrng55886	0.0	83804	1000/1	1000.0
94	untuniutntrng55886	0.0	84059	1000/1	1000.0
95	untuniutntrng55886	0.0	83886	1000/1	1000.0
96	untuniutntrng55886	0.0	83985	1000/1	1000.0
97	untuniutntrng55886	0.0	83804	1000/1	1000.0
98	untuniutntrng55886	0.0	84040	1000/1	1000.0
99	untuniutntrng55886	0.0	83705	1000/1	1000.0
100	untuniutntrng55886	0.0	84089	100/10	10.0
101	untuniutntrng55886	0.0	86065	100/10	10.0
102	untuniutntrng55886	0.0	83822	100/10	10.0
103	untuniutntrng55886	0.0	83881	100/10	10.0
104	untuniutntrng55886	0.0	83873	100/10	10.0
105	untuniutntrng55886	0.0	94724	100/10	10.0
106	untuniutntrng55886	0.0	83711	100/10	10.0
107	untuniutntrng55886	0.0	94563	100/10	10.0
108	untuniutntrng55886	0.0	83802	100/10	10.0
109	untuniutntrng55886	0.0	84030	100/10	10.0
110	untuniutntrng55886	0.0	83771	100/10	10.0
111	untuniutntrng55886	0.0	86063	100/10	10.0
112	untuniutntrng55886	0.0	83787	100/10	10.0
113	untuniutntrng55886	0.0	83826	100/10	10.0
114	untuniutntrng55886	0.0	83947	100/10	10.0
115	untuniutntrng55886	0.0	83822	100/10	10.0
116	untuniutntrng55886	0.0	94728	100/10	10.0
117	untuniutntrng55886	0.0	83702	100/10	10.0
118	untuniutntrng55886	0.0	83704	100/10	10.0
119	untuniutntrng55886	0.0	83906	100/10	10.0
120	untuniutntrng55886	0.0	83748	100/10	10.0
121	untuniutntrng55886	0.0	83888	100/10	10.0
122	untuniutntrng55886	0.0	83838	100/10	10.0
123	untuniutntrng55886	0.0	83866	100/10	10.0
124	untuniutntrng55886	0.0	83813	100/10	10.0
125	untuniutntrng55886	0.0	83851	100/10	10.0
126	untuniutntrng55886	0.0	83937	100/10	10.0
127	untuniutntrng55886	0.0	83817	100/10	10.0
128	untuniutntrng55886	0.0	83943	100/10	10.0
129	untuniutntrng55886	0.0	83852	100/10	10.0
130	untuniutntrng55886	0.0	83732	100/10	10.0
131	untuniutntrng55886	0.0	83813	100/10	10.0
132	untuniutntrng55886	0.0	83766	100/10	10.0
133	untuniutntrng55886	0.0	83814	100/10	10.0
134	untuniutntrng55886	0.0	83855	100/10	10.0
135	untuniutntrng55886	0.0	83877	100/10	10.0
136	untuniutntrng55886	0.0	83838	100/10	10.0
137	untuniutntrng55886	0.0	84020	100/10	10.0
138	untuniutntrng55886	0.0	83770	100/10	10.0
139	untuniutntrng55886	0.0	83710	100/10	10.0
140	untuniutntrng55886	0.0	83969	100/10	10.0
141	untuniutntrng55886	0.0	83830	100/10	10.0
142	untuniutntrng55886	0.0	83836	100/10	10.0
143	untuniutntrng55886	0.0	83853	100/10	10.0
144	untuniutntrng55886	0.0	83892	100/10	10.0
145	untuniutntrng55886	0.0	83720	100/10	10.0
146	untuniutntrng55886	0.0	83850	100/10	10.0
147	untuniutntrng55886	0.0	83867	100/10	10.0
148	untuniutntrng55886	0.0	83782	100/10	10.0
149	untuniutntrng55886	0.0	83900	100/10	10.0
150	untuniutntrng55886	0.0	83881	100/10	10.0
151	untuniutntrng55886	0.0	83753	100/10	10.0
152	untuniutntrng55886	0.0	83821	100/10	10.0
153	untuniutntrng55886	0.0	83909	100/10	10.0
154	untuniutntrng55886	0.0	94434	100/10	10.0
155	untuniutntrng55886	0.0	83872	100/10	10.0
156	untuniutntrng55886	0.0	83905	100/10	10.0
157	untuniutntrng55886	0.0	83896	100/10	10.0
158	untuniutntrng55886	0.0	83757	100/10	10.0
159	untuniutntrng55886	0.0	83791	100/10	10.0
160	untuniutntrng55886	0.0	83895	100/10	10.0
161	untuniutntrng55886	0.0	83827	100/10	10.0
162	untuniutntrng55886	0.0	83820	100/10	10.0
163	untuniutntrng55886	0.0	83879	100/10	10.0
164	untuniutntrng55886	0.0	86068	100/10	10.0
165	untuniutntrng55886	0.0	83864	100/10	10.0
166	untuniutntrng55886	0.0	83950	100/10	10.0
167	untuniutntrng55886	0.0	83841	100/10	10.0
168	untuniutntrng55886	0.0	83819	100/10	10.0
169	untuniutntrng55886	0.0	83915	100/10	10.0
170	untuniutntrng55886	0.0	85954	100/10	10.0
171	untuniutntrng55886	0.0	84033	100/10	10.0
172	untuniutntrng55886	0.0	83894	100/10	10.0
173	untuniutntrng55886	0.0	83855	100/10	10.0
174	untuniutntrng55886	0.0	83904	100/10	10.0
175	untuniutntrng55886	0.0	83867	100/10	10.0
176	untuniutntrng55886	0.0	83815	100/10	10.0
177	untuniutntrng55886	0.0	83785	100/10	10.0
178	untuniutntrng55886	0.0	83680	100/10	10.0
179	untuniutntrng55886	0.0	83905	100/10	10.0
180	untuniutntrng55886	0.0	83825	100/10	10.0
181	untuniutntrng55886	0.0	83886	100/10	10.0
182	untuniutntrng55886	0.0	83799	100/10	10.0
183	untuniutntrng55886	0.0	83787	100/10	10.0
184	untuniutntrng55886	0.0	83715	100/10	10.0
185	untuniutntrng55886	0.0	86032	100/10	10.0
186	untuniutntrng55886	0.0	83906	100/10	10.0
187	untuniutntrng55886	0.0	83911	100/10	10.0
188	untuniutntrng55886	0.0	94625	100/10	10.0
189	untuniutntrng55886	0.0	83973	100/10	10.0
190	untuniutntrng55886	0.0	84001	100/10	10.0
191	untuniutntrng55886	0.0	83811	100/10	10.0
192	untuniutntrng55886	0.0	83761	100/10	10.0
193	untuniutntrng55886	0.0	83784	100/10	10.0
194	untuniutntrng55886	0.0	83852	100/10	10.0
195	untuniutntrng55886	0.0	83931	100/10	10.0
196	untuniutntrng55886	0.0	85933	100/10	10.0
197	untuniutntrng55886	0.0	83783	100/10	10.0
198	untuniutntrng55886	0.0	83933	100/10	10.0
199	untuniutntrng55886	0.0	83944	100/10	10.0
200	untuniutntrng55886	0.0	88218	10/100	0.1
201	untuniutntrng55886	0.0	88226	10/100	0.1
202	untuniutntrng55886	0.0	88183	10/100	0.1
203	untuniutntrng55886	0.0	88274	10/100	0.1
204	untuniutntrng55886	0.0	88210	10/100	0.1
205	untuniutntrng55886	0.0	88176	10/100	0.1
206	untuniutntrng55886	0.0	88172	10/100	0.1
207	untuniutntrng55886	0.0	88189	10/100	0.1
208	untuniutntrng55886	0.0	88160	10/100	0.1
209	untuniutntrng55886	0.0	88227	10/100	0.1
210	untuniutntrng55886	0.0	88097	10/100	0.1
211	untuniutntrng55886	0.0	88166	10/100	0.1
212	untuniutntrng55886	0.0	88228	10/100	0.1
213	untuniutntrng55886	0.0	88143	10/100	0.1
214	untuniutntrng55886	0.0	88221	10/100	0.1
215	untuniutntrng55886	0.0	88178	10/100	0.1
216	untuniutntrng55886	0.0	88162	10/100	0.1
217	untuniutntrng55886	0.0	88109	10/100	0.1
218	untuniutntrng55886	0.0	88154	10/100	0.1
219	untuniutntrng55886	0.0	88234	10/100	0.1
220	untuniutntrng55886	0.0	88206	10/100	0.1
221	untuniutntrng55886	0.0	88155	10/100	0.1
222	untuniutntrng55886	0.0	88136	10/100	0.1
223	untuniutntrng55886	0.0	88139	10/100	0.1
224	untuniutntrng55886	0.0	88237	10/100	0.1
225	untuniutntrng55886	0.0	88135	10/100	0.1
226	untuniutntrng55886	0.0	88116	10/100	0.1
227	untuniutntrng55886	0.0	88176	10/100	0.1
228	untuniutntrng55886	0.0	88179	10/100	0.1
229	untuniutntrng55886	0.0	88136	10/100	0.1
230	untuniutntrng55886	0.0	88109	10/100	0.1
231	untuniutntrng55886	0.0	88160	10/100	0.1
232	untuniutntrng55886	0.0	88285	10/100	0.1
233	untuniutntrng55886	0.0	88140	10/100	0.1
234	untuniutntrng55886	0.0	88193	10/100	0.1
235	untuniutntrng55886	0.0	88163	10/100	0.1
236	untuniutntrng55886	0.0	88043	10/100	0.1
237	untuniutntrng55886	0.0	88161	10/100	0.1
238	untuniutntrng55886	0.0	88076	10/100	0.1
239	untuniutntrng55886	0.0	88173	10/100	0.1
240	untuniutntrng55886	0.0	88154	10/100	0.1
241	untuniutntrng55886	0.0	88271	10/100	0.1
242	untuniutntrng55886	0.0	88276	10/100	0.1
243	untuniutntrng55886	0.0	88248	10/100	0.1
244	untuniutntrng55886	0.0	88203	10/100	0.1
245	untuniutntrng55886	0.0	88014	10/100	0.1
246	untuniutntrng55886	0.0	88172	10/100	0.1
247	untuniutntrng55886	0.0	88177	10/100	0.1
248	untuniutntrng55886	0.0	88279	10/100	0.1
249	untuniutntrng55886	0.0	88143	10/100	0.1
250	untuniutntrng55886	0.0	88212	10/100	0.1
251	untuniutntrng55886	0.0	88238	10/100	0.1
252	untuniutntrng55886	0.0	88157	10/100	0.1
253	untuniutntrng55886	0.0	88117	10/100	0.1
254	untuniutntrng55886	0.0	88120	10/100	0.1
255	untuniutntrng55886	0.0	88155	10/100	0.1
256	untuniutntrng55886	0.0	88120	10/100	0.1
257	untuniutntrng55886	0.0	88148	10/100	0.1
258	untuniutntrng55886	0.0	88173	10/100	0.1
259	untuniutntrng55886	0.0	88110	10/100	0.1
260	untuniutntrng55886	0.0	88099	10/100	0.1
261	untuniutntrng55886	0.0	88105	10/100	0.1
262	untuniutntrng55886	0.0	88204	10/100	0.1
263	untuniutntrng55886	0.0	88205	10/100	0.1
264	untuniutntrng55886	0.0	88202	10/100	0.1
265	untuniutntrng55886	0.0	88198	10/100	0.1
266	untuniutntrng55886	0.0	88260	10/100	0.1
267	untuniutntrng55886	0.0	88191	10/100	0.1
268	untuniutntrng55886	0.0	88121	10/100	0.1
269	untuniutntrng55886	0.0	88239	10/100	0.1
270	untuniutntrng55886	0.0	88137	10/100	0.1
271	untuniutntrng55886	0.0	88150	10/100	0.1
272	untuniutntrng55886	0.0	88302	10/100	0.1
273	untuniutntrng55886	0.0	88226	10/100	0.1
274	untuniutntrng55886	0.0	88094	10/100	0.1
275	untuniutntrng55886	0.0	88115	10/100	0.1
276	untuniutntrng55886	0.0	88224	10/100	0.1
277	untuniutntrng55886	0.0	88171	10/100	0.1
278	untuniutntrng55886	0.0	88148	10/100	0.1
279	untuniutntrng55886	0.0	88113	10/100	0.1
280	untuniutntrng55886	0.0	88111	10/100	0.1
281	untuniutntrng55886	0.0	88086	10/100	0.1
282	untuniutntrng55886	0.0	88180	10/100	0.1
283	untuniutntrng55886	0.0	88120	10/100	0.1
284	untuniutntrng55886	0.0	88039	10/100	0.1
285	untuniutntrng55886	0.0	88117	10/100	0.1
286	untuniutntrng55886	0.0	88082	10/100	0.1
287	untuniutntrng55886	0.0	88142	10/100	0.1
288	untuniutntrng55886	0.0	88190	10/100	0.1
289	untuniutntrng55886	0.0	88135	10/100	0.1
290	untuniutntrng55886	0.0	88204	10/100	0.1
291	untuniutntrng55886	0.0	88102	10/100	0.1
292	untuniutntrng55886	0.0	88239	10/100	0.1
293	untuniutntrng55886	0.0	88084	10/100	0.1
294	untuniutntrng55886	0.0	88238	10/100	0.1
295	untuniutntrng55886	0.0	88149	10/100	0.1
296	untuniutntrng55886	0.0	88149	10/100	0.1
297	untuniutntrng55886	0.0	88238	10/100	0.1
298	untuniutntrng55886	0.0	88109	10/100	0.1
299	untuniutntrng55886	0.0	88186	10/100	0.1
300	untuniutntrng55886	0.0	90989	1/1000	0.001
301	untuniutntrng55886	0.0	95268	1/1000	0.001
302	untuniutntrng55886	0.0	86557	1/1000	0.001
303	untuniutntrng55886	0.0	95589	1/1000	0.001
304	untuniutntrng55886	0.0	90016	1/1000	0.001
305	untuniutntrng55886	0.0	86453	1/1000	0.001
306	untuniutntrng55886	0.0	89389	1/1000	0.001
307	untuniutntrng55886	0.0	90762	1/1000	0.001
308	untuniutntrng55886	0.0	86712	1/1000	0.001
309	untuniutntrng55886	0.0	87324	1/1000	0.001
310	untuniutntrng55886	0.0	86167	1/1000	0.001
311	untuniutntrng55886	0.0	94142	1/1000	0.001
312	untuniutntrng55886	0.0	94502	1/1000	0.001
313	untuniutntrng55886	0.0	95295	1/1000	0.001
314	untuniutntrng55886	0.0	94694	1/1000	0.001
315	untuniutntrng55886	0.0	94939	1/1000	0.001
316	untuniutntrng55886	0.0	91641	1/1000	0.001
317	untuniutntrng55886	0.0	94174	1/1000	0.001
318	untuniutntrng55886	0.0	95667	1/1000	0.001
319	untuniutntrng55886	0.0	94223	1/1000	0.001
320	untuniutntrng55886	0.0	93994	1/1000	0.001
321	untuniutntrng55886	0.0	92227	1/1000	0.001
322	untuniutntrng55886	0.0	86721	1/1000	0.001
323	untuniutntrng55886	0.0	90368	1/1000	0.001
324	untuniutntrng55886	0.0	91676	1/1000	0.001
325	untuniutntrng55886	0.0	84112	1/1000	0.001
326	untuniutntrng55886	0.0	94383	1/1000	0.001
327	untuniutntrng55886	0.0	96500	1/1000	0.001
328	untuniutntrng55886	0.0	92997	1/1000	0.001
329	untuniutntrng55886	0.0	93281	1/1000	0.001
330	untuniutntrng55886	0.0	85240	1/1000	0.001
331	untuniutntrng55886	0.0	87348	1/1000	0.001
332	untuniutntrng55886	0.0	85042	1/1000	0.001
333	untuniutntrng55886	0.0	91122	1/1000	0.001
334	untuniutntrng55886	0.0	85377	1/1000	0.001
335	untuniutntrng55886	0.0	89546	1/1000	0.001
336	untuniutntrng55886	0.0	90429	1/1000	0.001
337	untuniutntrng55886	0.0	84900	1/1000	0.001
338	untuniutntrng55886	0.0	90545	1/1000	0.001
339	untuniutntrng55886	0.0	95181	1/1000	0.001
340	untuniutntrng55886	0.0	93987	1/1000	0.001
341	untuniutntrng55886	0.0	85242	1/1000	0.001
342	untuniutntrng55886	0.0	89867	1/1000	0.001
343	untuniutntrng55886	0.0	86663	1/1000	0.001
344	untuniutntrng55886	0.0	90387	1/1000	0.001
345	untuniutntrng55886	0.0	93442	1/1000	0.001
346	untuniutntrng55886	0.0	84927	1/1000	0.001
347	untuniutntrng55886	0.0	86744	1/1000	0.001
348	untuniutntrng55886	0.0	95910	1/1000	0.001
349	untuniutntrng55886	0.0	90443	1/1000	0.001
350	untuniutntrng55886	0.0	83947	1/1000	0.001
351	untuniutntrng55886	0.0	96062	1/1000	0.001
352	untuniutntrng55886	0.0	93952	1/1000	0.001
353	untuniutntrng55886	0.0	94356	1/1000	0.001
354	untuniutntrng55886	0.0	87126	1/1000	0.001
355	untuniutntrng55886	0.0	96093	1/1000	0.001
356	untuniutntrng55886	0.0	91253	1/1000	0.001
357	untuniutntrng55886	0.0	91476	1/1000	0.001
358	untuniutntrng55886	0.0	85693	1/1000	0.001
359	untuniutntrng55886	0.0	89941	1/1000	0.001
360	untuniutntrng55886	0.0	85870	1/1000	0.001
361	untuniutntrng55886	0.0	84387	1/1000	0.001
362	untuniutntrng55886	0.0	89723	1/1000	0.001
363	untuniutntrng55886	0.0	92862	1/1000	0.001
364	untuniutntrng55886	0.0	93490	1/1000	0.001
365	untuniutntrng55886	0.0	91587	1/1000	0.001
366	untuniutntrng55886	0.0	96522	1/1000	0.001
367	untuniutntrng55886	0.0	88425	1/1000	0.001
368	untuniutntrng55886	0.0	96467	1/1000	0.001
369	untuniutntrng55886	0.0	87108	1/1000	0.001
370	untuniutntrng55886	0.0	87493	1/1000	0.001
371	untuniutntrng55886	0.0	89784	1/1000	0.001
372	untuniutntrng55886	0.0	91077	1/1000	0.001
373	untuniutntrng55886	0.0	89103	1/1000	0.001
374	untuniutntrng55886	0.0	86937	1/1000	0.001
375	untuniutntrng55886	0.0	94075	1/1000	0.001
376	untuniutntrng55886	0.0	84223	1/1000	0.001
377	untuniutntrng55886	0.0	86626	1/1000	0.001
378	untuniutntrng55886	0.0	87451	1/1000	0.001
379	untuniutntrng55886	0.0	86453	1/1000	0.001
380	untuniutntrng55886	0.0	84991	1/1000	0.001
381	untuniutntrng55886	0.0	84348	1/1000	0.001
382	untuniutntrng55886	0.0	91913	1/1000	0.001
383	untuniutntrng55886	0.0	89253	1/1000	0.001
384	untuniutntrng55886	0.0	94635	1/1000	0.001
385	untuniutntrng55886	0.0	90219	1/1000	0.001
386	untuniutntrng55886	0.0	92733	1/1000	0.001
387	untuniutntrng55886	0.0	90953	1/1000	0.001
388	untuniutntrng55886	0.0	94764	1/1000	0.001
389	untuniutntrng55886	0.0	91729	1/1000	0.001
390	untuniutntrng55886	0.0	96450	1/1000	0.001
391	untuniutntrng55886	0.0	84682	1/1000	0.001
392	untuniutntrng55886	0.0	92671	1/1000	0.001
393	untuniutntrng55886	0.0	89865	1/1000	0.001
394	untuniutntrng55886	0.0	95748	1/1000	0.001
395	untuniutntrng55886	0.0	87290	1/1000	0.001
396	untuniutntrng55886	0.0	95059	1/1000	0.001
397	untuniutntrng55886	0.0	85435	1/1000	0.001
398	untuniutntrng55886	0.0	94915	1/1000	0.001
399	untuniutntrng55886	0.0	86076	1/1000	0.001
400	untuniutntrng55886	0.0	83986	200/5	40.0
401	untuniutntrng55886	0.0	83893	200/5	40.0
402	untuniutntrng55886	0.0	84025	200/5	40.0
403	untuniutntrng55886	0.0	83869	200/5	40.0
404	untuniutntrng55886	0.0	83973	200/5	40.0
405	untuniutntrng55886	0.0	83946	200/5	40.0
406	untuniutntrng55886	0.0	83915	200/5	40.0
407	untuniutntrng55886	0.0	83856	200/5	40.0
408	untuniutntrng55886	0.0	83866	200/5	40.0
409	untuniutntrng55886	0.0	83960	200/5	40.0
410	untuniutntrng55886	0.0	83854	200/5	40.0
411	untuniutntrng55886	0.0	83855	200/5	40.0
412	untuniutntrng55886	0.0	83820	200/5	40.0
413	untuniutntrng55886	0.0	83736	200/5	40.0
414	untuniutntrng55886	0.0	83743	200/5	40.0
415	untuniutntrng55886	0.0	83878	200/5	40.0
416	untuniutntrng55886	0.0	83821	200/5	40.0
417	untuniutntrng55886	0.0	83914	200/5	40.0
418	untuniutntrng55886	0.0	83974	200/5	40.0
419	untuniutntrng55886	0.0	83903	200/5	40.0
420	untuniutntrng55886	0.0	83858	200/5	40.0
421	untuniutntrng55886	0.0	84053	200/5	40.0
422	untuniutntrng55886	0.0	83907	200/5	40.0
423	untuniutntrng55886	0.0	84005	200/5	40.0
424	untuniutntrng55886	0.0	83773	200/5	40.0
425	untuniutntrng55886	0.0	83844	200/5	40.0
426	untuniutntrng55886	0.0	83860	200/5	40.0
427	untuniutntrng55886	0.0	83830	200/5	40.0
428	untuniutntrng55886	0.0	84016	200/5	40.0
429	untuniutntrng55886	0.0	83797	200/5	40.0
430	untuniutntrng55886	0.0	83760	200/5	40.0
431	untuniutntrng55886	0.0	83950	200/5	40.0
432	untuniutntrng55886	0.0	83844	200/5	40.0
433	untuniutntrng55886	0.0	84027	200/5	40.0
434	untuniutntrng55886	0.0	83816	200/5	40.0
435	untuniutntrng55886	0.0	83942	200/5	40.0
436	untuniutntrng55886	0.0	83893	200/5	40.0
437	untuniutntrng55886	0.0	83861	200/5	40.0
438	untuniutntrng55886	0.0	83938	200/5	40.0
439	untuniutntrng55886	0.0	83879	200/5	40.0
440	untuniutntrng55886	0.0	83718	200/5	40.0
441	untuniutntrng55886	0.0	83925	200/5	40.0
442	untuniutntrng55886	0.0	84021	200/5	40.0
443	untuniutntrng55886	0.0	83888	200/5	40.0
444	untuniutntrng55886	0.0	83678	200/5	40.0
445	untuniutntrng55886	0.0	83931	200/5	40.0
446	untuniutntrng55886	0.0	83800	200/5	40.0
447	untuniutntrng55886	0.0	83895	200/5	40.0
448	untuniutntrng55886	0.0	83826	200/5	40.0
449	untuniutntrng55886	0.0	83883	200/5	40.0
450	untuniutntrng55886	0.0	83837	200/5	40.0
451	untuniutntrng55886	0.0	83874	200/5	40.0
452	untuniutntrng55886	0.0	84032	200/5	40.0
453	untuniutntrng55886	0.0	83903	200/5	40.0
454	untuniutntrng55886	0.0	83756	200/5	40.0
455	untuniutntrng55886	0.0	83765	200/5	40.0
456	untuniutntrng55886	0.0	83868	200/5	40.0
457	untuniutntrng55886	0.0	83951	200/5	40.0
458	untuniutntrng55886	0.0	83808	200/5	40.0
459	untuniutntrng55886	0.0	83712	200/5	40.0
460	untuniutntrng55886	0.0	83797	200/5	40.0
461	untuniutntrng55886	0.0	83802	200/5	40.0
462	untuniutntrng55886	0.0	83765	200/5	40.0
463	untuniutntrng55886	0.0	83891	200/5	40.0
464	untuniutntrng55886	0.0	83851	200/5	40.0
465	untuniutntrng55886	0.0	84012	200/5	40.0
466	untuniutntrng55886	0.0	84117	200/5	40.0
467	untuniutntrng55886	0.0	83728	200/5	40.0
468	untuniutntrng55886	0.0	83882	200/5	40.0
469	untuniutntrng55886	0.0	84057	200/5	40.0
470	untuniutntrng55886	0.0	83971	200/5	40.0
471	untuniutntrng55886	0.0	83903	200/5	40.0
472	untuniutntrng55886	0.0	83956	200/5	40.0
473	untuniutntrng55886	0.0	83804	200/5	40.0
474	untuniutntrng55886	0.0	83989	200/5	40.0
475	untuniutntrng55886	0.0	83912	200/5	40.0
476	untuniutntrng55886	0.0	83950	200/5	40.0
477	untuniutntrng55886	0.0	83997	200/5	40.0
478	untuniutntrng55886	0.0	83861	200/5	40.0
479	untuniutntrng55886	0.0	83886	200/5	40.0
480	untuniutntrng55886	0.0	83662	200/5	40.0
481	untuniutntrng55886	0.0	83900	200/5	40.0
482	untuniutntrng55886	0.0	83899	200/5	40.0
483	untuniutntrng55886	0.0	83860	200/5	40.0
484	untuniutntrng55886	0.0	83824	200/5	40.0
485	untuniutntrng55886	0.0	83924	200/5	40.0
486	untuniutntrng55886	0.0	83791	200/5	40.0
487	untuniutntrng55886	0.0	83937	200/5	40.0
488	untuniutntrng55886	0.0	84029	200/5	40.0
489	untuniutntrng55886	0.0	83876	200/5	40.0
490	untuniutntrng55886	0.0	83952	200/5	40.0
491	untuniutntrng55886	0.0	84109	200/5	40.0
492	untuniutntrng55886	0.0	83933	200/5	40.0
493	untuniutntrng55886	0.0	83965	200/5	40.0
494	untuniutntrng55886	0.0	83822	200/5	40.0
495	untuniutntrng55886	0.0	83924	200/5	40.0
496	untuniutntrng55886	0.0	83810	200/5	40.0
497	untuniutntrng55886	0.0	83809	200/5	40.0
498	untuniutntrng55886	0.0	83937	200/5	40.0
499	untuniutntrng55886	0.0	83975	200/5	40.0
500	untuniutntrng55886	0.0	88103	20/50	0.4
501	untuniutntrng55886	0.0	88213	20/50	0.4
502	untuniutntrng55886	0.0	88231	20/50	0.4
503	untuniutntrng55886	0.0	88157	20/50	0.4
