	rrf_dr0_words	rrf_dr0	rrf_dr0_rang	dispersion	dispersion_numeric
120	untuniutntrng55886	1.0	35855	100/10	10.0
121	untuniutntrng55886	1.0	35771	100/10	10.0
122	untuniutntrng55886	1.0	35691	100/10	10.0
123	untuniutntrng55886	1.0	35720	100/10	10.0
124	untuniutntrng55886	1.0	35749	100/10	10.0
125	untuniutntrng55886	1.0	35868	100/10	10.0
126	untuniutntrng55886	1.0	35737	100/10	10.0
127	untuniutntrng55886	1.0	35800	100/10	10.0
128	untuniutntrng55886	1.0	35820	100/10	10.0
129	untuniutntrng55886	1.0	35731	100/10	10.0
130	untuniutntrng55886	1.0	36007	100/10	10.0
131	untuniutntrng55886	1.0	35789	100/10	10.0
132	untuniutntrng55886	1.0	35708	100/10	10.0
133	untuniutntrng55886	1.0	35903	100/10	10.0
134	untuniutntrng55886	1.0	35883	100/10	10.0
135	untuniutntrng55886	1.0	35748	100/10	10.0
136	untuniutntrng55886	1.0	35806	100/10	10.0
137	untuniutntrng55886	0.9999999999999998	35846	100/10	10.0
138	untuniutntrng55886	1.0	35913	100/10	10.0
139	untuniutntrng55886	1.0	35956	100/10	10.0
140	untuniutntrng55886	1.0	35751	100/10	10.0
141	untuniutntrng55886	1.0	35981	100/10	10.0
142	untuniutntrng55886	1.0	35809	100/10	10.0
143	untuniutntrng55886	1.0	35694	100/10	10.0
144	untuniutntrng55886	1.0	35794	100/10	10.0
145	untuniutntrng55886	0.9999999999999998	36147	100/10	10.0
146	untuniutntrng55886	1.0	35755	100/10	10.0
147	untuniutntrng55886	1.0	35767	100/10	10.0
148	untuniutntrng55886	1.0	35969	100/10	10.0
149	untuniutntrng55886	1.0	35856	100/10	10.0
150	untuniutntrng55886	1.0	35795	100/10	10.0
151	untuniutntrng55886	1.0	35882	100/10	10.0
152	untuniutntrng55886	1.0	35759	100/10	10.0
153	untuniutntrng55886	1.0	35745	100/10	10.0
154	untuniutntrng55886	1.0	35633	100/10	10.0
155	untuniutntrng55886	1.0	35861	100/10	10.0
156	untuniutntrng55886	1.0	35564	100/10	10.0
157	untuniutntrng55886	1.0	35820	100/10	10.0
158	untuniutntrng55886	1.0	35852	100/10	10.0
159	untuniutntrng55886	1.0	35917	100/10	10.0
160	untuniutntrng55886	1.0	35927	100/10	10.0
161	untuniutntrng55886	1.0	35896	100/10	10.0
162	untuniutntrng55886	1.0	35793	100/10	10.0
163	untuniutntrng55886	1.0	35912	100/10	10.0
164	untuniutntrng55886	1.0	35808	100/10	10.0
165	untuniutntrng55886	1.0	33737	100/10	10.0
166	untuniutntrng55886	1.0	35623	100/10	10.0
167	untuniutntrng55886	1.0	35801	100/10	10.0
168	untuniutntrng55886	1.0	35854	100/10	10.0
169	untuniutntrng55886	1.0	35780	100/10	10.0
170	untuniutntrng55886	1.0	35688	100/10	10.0
171	untuniutntrng55886	1.0	35934	100/10	10.0
172	untuniutntrng55886	1.0	35835	100/10	10.0
173	untuniutntrng55886	1.0	35917	100/10	10.0
174	untuniutntrng55886	1.0	35604	100/10	10.0
175	untuniutntrng55886	1.0	35894	100/10	10.0
176	untuniutntrng55886	1.0	35966	100/10	10.0
177	untuniutntrng55886	1.0	34120	100/10	10.0
178	untuniutntrng55886	1.0	36017	100/10	10.0
179	untuniutntrng55886	1.0	35893	100/10	10.0
180	untuniutntrng55886	1.0	35864	100/10	10.0
181	untuniutntrng55886	1.0	35867	100/10	10.0
182	untuniutntrng55886	1.0	35861	100/10	10.0
183	untuniutntrng55886	1.0	35717	100/10	10.0
184	untuniutntrng55886	1.0	35984	100/10	10.0
185	untuniutntrng55886	1.0	36027	100/10	10.0
186	untuniutntrng55886	1.0	35760	100/10	10.0
187	untuniutntrng55886	0.9999999999999998	35909	100/10	10.0
188	untuniutntrng55886	1.0	35805	100/10	10.0
189	untuniutntrng55886	1.0	35576	100/10	10.0
190	untuniutntrng55886	1.0	35648	100/10	10.0
191	untuniutntrng55886	1.0	35885	100/10	10.0
192	untuniutntrng55886	1.0	35979	100/10	10.0
193	untuniutntrng55886	1.0	35857	100/10	10.0
194	untuniutntrng55886	1.0	35698	100/10	10.0
195	untuniutntrng55886	1.0	35616	100/10	10.0
196	untuniutntrng55886	1.0	35895	100/10	10.0
197	untuniutntrng55886	1.0	35921	100/10	10.0
198	untuniutntrng55886	1.0	35870	100/10	10.0
199	untuniutntrng55886	1.0	35848	100/10	10.0
200	untuniutntrng55886	1.0	35776	10/100	0.1
201	untuniutntrng55886	1.0	35844	10/100	0.1
202	untuniutntrng55886	1.0	35542	10/100	0.1
203	untuniutntrng55886	1.0	35802	10/100	0.1
204	untuniutntrng55886	1.0	35943	10/100	0.1
205	untuniutntrng55886	1.0	35687	10/100	0.1
206	untuniutntrng55886	1.0	35766	10/100	0.1
207	untuniutntrng55886	1.0	35973	10/100	0.1
208	untuniutntrng55886	1.0	35930	10/100	0.1
209	untuniutntrng55886	1.0	35622	10/100	0.1
210	untuniutntrng55886	1.0	35957	10/100	0.1
211	untuniutntrng55886	1.0	35892	10/100	0.1
212	untuniutntrng55886	1.0	35961	10/100	0.1
213	untuniutntrng55886	0.9999999999999998	35723	10/100	0.1
214	untuniutntrng55886	1.0	35816	10/100	0.1
215	untuniutntrng55886	1.0	35927	10/100	0.1
216	untuniutntrng55886	1.0	35831	10/100	0.1
217	untuniutntrng55886	1.0	35838	10/100	0.1
218	untuniutntrng55886	1.0	35845	10/100	0.1
219	untuniutntrng55886	0.9999999999999998	35789	10/100	0.1
220	untuniutntrng55886	1.0	35832	10/100	0.1
221	untuniutntrng55886	1.0	35801	10/100	0.1
222	untuniutntrng55886	1.0	35825	10/100	0.1
223	untuniutntrng55886	1.0	35971	10/100	0.1
224	untuniutntrng55886	1.0	35829	10/100	0.1
225	untuniutntrng55886	1.0	35685	10/100	0.1
226	untuniutntrng55886	1.0	36064	10/100	0.1
227	untuniutntrng55886	1.0	35675	10/100	0.1
228	untuniutntrng55886	1.0	35766	10/100	0.1
229	untuniutntrng55886	1.0	35713	10/100	0.1
230	untuniutntrng55886	1.0	25512	10/100	0.1
231	untuniutntrng55886	1.0	35760	10/100	0.1
232	untuniutntrng55886	1.0	35777	10/100	0.1
233	untuniutntrng55886	1.0	35859	10/100	0.1
234	untuniutntrng55886	1.0	35934	10/100	0.1
235	untuniutntrng55886	1.0	29989	10/100	0.1
236	untuniutntrng55886	1.0	36078	10/100	0.1
237	untuniutntrng55886	1.0	35737	10/100	0.1
238	untuniutntrng55886	1.0	35987	10/100	0.1
239	untuniutntrng55886	1.0	35831	10/100	0.1
240	untuniutntrng55886	1.0	35978	10/100	0.1
241	untuniutntrng55886	1.0	35727	10/100	0.1
242	untuniutntrng55886	1.0	35737	10/100	0.1
243	untuniutntrng55886	1.0	35421	10/100	0.1
244	untuniutntrng55886	1.0	35886	10/100	0.1
245	untuniutntrng55886	1.0	36035	10/100	0.1
246	untuniutntrng55886	1.0	35757	10/100	0.1
247	untuniutntrng55886	1.0	35893	10/100	0.1
248	untuniutntrng55886	1.0	35670	10/100	0.1
249	untuniutntrng55886	1.0	35893	10/100	0.1
250	untuniutntrng55886	1.0	25659	10/100	0.1
251	untuniutntrng55886	1.0	35767	10/100	0.1
252	untuniutntrng55886	0.9999999999999998	35842	10/100	0.1
253	untuniutntrng55886	1.0	35995	10/100	0.1
254	untuniutntrng55886	1.0	35921	10/100	0.1
255	untuniutntrng55886	1.0	35922	10/100	0.1
256	untuniutntrng55886	1.0	35927	10/100	0.1
257	untuniutntrng55886	1.0	35906	10/100	0.1
258	untuniutntrng55886	0.9999999999999998	36080	10/100	0.1
259	untuniutntrng55886	1.0	35892	10/100	0.1
260	untuniutntrng55886	1.0	35832	10/100	0.1
261	untuniutntrng55886	1.0	35873	10/100	0.1
262	untuniutntrng55886	1.0	35962	10/100	0.1
263	untuniutntrng55886	1.0	35800	10/100	0.1
264	untuniutntrng55886	1.0	35761	10/100	0.1
265	untuniutntrng55886	1.0	35719	10/100	0.1
266	untuniutntrng55886	1.0	35504	10/100	0.1
267	untuniutntrng55886	1.0	35994	10/100	0.1
268	untuniutntrng55886	1.0	35913	10/100	0.1
269	untuniutntrng55886	1.0	35889	10/100	0.1
270	untuniutntrng55886	1.0	35859	10/100	0.1
271	untuniutntrng55886	1.0	35803	10/100	0.1
272	untuniutntrng55886	1.0	35923	10/100	0.1
273	untuniutntrng55886	0.9999999999999998	35930	10/100	0.1
274	untuniutntrng55886	1.0	35905	10/100	0.1
275	untuniutntrng55886	1.0	35899	10/100	0.1
276	untuniutntrng55886	1.0	35443	10/100	0.1
277	untuniutntrng55886	1.0	35980	10/100	0.1
278	untuniutntrng55886	1.0	35887	10/100	0.1
279	untuniutntrng55886	1.0	35956	10/100	0.1
280	untuniutntrng55886	1.0	35942	10/100	0.1
281	untuniutntrng55886	1.0	35807	10/100	0.1
282	untuniutntrng55886	1.0	35734	10/100	0.1
283	untuniutntrng55886	0.9999999999999998	35930	10/100	0.1
284	untuniutntrng55886	1.0	36090	10/100	0.1
285	untuniutntrng55886	1.0	35923	10/100	0.1
286	untuniutntrng55886	1.0	35924	10/100	0.1
287	untuniutntrng55886	1.0	35913	10/100	0.1
288	untuniutntrng55886	1.0	35994	10/100	0.1
289	untuniutntrng55886	0.9999999999999998	35895	10/100	0.1
290	untuniutntrng55886	1.0	35998	10/100	0.1
291	untuniutntrng55886	1.0	35965	10/100	0.1
292	untuniutntrng55886	1.0	35814	10/100	0.1
293	untuniutntrng55886	1.0	35976	10/100	0.1
294	untuniutntrng55886	1.0	32336	10/100	0.1
295	untuniutntrng55886	1.0	35891	10/100	0.1
296	untuniutntrng55886	1.0	35894	10/100	0.1
297	untuniutntrng55886	1.0	35728	10/100	0.1
298	untuniutntrng55886	1.0	35828	10/100	0.1
299	untuniutntrng55886	1.0	30855	10/100	0.1
300	untuniutntrng55886	1.0	31866	1/1000	0.001
301	untuniutntrng55886	1.0	28846	1/1000	0.001
302	untuniutntrng55886	1.0	35086	1/1000	0.001
303	untuniutntrng55886	1.0	27637	1/1000	0.001
304	untuniutntrng55886	1.0	26692	1/1000	0.001
305	untuniutntrng55886	1.0	33193	1/1000	0.001
306	untuniutntrng55886	1.0	32728	1/1000	0.001
307	untuniutntrng55886	1.0	28623	1/1000	0.001
308	untuniutntrng55886	1.0	33512	1/1000	0.001
309	untuniutntrng55886	1.0	30809	1/1000	0.001
310	untuniutntrng55886	1.0	32724	1/1000	0.001
311	untuniutntrng55886	1.0	29134	1/1000	0.001
312	untuniutntrng55886	1.0	33681	1/1000	0.001
313	untuniutntrng55886	1.0	27365	1/1000	0.001
314	untuniutntrng55886	1.0	30697	1/1000	0.001
315	untuniutntrng55886	1.0	28967	1/1000	0.001
316	untuniutntrng55886	1.0	35643	1/1000	0.001
317	untuniutntrng55886	1.0	29248	1/1000	0.001
318	untuniutntrng55886	1.0	28334	1/1000	0.001
319	untuniutntrng55886	1.0	30662	1/1000	0.001
320	untuniutntrng55886	1.0	28023	1/1000	0.001
321	untuniutntrng55886	1.0	24352	1/1000	0.001
322	untuniutntrng55886	1.0	27098	1/1000	0.001
323	untuniutntrng55886	1.0	30865	1/1000	0.001
324	untuniutntrng55886	1.0	35678	1/1000	0.001
325	untuniutntrng55886	1.0	26828	1/1000	0.001
326	untuniutntrng55886	1.0	34803	1/1000	0.001
327	untuniutntrng55886	1.0	31516	1/1000	0.001
328	untuniutntrng55886	1.0	28232	1/1000	0.001
329	untuniutntrng55886	1.0	33733	1/1000	0.001
330	untuniutntrng55886	1.0	31230	1/1000	0.001
331	untuniutntrng55886	1.0	29449	1/1000	0.001
332	untuniutntrng55886	1.0	35258	1/1000	0.001
333	untuniutntrng55886	1.0	27227	1/1000	0.001
334	untuniutntrng55886	1.0	33775	1/1000	0.001
335	untuniutntrng55886	1.0	33047	1/1000	0.001
336	untuniutntrng55886	1.0	33131	1/1000	0.001
337	untuniutntrng55886	1.0	28168	1/1000	0.001
338	untuniutntrng55886	1.0	32759	1/1000	0.001
339	untuniutntrng55886	1.0	32553	1/1000	0.001
340	untuniutntrng55886	1.0	25499	1/1000	0.001
341	untuniutntrng55886	1.0	35625	1/1000	0.001
342	untuniutntrng55886	1.0	24109	1/1000	0.001
343	untuniutntrng55886	1.0	29308	1/1000	0.001
344	untuniutntrng55886	1.0	28100	1/1000	0.001
345	untuniutntrng55886	1.0	32552	1/1000	0.001
346	untuniutntrng55886	1.0	31247	1/1000	0.001
347	untuniutntrng55886	1.0	27413	1/1000	0.001
348	untuniutntrng55886	1.0	29084	1/1000	0.001
349	untuniutntrng55886	1.0	25791	1/1000	0.001
350	untuniutntrng55886	1.0	32920	1/1000	0.001
351	untuniutntrng55886	1.0	23944	1/1000	0.001
352	untuniutntrng55886	1.0	35574	1/1000	0.001
353	untuniutntrng55886	1.0	29479	1/1000	0.001
354	untuniutntrng55886	1.0	35241	1/1000	0.001
355	untuniutntrng55886	1.0	28948	1/1000	0.001
356	untuniutntrng55886	1.0	34654	1/1000	0.001
357	untuniutntrng55886	1.0	29207	1/1000	0.001
358	untuniutntrng55886	1.0	35251	1/1000	0.001
359	untuniutntrng55886	1.0	35590	1/1000	0.001
360	untuniutntrng55886	1.0	29552	1/1000	0.001
361	untuniutntrng55886	1.0	29201	1/1000	0.001
362	untuniutntrng55886	1.0	29250	1/1000	0.001
363	untuniutntrng55886	1.0	27688	1/1000	0.001
364	untuniutntrng55886	1.0	23705	1/1000	0.001
365	untuniutntrng55886	1.0	29176	1/1000	0.001
366	untuniutntrng55886	1.0	30433	1/1000	0.001
367	untuniutntrng55886	1.0	28666	1/1000	0.001
368	untuniutntrng55886	1.0	26792	1/1000	0.001
369	untuniutntrng55886	1.0	25544	1/1000	0.001
370	untuniutntrng55886	1.0	26836	1/1000	0.001
371	untuniutntrng55886	1.0	29092	1/1000	0.001
372	untuniutntrng55886	1.0	33634	1/1000	0.001
373	untuniutntrng55886	1.0	25848	1/1000	0.001
374	untuniutntrng55886	1.0	30463	1/1000	0.001
375	untuniutntrng55886	1.0	31189	1/1000	0.001
376	untuniutntrng55886	1.0	33477	1/1000	0.001
377	untuniutntrng55886	1.0	26070	1/1000	0.001
378	untuniutntrng55886	1.0	34061	1/1000	0.001
379	untuniutntrng55886	1.0	34317	1/1000	0.001
380	untuniutntrng55886	1.0	26932	1/1000	0.001
381	untuniutntrng55886	1.0	27582	1/1000	0.001
382	untuniutntrng55886	1.0	29240	1/1000	0.001
383	untuniutntrng55886	1.0	27886	1/1000	0.001
384	untuniutntrng55886	1.0	32102	1/1000	0.001
385	untuniutntrng55886	1.0	32187	1/1000	0.001
386	untuniutntrng55886	1.0	30796	1/1000	0.001
387	untuniutntrng55886	1.0	25116	1/1000	0.001
388	untuniutntrng55886	1.0	31494	1/1000	0.001
389	untuniutntrng55886	1.0	35868	1/1000	0.001
390	untuniutntrng55886	1.0	29103	1/1000	0.001
391	untuniutntrng55886	1.0	35475	1/1000	0.001
392	untuniutntrng55886	1.0	32642	1/1000	0.001
393	untuniutntrng55886	1.0	33804	1/1000	0.001
394	untuniutntrng55886	1.0	33859	1/1000	0.001
395	untuniutntrng55886	1.0	34128	1/1000	0.001
396	untuniutntrng55886	1.0	32648	1/1000	0.001
397	untuniutntrng55886	1.0	33386	1/1000	0.001
398	untuniutntrng55886	1.0	24906	1/1000	0.001
399	untuniutntrng55886	1.0	29827	1/1000	0.001
400	untuniutntrng55886	1.0	35674	200/5	40.0
401	untuniutntrng55886	1.0	35708	200/5	40.0
402	untuniutntrng55886	1.0	35518	200/5	40.0
403	untuniutntrng55886	1.0	35741	200/5	40.0
404	untuniutntrng55886	1.0	35757	200/5	40.0
405	untuniutntrng55886	1.0	35896	200/5	40.0
406	untuniutntrng55886	1.0	35734	200/5	40.0
407	untuniutntrng55886	1.0	35772	200/5	40.0
408	untuniutntrng55886	1.0	35781	200/5	40.0
409	untuniutntrng55886	1.0	35753	200/5	40.0
410	untuniutntrng55886	1.0	35799	200/5	40.0
411	untuniutntrng55886	1.0	35747	200/5	40.0
412	untuniutntrng55886	1.0	35817	200/5	40.0
413	untuniutntrng55886	1.0	35932	200/5	40.0
414	untuniutntrng55886	1.0	35837	200/5	40.0
415	untuniutntrng55886	1.0	35659	200/5	40.0
416	untuniutntrng55886	1.0	35840	200/5	40.0
417	untuniutntrng55886	1.0	35828	200/5	40.0
418	untuniutntrng55886	1.0	35810	200/5	40.0
419	untuniutntrng55886	1.0	35713	200/5	40.0
420	untuniutntrng55886	1.0	35833	200/5	40.0
421	untuniutntrng55886	1.0	35552	200/5	40.0
422	untuniutntrng55886	1.0	35024	200/5	40.0
423	untuniutntrng55886	1.0	35644	200/5	40.0
424	untuniutntrng55886	1.0	35935	200/5	40.0
425	untuniutntrng55886	1.0	35804	200/5	40.0
426	untuniutntrng55886	1.0	35831	200/5	40.0
427	untuniutntrng55886	1.0	35884	200/5	40.0
428	untuniutntrng55886	1.0	35442	200/5	40.0
429	untuniutntrng55886	1.0	35920	200/5	40.0
430	untuniutntrng55886	1.0	36002	200/5	40.0
431	untuniutntrng55886	1.0	35776	200/5	40.0
432	untuniutntrng55886	1.0	35637	200/5	40.0
433	untuniutntrng55886	1.0	35693	200/5	40.0
434	untuniutntrng55886	1.0	36022	200/5	40.0
435	untuniutntrng55886	1.0	35535	200/5	40.0
436	untuniutntrng55886	1.0	34065	200/5	40.0
437	untuniutntrng55886	1.0	35706	200/5	40.0
438	untuniutntrng55886	1.0	35723	200/5	40.0
439	untuniutntrng55886	1.0	35762	200/5	40.0
440	untuniutntrng55886	1.0	35838	200/5	40.0
441	untuniutntrng55886	1.0	35827	200/5	40.0
442	untuniutntrng55886	1.0	35681	200/5	40.0
443	untuniutntrng55886	1.0	35879	200/5	40.0
444	untuniutntrng55886	1.0	35813	200/5	40.0
445	untuniutntrng55886	1.0	35783	200/5	40.0
446	untuniutntrng55886	1.0	35958	200/5	40.0
447	untuniutntrng55886	1.0	35692	200/5	40.0
448	untuniutntrng55886	1.0	35872	200/5	40.0
449	untuniutntrng55886	1.0	35689	200/5	40.0
450	untuniutntrng55886	1.0	35876	200/5	40.0
451	untuniutntrng55886	1.0	35760	200/5	40.0
452	untuniutntrng55886	1.0	35734	200/5	40.0
453	untuniutntrng55886	1.0	35702	200/5	40.0
454	untuniutntrng55886	1.0	35851	200/5	40.0
455	untuniutntrng55886	1.0	36010	200/5	40.0
456	untuniutntrng55886	1.0	35846	200/5	40.0
457	untuniutntrng55886	1.0	35672	200/5	40.0
458	untuniutntrng55886	1.0	35808	200/5	40.0
459	untuniutntrng55886	1.0	35912	200/5	40.0
460	untuniutntrng55886	1.0	35814	200/5	40.0
461	untuniutntrng55886	1.0	35968	200/5	40.0
462	untuniutntrng55886	1.0	35673	200/5	40.0
463	untuniutntrng55886	1.0	35986	200/5	40.0
464	untuniutntrng55886	1.0	35601	200/5	40.0
465	untuniutntrng55886	1.0	35669	200/5	40.0
466	untuniutntrng55886	1.0	35833	200/5	40.0
467	untuniutntrng55886	1.0	35951	200/5	40.0
468	untuniutntrng55886	1.0	35744	200/5	40.0
469	untuniutntrng55886	1.0	35697	200/5	40.0
470	untuniutntrng55886	1.0	35756	200/5	40.0
471	untuniutntrng55886	1.0	35757	200/5	40.0
472	untuniutntrng55886	1.0	35806	200/5	40.0
473	untuniutntrng55886	1.0	35832	200/5	40.0
474	untuniutntrng55886	1.0	35561	200/5	40.0
475	untuniutntrng55886	1.0	35849	200/5	40.0
476	untuniutntrng55886	1.0	35547	200/5	40.0
477	untuniutntrng55886	1.0	35639	200/5	40.0
478	untuniutntrng55886	1.0	35916	200/5	40.0
479	untuniutntrng55886	1.0	35873	200/5	40.0
480	untuniutntrng55886	1.0	35985	200/5	40.0
481	untuniutntrng55886	1.0	35683	200/5	40.0
482	untuniutntrng55886	1.0	35825	200/5	40.0
483	untuniutntrng55886	1.0	35760	200/5	40.0
484	untuniutntrng55886	1.0	35641	200/5	40.0
485	untuniutntrng55886	1.0	35679	200/5	40.0
486	untuniutntrng55886	1.0	35967	200/5	40.0
487	untuniutntrng55886	1.0	35687	200/5	40.0
488	untuniutntrng55886	1.0	35764	200/5	40.0
489	untuniutntrng55886	1.0	35737	200/5	40.0
