	eta_sg0_words	eta_sg0	eta_sg0_rang	dispersion	dispersion_numeric
247	untuniutntrng55886	0.0070312500000000435	21822	10/100	0.1
248	untuniutntrng55886	0.0070312499999999325	22271	10/100	0.1
249	untuniutntrng55886	0.0070312499999999325	22417	10/100	0.1
250	untuniutntrng55886	0.0070312499999999325	22022	10/100	0.1
251	untuniutntrng55886	0.0070312499999998215	22269	10/100	0.1
252	untuniutntrng55886	0.0070312500000000435	21983	10/100	0.1
253	untuniutntrng55886	0.0070312500000000435	21846	10/100	0.1
254	untuniutntrng55886	0.0070312499999998215	22286	10/100	0.1
255	untuniutntrng55886	0.0070312499999999325	22117	10/100	0.1
256	untuniutntrng55886	0.0070312499999998215	22175	10/100	0.1
257	untuniutntrng55886	0.0070312499999998215	22425	10/100	0.1
258	untuniutntrng55886	0.0070312500000000435	22029	10/100	0.1
259	untuniutntrng55886	0.0070312500000000435	22123	10/100	0.1
260	untuniutntrng55886	0.0070312499999998215	22005	10/100	0.1
261	untuniutntrng55886	0.0070312499999998215	22141	10/100	0.1
262	untuniutntrng55886	0.0070312499999999325	22145	10/100	0.1
263	untuniutntrng55886	0.0070312499999999325	22285	10/100	0.1
264	untuniutntrng55886	0.0070312499999999325	22170	10/100	0.1
265	untuniutntrng55886	0.0070312499999998215	22290	10/100	0.1
266	untuniutntrng55886	0.0070312499999999325	21983	10/100	0.1
267	untuniutntrng55886	0.0070312500000000435	21844	10/100	0.1
268	untuniutntrng55886	0.0070312499999999325	21999	10/100	0.1
269	untuniutntrng55886	0.0070312499999999325	22221	10/100	0.1
270	untuniutntrng55886	0.0070312499999999325	22255	10/100	0.1
271	untuniutntrng55886	0.0070312499999999325	21998	10/100	0.1
272	untuniutntrng55886	0.007031249999999711	22446	10/100	0.1
273	untuniutntrng55886	0.0070312500000000435	21838	10/100	0.1
274	untuniutntrng55886	0.0070312500000000435	22002	10/100	0.1
275	untuniutntrng55886	0.0070312499999999325	22108	10/100	0.1
276	untuniutntrng55886	0.007031249999999711	22379	10/100	0.1
277	untuniutntrng55886	0.0070312499999999325	22194	10/100	0.1
278	untuniutntrng55886	0.0070312499999999325	22043	10/100	0.1
279	untuniutntrng55886	0.0070312499999999325	22098	10/100	0.1
280	untuniutntrng55886	0.0070312499999998215	22068	10/100	0.1
281	untuniutntrng55886	0.0070312499999998215	22094	10/100	0.1
282	untuniutntrng55886	0.0070312499999999325	22227	10/100	0.1
283	untuniutntrng55886	0.0070312499999999325	22328	10/100	0.1
284	untuniutntrng55886	0.0070312499999998215	22249	10/100	0.1
285	untuniutntrng55886	0.0070312500000000435	21918	10/100	0.1
286	untuniutntrng55886	0.0070312500000000435	21986	10/100	0.1
287	untuniutntrng55886	0.0070312499999999325	22239	10/100	0.1
288	untuniutntrng55886	0.0070312500000000435	22000	10/100	0.1
289	untuniutntrng55886	0.0070312499999999325	22110	10/100	0.1
290	untuniutntrng55886	0.0070312499999998215	22127	10/100	0.1
291	untuniutntrng55886	0.0070312499999998215	22183	10/100	0.1
292	untuniutntrng55886	0.0070312499999999325	22122	10/100	0.1
293	untuniutntrng55886	0.0070312499999998215	22036	10/100	0.1
294	untuniutntrng55886	0.0070312500000000435	21783	10/100	0.1
295	untuniutntrng55886	0.0070312499999998215	22204	10/100	0.1
296	untuniutntrng55886	0.0070312499999999325	22231	10/100	0.1
297	untuniutntrng55886	0.0070312500000000435	21935	10/100	0.1
298	untuniutntrng55886	0.0070312499999998215	22306	10/100	0.1
299	untuniutntrng55886	0.0070312499999999325	22301	10/100	0.1
300	untuniutntrng55886	-1.1102230246251563e-16	52006	1/1000	0.001
301	untuniutntrng55886	-0.0	51104	1/1000	0.001
302	untuniutntrng55886	-0.0	46747	1/1000	0.001
303	untuniutntrng55886	-0.0	50932	1/1000	0.001
304	untuniutntrng55886	1.1102230246251563e-16	44304	1/1000	0.001
305	untuniutntrng55886	-0.0	47019	1/1000	0.001
306	untuniutntrng55886	1.1102230246251563e-16	44671	1/1000	0.001
307	untuniutntrng55886	-1.1102230246251563e-16	52705	1/1000	0.001
308	untuniutntrng55886	-0.0	47434	1/1000	0.001
309	untuniutntrng55886	2.220446049250313e-16	42373	1/1000	0.001
310	untuniutntrng55886	-0.0	47077	1/1000	0.001
311	untuniutntrng55886	-0.0	49842	1/1000	0.001
312	untuniutntrng55886	-0.0	48903	1/1000	0.001
313	untuniutntrng55886	-0.0	51105	1/1000	0.001
314	untuniutntrng55886	-0.0	48671	1/1000	0.001
315	untuniutntrng55886	-0.0	49213	1/1000	0.001
316	untuniutntrng55886	-1.1102230246251563e-16	52699	1/1000	0.001
317	untuniutntrng55886	-0.0	50237	1/1000	0.001
318	untuniutntrng55886	-1.1102230246251563e-16	51319	1/1000	0.001
319	untuniutntrng55886	-0.0	49930	1/1000	0.001
320	untuniutntrng55886	-0.0	49388	1/1000	0.001
321	untuniutntrng55886	-1.1102230246251563e-16	53874	1/1000	0.001
322	untuniutntrng55886	-0.0	47460	1/1000	0.001
323	untuniutntrng55886	-1.1102230246251563e-16	53034	1/1000	0.001
324	untuniutntrng55886	-1.1102230246251563e-16	52502	1/1000	0.001
325	untuniutntrng55886	-0.0	46589	1/1000	0.001
326	untuniutntrng55886	-0.0	48913	1/1000	0.001
327	untuniutntrng55886	-0.0	50504	1/1000	0.001
328	untuniutntrng55886	-1.1102230246251563e-16	53507	1/1000	0.001
329	untuniutntrng55886	-2.220446049250313e-16	54282	1/1000	0.001
330	untuniutntrng55886	-0.0	46028	1/1000	0.001
331	untuniutntrng55886	2.220446049250313e-16	42351	1/1000	0.001
332	untuniutntrng55886	1.1102230246251563e-16	45123	1/1000	0.001
333	untuniutntrng55886	-1.1102230246251563e-16	51991	1/1000	0.001
334	untuniutntrng55886	-0.0	45656	1/1000	0.001
335	untuniutntrng55886	1.1102230246251563e-16	43974	1/1000	0.001
336	untuniutntrng55886	-1.1102230246251563e-16	53021	1/1000	0.001
337	untuniutntrng55886	1.1102230246251563e-16	45197	1/1000	0.001
338	untuniutntrng55886	-1.1102230246251563e-16	52916	1/1000	0.001
339	untuniutntrng55886	-0.0	49031	1/1000	0.001
340	untuniutntrng55886	-0.0	49509	1/1000	0.001
341	untuniutntrng55886	1.1102230246251563e-16	45521	1/1000	0.001
342	untuniutntrng55886	1.1102230246251563e-16	43401	1/1000	0.001
343	untuniutntrng55886	-0.0	46820	1/1000	0.001
344	untuniutntrng55886	1.1102230246251563e-16	43912	1/1000	0.001
345	untuniutntrng55886	-1.1102230246251563e-16	53733	1/1000	0.001
346	untuniutntrng55886	1.1102230246251563e-16	45140	1/1000	0.001
347	untuniutntrng55886	-0.0	47173	1/1000	0.001
348	untuniutntrng55886	-1.1102230246251563e-16	51190	1/1000	0.001
349	untuniutntrng55886	-1.1102230246251563e-16	52750	1/1000	0.001
350	untuniutntrng55886	-0.0	46302	1/1000	0.001
351	untuniutntrng55886	-0.0	50508	1/1000	0.001
352	untuniutntrng55886	-0.0	49346	1/1000	0.001
353	untuniutntrng55886	-0.0	49746	1/1000	0.001
354	untuniutntrng55886	2.220446049250313e-16	42901	1/1000	0.001
355	untuniutntrng55886	-0.0	50340	1/1000	0.001
356	untuniutntrng55886	-1.1102230246251563e-16	51817	1/1000	0.001
357	untuniutntrng55886	-1.1102230246251563e-16	52515	1/1000	0.001
358	untuniutntrng55886	-0.0	47675	1/1000	0.001
359	untuniutntrng55886	1.1102230246251563e-16	44089	1/1000	0.001
360	untuniutntrng55886	-0.0	47487	1/1000	0.001
361	untuniutntrng55886	-0.0	46649	1/1000	0.001
362	untuniutntrng55886	1.1102230246251563e-16	43283	1/1000	0.001
363	untuniutntrng55886	-1.1102230246251563e-16	53701	1/1000	0.001
364	untuniutntrng55886	-1.1102230246251563e-16	53272	1/1000	0.001
365	untuniutntrng55886	-1.1102230246251563e-16	52387	1/1000	0.001
366	untuniutntrng55886	-0.0	50542	1/1000	0.001
367	untuniutntrng55886	2.220446049250313e-16	42384	1/1000	0.001
368	untuniutntrng55886	-0.0	50735	1/1000	0.001
369	untuniutntrng55886	1.1102230246251563e-16	43299	1/1000	0.001
370	untuniutntrng55886	1.1102230246251563e-16	43492	1/1000	0.001
371	untuniutntrng55886	1.1102230246251563e-16	43505	1/1000	0.001
372	untuniutntrng55886	-1.1102230246251563e-16	53240	1/1000	0.001
373	untuniutntrng55886	1.1102230246251563e-16	45253	1/1000	0.001
374	untuniutntrng55886	1.1102230246251563e-16	42784	1/1000	0.001
375	untuniutntrng55886	-0.0	50232	1/1000	0.001
376	untuniutntrng55886	-0.0	46629	1/1000	0.001
377	untuniutntrng55886	-0.0	46819	1/1000	0.001
378	untuniutntrng55886	2.220446049250313e-16	42918	1/1000	0.001
379	untuniutntrng55886	-0.0	46216	1/1000	0.001
380	untuniutntrng55886	1.1102230246251563e-16	45108	1/1000	0.001
381	untuniutntrng55886	-0.0	46189	1/1000	0.001
382	untuniutntrng55886	-1.1102230246251563e-16	52512	1/1000	0.001
383	untuniutntrng55886	1.1102230246251563e-16	44852	1/1000	0.001
384	untuniutntrng55886	-0.0	48423	1/1000	0.001
385	untuniutntrng55886	-1.1102230246251563e-16	53188	1/1000	0.001
386	untuniutntrng55886	-2.220446049250313e-16	54788	1/1000	0.001
387	untuniutntrng55886	-1.1102230246251563e-16	53088	1/1000	0.001
388	untuniutntrng55886	-0.0	48582	1/1000	0.001
389	untuniutntrng55886	-1.1102230246251563e-16	52261	1/1000	0.001
390	untuniutntrng55886	-0.0	50219	1/1000	0.001
391	untuniutntrng55886	-0.0	46330	1/1000	0.001
392	untuniutntrng55886	-1.1102230246251563e-16	53816	1/1000	0.001
393	untuniutntrng55886	1.1102230246251563e-16	43624	1/1000	0.001
394	untuniutntrng55886	-1.1102230246251563e-16	51492	1/1000	0.001
395	untuniutntrng55886	1.1102230246251563e-16	42786	1/1000	0.001
396	untuniutntrng55886	-0.0	48820	1/1000	0.001
397	untuniutntrng55886	-0.0	47853	1/1000	0.001
398	untuniutntrng55886	-0.0	49293	1/1000	0.001
399	untuniutntrng55886	-0.0	48157	1/1000	0.001
400	untuniutntrng55886	0.1554687499999997	19058	200/5	40.0
401	untuniutntrng55886	0.15546874999999993	18870	200/5	40.0
402	untuniutntrng55886	0.1554687499999996	18738	200/5	40.0
403	untuniutntrng55886	0.15546874999999982	18946	200/5	40.0
404	untuniutntrng55886	0.1554687499999996	18842	200/5	40.0
405	untuniutntrng55886	0.1554687499999997	19107	200/5	40.0
406	untuniutntrng55886	0.1554687499999996	18685	200/5	40.0
407	untuniutntrng55886	0.15546874999999982	18868	200/5	40.0
408	untuniutntrng55886	0.1554687499999996	18915	200/5	40.0
409	untuniutntrng55886	0.1554687499999997	18866	200/5	40.0
410	untuniutntrng55886	0.1554687499999996	18791	200/5	40.0
411	untuniutntrng55886	0.15546874999999993	18853	200/5	40.0
412	untuniutntrng55886	0.1554687499999996	18847	200/5	40.0
413	untuniutntrng55886	0.1554687499999997	18652	200/5	40.0
414	untuniutntrng55886	0.15546874999999982	18954	200/5	40.0
415	untuniutntrng55886	0.15546874999999993	18939	200/5	40.0
416	untuniutntrng55886	0.15546874999999993	19001	200/5	40.0
417	untuniutntrng55886	0.1554687499999997	18939	200/5	40.0
418	untuniutntrng55886	0.1554687499999996	19087	200/5	40.0
419	untuniutntrng55886	0.1554687499999997	18950	200/5	40.0
420	untuniutntrng55886	0.1554687499999997	18859	200/5	40.0
421	untuniutntrng55886	0.1554687499999997	18971	200/5	40.0
422	untuniutntrng55886	0.1554687499999997	18913	200/5	40.0
423	untuniutntrng55886	0.15546874999999993	18872	200/5	40.0
424	untuniutntrng55886	0.15546874999999982	19044	200/5	40.0
425	untuniutntrng55886	0.15546874999999982	18797	200/5	40.0
426	untuniutntrng55886	0.1554687499999997	18924	200/5	40.0
