	tf_idf_words	tf_idf	tf_idf_rang	dispersion	dispersion_numeric
69	untuniutntrng55886	1.0488619023970898	1	1000/1	1000.0
70	untuniutntrng55886	1.0488022778953274	1	1000/1	1000.0
71	untuniutntrng55886	1.0482827107814203	1	1000/1	1000.0
72	untuniutntrng55886	1.048725309746523	1	1000/1	1000.0
73	untuniutntrng55886	1.049259136087455	1	1000/1	1000.0
74	untuniutntrng55886	1.048866584962092	1	1000/1	1000.0
75	untuniutntrng55886	1.0492202949025524	1	1000/1	1000.0
76	untuniutntrng55886	1.0497896638230726	1	1000/1	1000.0
77	untuniutntrng55886	1.0490147367094325	1	1000/1	1000.0
78	untuniutntrng55886	1.0488399042245309	1	1000/1	1000.0
79	untuniutntrng55886	1.049427202784442	1	1000/1	1000.0
80	untuniutntrng55886	1.0492508273213446	1	1000/1	1000.0
81	untuniutntrng55886	1.0488176735418158	1	1000/1	1000.0
82	untuniutntrng55886	1.0489750069399515	1	1000/1	1000.0
83	untuniutntrng55886	1.048855821402882	1	1000/1	1000.0
84	untuniutntrng55886	1.0486052918834194	1	1000/1	1000.0
85	untuniutntrng55886	1.0494298419957035	1	1000/1	1000.0
86	untuniutntrng55886	1.048931139986086	1	1000/1	1000.0
87	untuniutntrng55886	1.0490795245860671	1	1000/1	1000.0
88	untuniutntrng55886	1.0484495445570006	1	1000/1	1000.0
89	untuniutntrng55886	1.0491223745332416	1	1000/1	1000.0
90	untuniutntrng55886	1.048740718342605	1	1000/1	1000.0
91	untuniutntrng55886	1.048986822548395	1	1000/1	1000.0
92	untuniutntrng55886	1.0492855448135645	1	1000/1	1000.0
93	untuniutntrng55886	1.0489689672591618	1	1000/1	1000.0
94	untuniutntrng55886	1.0487573584175502	1	1000/1	1000.0
95	untuniutntrng55886	1.0487931606415457	1	1000/1	1000.0
96	untuniutntrng55886	1.0483174889561635	1	1000/1	1000.0
97	untuniutntrng55886	1.0490796658511026	1	1000/1	1000.0
98	untuniutntrng55886	1.0496293039927302	1	1000/1	1000.0
99	untuniutntrng55886	1.049307226514049	1	1000/1	1000.0
100	untuniutntrng55886	0.7395443011567788	1	100/10	10.0
101	untuniutntrng55886	0.7394716218194108	1	100/10	10.0
102	untuniutntrng55886	0.7377242215829559	1	100/10	10.0
103	untuniutntrng55886	0.7387843539932647	1	100/10	10.0
104	untuniutntrng55886	0.7389131381510289	1	100/10	10.0
105	untuniutntrng55886	0.7403917366034976	1	100/10	10.0
106	untuniutntrng55886	0.7383341687913595	1	100/10	10.0
107	untuniutntrng55886	0.7396503504178468	1	100/10	10.0
108	untuniutntrng55886	0.7383857394179434	1	100/10	10.0
109	untuniutntrng55886	0.7380266228244673	1	100/10	10.0
110	untuniutntrng55886	0.73928724075698	1	100/10	10.0
111	untuniutntrng55886	0.7389162390136885	1	100/10	10.0
112	untuniutntrng55886	0.7397270711716698	1	100/10	10.0
113	untuniutntrng55886	0.7386242588253368	1	100/10	10.0
114	untuniutntrng55886	0.7385500204917934	1	100/10	10.0
115	untuniutntrng55886	0.7379862020931826	1	100/10	10.0
116	untuniutntrng55886	0.7392396161989808	1	100/10	10.0
117	untuniutntrng55886	0.7391281362944934	1	100/10	10.0
118	untuniutntrng55886	0.7386428156982051	1	100/10	10.0
119	untuniutntrng55886	0.7392395280382956	1	100/10	10.0
120	untuniutntrng55886	0.7396805837275336	1	100/10	10.0
121	untuniutntrng55886	0.7402398729984482	1	100/10	10.0
122	untuniutntrng55886	0.7377442270186501	1	100/10	10.0
123	untuniutntrng55886	0.7402910427624115	1	100/10	10.0
124	untuniutntrng55886	0.7398336563305339	1	100/10	10.0
125	untuniutntrng55886	0.7385696346386045	1	100/10	10.0
126	untuniutntrng55886	0.7389906497992753	1	100/10	10.0
127	untuniutntrng55886	0.7388500869493754	1	100/10	10.0
128	untuniutntrng55886	0.7402139481082323	1	100/10	10.0
129	untuniutntrng55886	0.7406594956360821	1	100/10	10.0
130	untuniutntrng55886	0.7397880186536924	1	100/10	10.0
131	untuniutntrng55886	0.7399900207433329	1	100/10	10.0
132	untuniutntrng55886	0.7399478649756407	1	100/10	10.0
133	untuniutntrng55886	0.7395244681904245	1	100/10	10.0
134	untuniutntrng55886	0.7395541367463726	1	100/10	10.0
135	untuniutntrng55886	0.7378020414862491	1	100/10	10.0
136	untuniutntrng55886	0.7386942234900351	1	100/10	10.0
137	untuniutntrng55886	0.7395958399172101	1	100/10	10.0
138	untuniutntrng55886	0.7404025709573138	1	100/10	10.0
139	untuniutntrng55886	0.7394203289797828	1	100/10	10.0
140	untuniutntrng55886	0.7383335547342569	1	100/10	10.0
141	untuniutntrng55886	0.7389134064554469	1	100/10	10.0
142	untuniutntrng55886	0.7387277482454275	1	100/10	10.0
143	untuniutntrng55886	0.7385802993805535	1	100/10	10.0
144	untuniutntrng55886	0.7403674438445627	1	100/10	10.0
145	untuniutntrng55886	0.7406054571024772	1	100/10	10.0
146	untuniutntrng55886	0.7391948561206941	1	100/10	10.0
147	untuniutntrng55886	0.7372716438321164	1	100/10	10.0
148	untuniutntrng55886	0.7373588540993352	1	100/10	10.0
149	untuniutntrng55886	0.738502123868058	1	100/10	10.0
150	untuniutntrng55886	0.7377247612194343	1	100/10	10.0
151	untuniutntrng55886	0.7385120010641774	1	100/10	10.0
152	untuniutntrng55886	0.7394500957319201	1	100/10	10.0
153	untuniutntrng55886	0.7375462452760388	1	100/10	10.0
154	untuniutntrng55886	0.7384106284102036	1	100/10	10.0
155	untuniutntrng55886	0.7377263571003007	1	100/10	10.0
156	untuniutntrng55886	0.7378426193581717	1	100/10	10.0
157	untuniutntrng55886	0.7373501510584618	1	100/10	10.0
158	untuniutntrng55886	0.7382553540709982	1	100/10	10.0
159	untuniutntrng55886	0.7375776246461383	1	100/10	10.0
160	untuniutntrng55886	0.7367526583485179	1	100/10	10.0
161	untuniutntrng55886	0.7374396217494654	1	100/10	10.0
162	untuniutntrng55886	0.7373858413541471	1	100/10	10.0
163	untuniutntrng55886	0.7361733120994902	1	100/10	10.0
164	untuniutntrng55886	0.737951563829971	1	100/10	10.0
165	untuniutntrng55886	0.7398383098187781	1	100/10	10.0
166	untuniutntrng55886	0.7410028165551561	1	100/10	10.0
167	untuniutntrng55886	0.7393613954886645	1	100/10	10.0
168	untuniutntrng55886	0.7402996101980948	1	100/10	10.0
169	untuniutntrng55886	0.7391684835380464	1	100/10	10.0
170	untuniutntrng55886	0.7378652426345553	1	100/10	10.0
171	untuniutntrng55886	0.7380392821111343	1	100/10	10.0
172	untuniutntrng55886	0.7390291027434828	1	100/10	10.0
173	untuniutntrng55886	0.7406160341861547	1	100/10	10.0
174	untuniutntrng55886	0.7393287870936177	1	100/10	10.0
175	untuniutntrng55886	0.7399912210470571	1	100/10	10.0
176	untuniutntrng55886	0.7389091736934312	1	100/10	10.0
177	untuniutntrng55886	0.7380490774013593	1	100/10	10.0
178	untuniutntrng55886	0.7403324806862926	1	100/10	10.0
179	untuniutntrng55886	0.7380322281945304	1	100/10	10.0
180	untuniutntrng55886	0.7383250153981922	1	100/10	10.0
181	untuniutntrng55886	0.7382952423835916	1	100/10	10.0
182	untuniutntrng55886	0.7397161929647807	1	100/10	10.0
183	untuniutntrng55886	0.7387040318226349	1	100/10	10.0
184	untuniutntrng55886	0.7413699484585786	1	100/10	10.0
185	untuniutntrng55886	0.7402640023139303	1	100/10	10.0
186	untuniutntrng55886	0.7384460234568032	1	100/10	10.0
187	untuniutntrng55886	0.7381768135307184	1	100/10	10.0
188	untuniutntrng55886	0.7375325450672595	1	100/10	10.0
189	untuniutntrng55886	0.7387631631203334	1	100/10	10.0
190	untuniutntrng55886	0.7384738132797558	1	100/10	10.0
191	untuniutntrng55886	0.7403390970434618	1	100/10	10.0
192	untuniutntrng55886	0.739125649786893	1	100/10	10.0
193	untuniutntrng55886	0.7387157198624964	1	100/10	10.0
194	untuniutntrng55886	0.7378151394432609	1	100/10	10.0
195	untuniutntrng55886	0.7392586039319385	1	100/10	10.0
196	untuniutntrng55886	0.7393951131249842	1	100/10	10.0
197	untuniutntrng55886	0.7407191172309741	1	100/10	10.0
198	untuniutntrng55886	0.7391622820144033	1	100/10	10.0
199	untuniutntrng55886	0.7373599081378824	1	100/10	10.0
200	untuniutntrng55886	0.16225976410826853	1	10/100	0.1
201	untuniutntrng55886	0.16152745580351227	1	10/100	0.1
202	untuniutntrng55886	0.1618713493514385	1	10/100	0.1
203	untuniutntrng55886	0.1620941403492819	1	10/100	0.1
204	untuniutntrng55886	0.16216820481098346	1	10/100	0.1
205	untuniutntrng55886	0.1620268355505756	1	10/100	0.1
206	untuniutntrng55886	0.16257455714509278	1	10/100	0.1
207	untuniutntrng55886	0.16272607452265875	1	10/100	0.1
208	untuniutntrng55886	0.16171755613487152	1	10/100	0.1
209	untuniutntrng55886	0.16192497158656607	1	10/100	0.1
210	untuniutntrng55886	0.16304693534013165	1	10/100	0.1
211	untuniutntrng55886	0.1648200517414179	1	10/100	0.1
212	untuniutntrng55886	0.16133351078100094	1	10/100	0.1
213	untuniutntrng55886	0.1626564914442421	1	10/100	0.1
214	untuniutntrng55886	0.16257631248849325	1	10/100	0.1
215	untuniutntrng55886	0.16192756858947538	1	10/100	0.1
216	untuniutntrng55886	0.1602697294885145	1	10/100	0.1
217	untuniutntrng55886	0.16235022850256636	1	10/100	0.1
218	untuniutntrng55886	0.16096839471763755	1	10/100	0.1
219	untuniutntrng55886	0.16029928200040713	1	10/100	0.1
220	untuniutntrng55886	0.16227758181995414	1	10/100	0.1
221	untuniutntrng55886	0.16321373326658986	1	10/100	0.1
222	untuniutntrng55886	0.1623223818310394	1	10/100	0.1
223	untuniutntrng55886	0.16121812126026244	1	10/100	0.1
224	untuniutntrng55886	0.16131024775537106	1	10/100	0.1
225	untuniutntrng55886	0.16272924000382322	1	10/100	0.1
226	untuniutntrng55886	0.1622552492798611	1	10/100	0.1
227	untuniutntrng55886	0.16304059955913086	1	10/100	0.1
228	untuniutntrng55886	0.16087523103552032	1	10/100	0.1
229	untuniutntrng55886	0.16271161140770848	1	10/100	0.1
230	untuniutntrng55886	0.1614159199009029	1	10/100	0.1
231	untuniutntrng55886	0.16146803512369154	1	10/100	0.1
232	untuniutntrng55886	0.16074884984316798	1	10/100	0.1
233	untuniutntrng55886	0.1621291167782305	1	10/100	0.1
234	untuniutntrng55886	0.1610849759427201	1	10/100	0.1
235	untuniutntrng55886	0.16344605318905206	1	10/100	0.1
236	untuniutntrng55886	0.16195078962891354	1	10/100	0.1
237	untuniutntrng55886	0.16105617855094667	1	10/100	0.1
238	untuniutntrng55886	0.1636849483074381	1	10/100	0.1
239	untuniutntrng55886	0.16207245454087646	1	10/100	0.1
240	untuniutntrng55886	0.16180434930214085	1	10/100	0.1
241	untuniutntrng55886	0.16189039251674295	1	10/100	0.1
242	untuniutntrng55886	0.1620314527451667	1	10/100	0.1
243	untuniutntrng55886	0.16124572350418676	1	10/100	0.1
244	untuniutntrng55886	0.1629356365277172	1	10/100	0.1
245	untuniutntrng55886	0.1633940038532891	1	10/100	0.1
246	untuniutntrng55886	0.16281098188069135	1	10/100	0.1
247	untuniutntrng55886	0.16231320692397905	1	10/100	0.1
248	untuniutntrng55886	0.16256446009162673	1	10/100	0.1
249	untuniutntrng55886	0.16194247180829946	1	10/100	0.1
250	untuniutntrng55886	0.1627718789805339	1	10/100	0.1
251	untuniutntrng55886	0.16189354591192498	1	10/100	0.1
252	untuniutntrng55886	0.16367110462322354	1	10/100	0.1
253	untuniutntrng55886	0.1610898188175455	1	10/100	0.1
254	untuniutntrng55886	0.16262772658280633	1	10/100	0.1
255	untuniutntrng55886	0.16147680214550614	1	10/100	0.1
256	untuniutntrng55886	0.1624884514417249	1	10/100	0.1
257	untuniutntrng55886	0.16076474344446656	1	10/100	0.1
258	untuniutntrng55886	0.16210479648296114	1	10/100	0.1
259	untuniutntrng55886	0.16266524560988668	1	10/100	0.1
260	untuniutntrng55886	0.1613668590245802	1	10/100	0.1
261	untuniutntrng55886	0.16106694789109985	1	10/100	0.1
262	untuniutntrng55886	0.1621328708485762	1	10/100	0.1
263	untuniutntrng55886	0.16177530329646914	1	10/100	0.1
264	untuniutntrng55886	0.16180832006920404	1	10/100	0.1
265	untuniutntrng55886	0.1625300382506817	1	10/100	0.1
266	untuniutntrng55886	0.16134088159637294	1	10/100	0.1
267	untuniutntrng55886	0.16127451753335406	1	10/100	0.1
268	untuniutntrng55886	0.16155834591891746	1	10/100	0.1
269	untuniutntrng55886	0.16370482543208278	1	10/100	0.1
270	untuniutntrng55886	0.16231669105719493	1	10/100	0.1
271	untuniutntrng55886	0.16260460405887214	1	10/100	0.1
272	untuniutntrng55886	0.16204764935132368	1	10/100	0.1
273	untuniutntrng55886	0.16184868217924506	1	10/100	0.1
274	untuniutntrng55886	0.16243883572549406	1	10/100	0.1
275	untuniutntrng55886	0.16092283859953288	1	10/100	0.1
276	untuniutntrng55886	0.16184025457859685	1	10/100	0.1
277	untuniutntrng55886	0.16249381698023704	1	10/100	0.1
278	untuniutntrng55886	0.1609611121738449	1	10/100	0.1
279	untuniutntrng55886	0.16207318735081125	1	10/100	0.1
280	untuniutntrng55886	0.16372035856639272	1	10/100	0.1
281	untuniutntrng55886	0.16017801528721978	1	10/100	0.1
282	untuniutntrng55886	0.16100561372970718	1	10/100	0.1
283	untuniutntrng55886	0.16199579611514936	1	10/100	0.1
284	untuniutntrng55886	0.16208613632791774	1	10/100	0.1
285	untuniutntrng55886	0.16156623335498002	1	10/100	0.1
286	untuniutntrng55886	0.16172829102395575	1	10/100	0.1
287	untuniutntrng55886	0.16119289205250414	1	10/100	0.1
288	untuniutntrng55886	0.1620046560064028	1	10/100	0.1
289	untuniutntrng55886	0.16283233352682236	1	10/100	0.1
290	untuniutntrng55886	0.16300518211246806	1	10/100	0.1
291	untuniutntrng55886	0.16252941995240772	1	10/100	0.1
292	untuniutntrng55886	0.1607905128124998	1	10/100	0.1
293	untuniutntrng55886	0.16245313239582093	1	10/100	0.1
294	untuniutntrng55886	0.16226173162950758	1	10/100	0.1
295	untuniutntrng55886	0.1635493606491306	1	10/100	0.1
296	untuniutntrng55886	0.16228189477690452	1	10/100	0.1
297	untuniutntrng55886	0.16341567733241946	1	10/100	0.1
298	untuniutntrng55886	0.16108056550313546	1	10/100	0.1
299	untuniutntrng55886	0.1623707235402648	1	10/100	0.1
300	untuniutntrng55886	-0.0003775990583436487	21502	1/1000	0.001
301	untuniutntrng55886	-0.0003923382945019218	21530	1/1000	0.001
302	untuniutntrng55886	-0.00038617781601140566	21412	1/1000	0.001
303	untuniutntrng55886	0.00042016480315271165	18419	1/1000	0.001
304	untuniutntrng55886	-0.0009908314425421602	21809	1/1000	0.001
305	untuniutntrng55886	-8.805476409309149e-05	20736	1/1000	0.001
306	untuniutntrng55886	0.00019522017103401623	18798	1/1000	0.001
307	untuniutntrng55886	0.0004881682627868312	18458	1/1000	0.001
308	untuniutntrng55886	-0.0003590268110155656	21454	1/1000	0.001
309	untuniutntrng55886	-8.0144440294333e-05	20685	1/1000	0.001
310	untuniutntrng55886	-0.0003463425665498829	21506	1/1000	0.001
311	untuniutntrng55886	-0.0004787758063075215	21495	1/1000	0.001
312	untuniutntrng55886	0.0004045381928723668	18487	1/1000	0.001
313	untuniutntrng55886	1.312241422492949e-05	19885	1/1000	0.001
314	untuniutntrng55886	0.0003045349567217179	18665	1/1000	0.001
315	untuniutntrng55886	-0.000253799672172296	21414	1/1000	0.001
316	untuniutntrng55886	-0.0007767596336277148	21618	1/1000	0.001
317	untuniutntrng55886	0.0006781820512415729	18381	1/1000	0.001
318	untuniutntrng55886	-0.0013350241266028018	21705	1/1000	0.001
319	untuniutntrng55886	7.277783451895004e-05	19428	1/1000	0.001
320	untuniutntrng55886	-0.00040936812147186736	21626	1/1000	0.001
321	untuniutntrng55886	-0.0002743650361607397	21456	1/1000	0.001
322	untuniutntrng55886	-5.9890104968617075e-05	20461	1/1000	0.001
323	untuniutntrng55886	-0.0006283448145919037	21674	1/1000	0.001
324	untuniutntrng55886	-0.0004566669991002414	21455	1/1000	0.001
325	untuniutntrng55886	-0.0006954864290578402	21798	1/1000	0.001
326	untuniutntrng55886	0.00021722203612425245	18732	1/1000	0.001
327	untuniutntrng55886	-0.0006917207459897906	21532	1/1000	0.001
328	untuniutntrng55886	-0.00015739329848471484	21140	1/1000	0.001
329	untuniutntrng55886	-0.00035043040635624617	21486	1/1000	0.001
330	untuniutntrng55886	-0.00015602148072650646	21163	1/1000	0.001
331	untuniutntrng55886	-0.0006926562429096991	21576	1/1000	0.001
332	untuniutntrng55886	-5.755190683588709e-05	20416	1/1000	0.001
333	untuniutntrng55886	-0.00016216184061652178	21113	1/1000	0.001
334	untuniutntrng55886	0.0006812911251038375	18373	1/1000	0.001
335	untuniutntrng55886	-0.00035065513968889067	21526	1/1000	0.001
336	untuniutntrng55886	-0.0005894109325131971	21637	1/1000	0.001
337	untuniutntrng55886	-0.0004605353477913632	21475	1/1000	0.001
338	untuniutntrng55886	-0.00017475539286496838	21225	1/1000	0.001
339	untuniutntrng55886	-0.0014023432628171224	21813	1/1000	0.001
340	untuniutntrng55886	-9.690320930504093e-06	20003	1/1000	0.001
341	untuniutntrng55886	0.0006598617550138131	18343	1/1000	0.001
342	untuniutntrng55886	0.0005094688925793983	18505	1/1000	0.001
343	untuniutntrng55886	-0.00032301821219903737	21506	1/1000	0.001
344	untuniutntrng55886	7.834937413117582e-05	19273	1/1000	0.001
345	untuniutntrng55886	0.0002312859926203795	18659	1/1000	0.001
346	untuniutntrng55886	-0.00027982890639327573	21369	1/1000	0.001
347	untuniutntrng55886	0.000916158874254884	18277	1/1000	0.001
348	untuniutntrng55886	0.000372065403217249	18468	1/1000	0.001
349	untuniutntrng55886	-0.0010044302550341608	21701	1/1000	0.001
350	untuniutntrng55886	0.00032403033425204564	18639	1/1000	0.001
351	untuniutntrng55886	-0.00032108387402429023	21414	1/1000	0.001
352	untuniutntrng55886	0.00010749151002074214	19262	1/1000	0.001
353	untuniutntrng55886	0.00036609831724457314	18503	1/1000	0.001
354	untuniutntrng55886	0.0003033093840189849	18708	1/1000	0.001
355	untuniutntrng55886	-8.908054770185442e-05	20685	1/1000	0.001
356	untuniutntrng55886	-0.00031146630707207246	21461	1/1000	0.001
357	untuniutntrng55886	0.00012515442030684026	19064	1/1000	0.001
358	untuniutntrng55886	0.00021394887223188247	18613	1/1000	0.001
359	untuniutntrng55886	-0.00017666139168569242	21009	1/1000	0.001
360	untuniutntrng55886	0.0003512072719735332	18390	1/1000	0.001
361	untuniutntrng55886	0.00016789236376467398	18951	1/1000	0.001
362	untuniutntrng55886	-1.9144404273863103e-05	20029	1/1000	0.001
363	untuniutntrng55886	-0.0005664558193373138	21551	1/1000	0.001
364	untuniutntrng55886	0.000752431674536813	18219	1/1000	0.001
365	untuniutntrng55886	-0.0010066118750944114	21716	1/1000	0.001
366	untuniutntrng55886	0.00044032056050596213	18373	1/1000	0.001
367	untuniutntrng55886	0.0007858606405711371	18414	1/1000	0.001
368	untuniutntrng55886	0.0004933296994604625	18386	1/1000	0.001
369	untuniutntrng55886	-0.0002951020120440101	21446	1/1000	0.001
370	untuniutntrng55886	0.0001171030745672555	19131	1/1000	0.001
371	untuniutntrng55886	-0.00025350167112722644	21389	1/1000	0.001
372	untuniutntrng55886	4.563744373684009e-05	19588	1/1000	0.001
373	untuniutntrng55886	-0.0005661322522237805	21737	1/1000	0.001
374	untuniutntrng55886	-3.676956162414202e-06	19953	1/1000	0.001
375	untuniutntrng55886	-6.673054944862644e-05	20575	1/1000	0.001
376	untuniutntrng55886	0.00020526460807156893	18775	1/1000	0.001
377	untuniutntrng55886	-0.0009386183709886307	21649	1/1000	0.001
378	untuniutntrng55886	-0.0003945460415291298	21458	1/1000	0.001
379	untuniutntrng55886	0.0009791428989454065	18220	1/1000	0.001
380	untuniutntrng55886	0.00025156287965055063	18675	1/1000	0.001
381	untuniutntrng55886	0.00024437279301282866	18635	1/1000	0.001
382	untuniutntrng55886	0.0002448904404514021	18742	1/1000	0.001
383	untuniutntrng55886	1.8190047103329446e-05	19645	1/1000	0.001
384	untuniutntrng55886	-0.0005669093745526571	21560	1/1000	0.001
385	untuniutntrng55886	-0.000557990508263724	21651	1/1000	0.001
386	untuniutntrng55886	-2.783183517787724e-05	20202	1/1000	0.001
387	untuniutntrng55886	0.00015696551951580043	18942	1/1000	0.001
388	untuniutntrng55886	-0.00015168852179558295	21153	1/1000	0.001
389	untuniutntrng55886	0.0003424363039639597	18518	1/1000	0.001
390	untuniutntrng55886	-0.000553204769675554	21450	1/1000	0.001
391	untuniutntrng55886	-0.00024964041000306164	21310	1/1000	0.001
392	untuniutntrng55886	0.0004381136207329134	18591	1/1000	0.001
393	untuniutntrng55886	0.00033544460810971965	18513	1/1000	0.001
394	untuniutntrng55886	0.000190192613914432	18808	1/1000	0.001
395	untuniutntrng55886	-0.00041477228225469953	21536	1/1000	0.001
396	untuniutntrng55886	0.00025285525024476563	18642	1/1000	0.001
397	untuniutntrng55886	0.00015826419010429166	18850	1/1000	0.001
398	untuniutntrng55886	8.165748170665259e-05	19386	1/1000	0.001
399	untuniutntrng55886	-0.0007163477801522753	21559	1/1000	0.001
400	untuniutntrng55886	0.989161332563668	1	200/5	40.0
401	untuniutntrng55886	0.9900639798890886	1	200/5	40.0
402	untuniutntrng55886	0.9893246928949204	1	200/5	40.0
403	untuniutntrng55886	0.9895245423109041	1	200/5	40.0
404	untuniutntrng55886	0.9892240504056734	1	200/5	40.0
405	untuniutntrng55886	0.9891483402772128	1	200/5	40.0
406	untuniutntrng55886	0.9904498533709828	1	200/5	40.0
407	untuniutntrng55886	0.991294723414568	1	200/5	40.0
408	untuniutntrng55886	0.9892026114887108	1	200/5	40.0
409	untuniutntrng55886	0.9908975866505594	1	200/5	40.0
410	untuniutntrng55886	0.9896289306177294	1	200/5	40.0
411	untuniutntrng55886	0.9909323077556575	1	200/5	40.0
412	untuniutntrng55886	0.9910590306402784	1	200/5	40.0
413	untuniutntrng55886	0.9907417675173502	1	200/5	40.0
414	untuniutntrng55886	0.9904652569444584	1	200/5	40.0
415	untuniutntrng55886	0.9911859343799068	1	200/5	40.0
416	untuniutntrng55886	0.9918220152976406	1	200/5	40.0
417	untuniutntrng55886	0.9897427755172024	1	200/5	40.0
418	untuniutntrng55886	0.9901589323772374	1	200/5	40.0
419	untuniutntrng55886	0.9901907319849876	1	200/5	40.0
420	untuniutntrng55886	0.9898428896459288	1	200/5	40.0
421	untuniutntrng55886	0.991698754583992	1	200/5	40.0
422	untuniutntrng55886	0.9913893391899546	1	200/5	40.0
423	untuniutntrng55886	0.9913140408680572	1	200/5	40.0
424	untuniutntrng55886	0.9888492780633614	1	200/5	40.0
425	untuniutntrng55886	0.9907755839916323	1	200/5	40.0
426	untuniutntrng55886	0.9908596905583332	1	200/5	40.0
427	untuniutntrng55886	0.989234747414753	1	200/5	40.0
428	untuniutntrng55886	0.9912149005298296	1	200/5	40.0
429	untuniutntrng55886	0.9888691812799492	1	200/5	40.0
430	untuniutntrng55886	0.9896377175807292	1	200/5	40.0
