	LLR_words	LLR	LLR_rang	frequency
87	untuniutntrng55886	10.447025657967098	53	20
88	untuniutntrng55886	10.447025657967098	46	20
89	untuniutntrng55886	10.447025657967098	51	20
90	untuniutntrng55886	10.447025657967098	58	20
91	untuniutntrng55886	10.447025657967098	53	20
92	untuniutntrng55886	10.447025657967098	62	20
93	untuniutntrng55886	10.447025657967098	63	20
94	untuniutntrng55886	10.447025657967098	55	20
95	untuniutntrng55886	10.447025657967098	62	20
96	untuniutntrng55886	10.447025657967098	58	20
97	untuniutntrng55886	10.447025657967098	72	20
98	untuniutntrng55886	10.447025657967098	54	20
99	untuniutntrng55886	10.447025657967098	48	20
100	untuniutntrng55886	19.24756786348598	1	30
101	untuniutntrng55886	19.24756786348598	1	30
102	untuniutntrng55886	19.24756786348598	1	30
103	untuniutntrng55886	19.24756786348598	1	30
104	untuniutntrng55886	19.24756786348598	1	30
105	untuniutntrng55886	19.24756786348598	1	30
106	untuniutntrng55886	19.24756786348598	4	30
107	untuniutntrng55886	19.24756786348598	2	30
108	untuniutntrng55886	19.24756786348598	3	30
109	untuniutntrng55886	19.24756786348598	1	30
110	untuniutntrng55886	19.24756786348598	2	30
111	untuniutntrng55886	19.24756786348598	1	30
112	untuniutntrng55886	19.24756786348598	2	30
113	untuniutntrng55886	19.24756786348598	1	30
114	untuniutntrng55886	19.24756786348598	1	30
115	untuniutntrng55886	19.24756786348598	1	30
116	untuniutntrng55886	19.24756786348598	1	30
117	untuniutntrng55886	19.24756786348598	1	30
118	untuniutntrng55886	19.24756786348598	1	30
119	untuniutntrng55886	19.24756786348598	3	30
120	untuniutntrng55886	19.24756786348598	1	30
121	untuniutntrng55886	19.24756786348598	1	30
122	untuniutntrng55886	19.24756786348598	2	30
123	untuniutntrng55886	19.24756786348598	2	30
124	untuniutntrng55886	19.24756786348598	1	30
125	untuniutntrng55886	19.24756786348598	2	30
126	untuniutntrng55886	19.24756786348598	3	30
127	untuniutntrng55886	19.24756786348598	2	30
128	untuniutntrng55886	19.24756786348598	3	30
129	untuniutntrng55886	19.24756786348598	1	30
130	untuniutntrng55886	19.24756786348598	1	30
131	untuniutntrng55886	19.24756786348598	2	30
132	untuniutntrng55886	19.24756786348598	1	30
133	untuniutntrng55886	19.24756786348598	1	30
134	untuniutntrng55886	19.24756786348598	1	30
135	untuniutntrng55886	19.24756786348598	1	30
136	untuniutntrng55886	19.24756786348598	1	30
137	untuniutntrng55886	19.24756786348598	2	30
138	untuniutntrng55886	19.24756786348598	1	30
139	untuniutntrng55886	19.24756786348598	1	30
140	untuniutntrng55886	19.24756786348598	1	30
141	untuniutntrng55886	19.24756786348598	1	30
142	untuniutntrng55886	19.24756786348598	1	30
143	untuniutntrng55886	19.24756786348598	1	30
144	untuniutntrng55886	19.24756786348598	1	30
145	untuniutntrng55886	19.24756786348598	1	30
146	untuniutntrng55886	19.24756786348598	1	30
147	untuniutntrng55886	19.24756786348598	1	30
148	untuniutntrng55886	19.24756786348598	1	30
149	untuniutntrng55886	19.24756786348598	2	30
150	untuniutntrng55886	19.24756786348598	1	30
151	untuniutntrng55886	19.24756786348598	1	30
152	untuniutntrng55886	19.24756786348598	1	30
153	untuniutntrng55886	19.24756786348598	1	30
154	untuniutntrng55886	19.24756786348598	3	30
155	untuniutntrng55886	19.24756786348598	1	30
156	untuniutntrng55886	19.24756786348598	2	30
157	untuniutntrng55886	19.24756786348598	1	30
158	untuniutntrng55886	19.24756786348598	2	30
159	untuniutntrng55886	19.24756786348598	2	30
160	untuniutntrng55886	19.24756786348598	1	30
161	untuniutntrng55886	19.24756786348598	1	30
162	untuniutntrng55886	19.24756786348598	1	30
163	untuniutntrng55886	19.24756786348598	1	30
164	untuniutntrng55886	19.24756786348598	1	30
165	untuniutntrng55886	19.24756786348598	1	30
166	untuniutntrng55886	19.24756786348598	1	30
167	untuniutntrng55886	19.24756786348598	2	30
168	untuniutntrng55886	19.24756786348598	2	30
169	untuniutntrng55886	19.24756786348598	1	30
170	untuniutntrng55886	19.24756786348598	1	30
171	untuniutntrng55886	19.24756786348598	2	30
172	untuniutntrng55886	19.24756786348598	1	30
173	untuniutntrng55886	19.24756786348598	1	30
174	untuniutntrng55886	19.24756786348598	1	30
175	untuniutntrng55886	19.24756786348598	1	30
176	untuniutntrng55886	19.24756786348598	1	30
177	untuniutntrng55886	19.24756786348598	1	30
178	untuniutntrng55886	19.24756786348598	1	30
179	untuniutntrng55886	19.24756786348598	1	30
180	untuniutntrng55886	19.24756786348598	2	30
181	untuniutntrng55886	19.24756786348598	1	30
182	untuniutntrng55886	19.24756786348598	2	30
183	untuniutntrng55886	19.24756786348598	1	30
184	untuniutntrng55886	19.24756786348598	1	30
185	untuniutntrng55886	19.24756786348598	2	30
186	untuniutntrng55886	19.24756786348598	1	30
187	untuniutntrng55886	19.24756786348598	2	30
188	untuniutntrng55886	19.24756786348598	2	30
189	untuniutntrng55886	19.24756786348598	1	30
190	untuniutntrng55886	19.24756786348598	1	30
191	untuniutntrng55886	19.24756786348598	1	30
192	untuniutntrng55886	19.24756786348598	1	30
193	untuniutntrng55886	19.24756786348598	1	30
194	untuniutntrng55886	19.24756786348598	1	30
195	untuniutntrng55886	19.24756786348598	1	30
196	untuniutntrng55886	19.24756786348598	1	30
197	untuniutntrng55886	19.24756786348598	1	30
198	untuniutntrng55886	19.24756786348598	2	30
199	untuniutntrng55886	19.24756786348598	2	30
200	untuniutntrng55886	29.074438143181204	1	40
201	untuniutntrng55886	29.074438143181204	1	40
202	untuniutntrng55886	29.074438143181204	1	40
203	untuniutntrng55886	29.074438143181204	1	40
204	untuniutntrng55886	29.074438143181204	1	40
205	untuniutntrng55886	29.074438143181204	1	40
206	untuniutntrng55886	29.074438143181204	1	40
207	untuniutntrng55886	29.074438143181204	1	40
208	untuniutntrng55886	29.074438143181204	1	40
209	untuniutntrng55886	29.074438143181204	1	40
210	untuniutntrng55886	29.074438143181204	1	40
211	untuniutntrng55886	29.074438143181204	1	40
212	untuniutntrng55886	29.074438143181204	1	40
213	untuniutntrng55886	29.074438143181204	1	40
214	untuniutntrng55886	29.074438143181204	1	40
215	untuniutntrng55886	29.074438143181204	1	40
216	untuniutntrng55886	29.074438143181204	1	40
217	untuniutntrng55886	29.074438143181204	1	40
218	untuniutntrng55886	29.074438143181204	1	40
219	untuniutntrng55886	29.074438143181204	1	40
220	untuniutntrng55886	29.074438143181204	1	40
221	untuniutntrng55886	29.074438143181204	1	40
222	untuniutntrng55886	29.074438143181204	1	40
223	untuniutntrng55886	29.074438143181204	1	40
224	untuniutntrng55886	29.074438143181204	1	40
225	untuniutntrng55886	29.074438143181204	1	40
226	untuniutntrng55886	29.074438143181204	1	40
227	untuniutntrng55886	29.074438143181204	1	40
228	untuniutntrng55886	29.074438143181204	1	40
229	untuniutntrng55886	29.074438143181204	1	40
230	untuniutntrng55886	29.074438143181204	1	40
231	untuniutntrng55886	29.074438143181204	1	40
232	untuniutntrng55886	29.074438143181204	1	40
233	untuniutntrng55886	29.074438143181204	1	40
234	untuniutntrng55886	29.074438143181204	1	40
235	untuniutntrng55886	29.074438143181204	1	40
236	untuniutntrng55886	29.074438143181204	1	40
237	untuniutntrng55886	29.074438143181204	1	40
238	untuniutntrng55886	29.074438143181204	1	40
239	untuniutntrng55886	29.074438143181204	1	40
240	untuniutntrng55886	29.074438143181204	1	40
241	untuniutntrng55886	29.074438143181204	1	40
242	untuniutntrng55886	29.074438143181204	1	40
243	untuniutntrng55886	29.074438143181204	1	40
244	untuniutntrng55886	29.074438143181204	1	40
245	untuniutntrng55886	29.074438143181204	1	40
246	untuniutntrng55886	29.074438143181204	1	40
247	untuniutntrng55886	29.074438143181204	1	40
248	untuniutntrng55886	29.074438143181204	1	40
249	untuniutntrng55886	29.074438143181204	1	40
250	untuniutntrng55886	29.074438143181204	1	40
251	untuniutntrng55886	29.074438143181204	1	40
252	untuniutntrng55886	29.074438143181204	1	40
253	untuniutntrng55886	29.074438143181204	1	40
254	untuniutntrng55886	29.074438143181204	1	40
255	untuniutntrng55886	29.074438143181204	1	40
256	untuniutntrng55886	29.074438143181204	1	40
257	untuniutntrng55886	29.074438143181204	1	40
258	untuniutntrng55886	29.074438143181204	1	40
259	untuniutntrng55886	29.074438143181204	1	40
260	untuniutntrng55886	29.074438143181204	1	40
261	untuniutntrng55886	29.074438143181204	1	40
262	untuniutntrng55886	29.074438143181204	1	40
263	untuniutntrng55886	29.074438143181204	1	40
264	untuniutntrng55886		1	40
265	untuniutntrng55886	29.074438143181204	1	40
266	untuniutntrng55886	29.074438143181204	1	40
267	untuniutntrng55886	29.074438143181204	1	40
268	untuniutntrng55886	29.074438143181204	1	40
269	untuniutntrng55886	29.074438143181204	1	40
270	untuniutntrng55886	29.074438143181204	1	40
271	untuniutntrng55886	29.074438143181204	1	40
272	untuniutntrng55886	29.074438143181204	1	40
273	untuniutntrng55886	29.074438143181204	1	40
274	untuniutntrng55886	29.074438143181204	1	40
275	untuniutntrng55886	29.074438143181204	1	40
276	untuniutntrng55886	29.074438143181204	1	40
277	untuniutntrng55886	29.074438143181204	1	40
278	untuniutntrng55886	29.074438143181204	1	40
279	untuniutntrng55886	29.074438143181204	1	40
280	untuniutntrng55886	29.074438143181204	1	40
281	untuniutntrng55886	29.074438143181204	1	40
282	untuniutntrng55886	29.074438143181204	1	40
283	untuniutntrng55886	29.074438143181204	1	40
284	untuniutntrng55886	29.074438143181204	1	40
285	untuniutntrng55886	29.074438143181204	1	40
286	untuniutntrng55886	29.074438143181204	1	40
287	untuniutntrng55886	29.074438143181204	1	40
288	untuniutntrng55886	29.074438143181204	1	40
289	untuniutntrng55886	29.074438143181204	1	40
290	untuniutntrng55886	29.074438143181204	1	40
291	untuniutntrng55886	29.074438143181204	1	40
292	untuniutntrng55886	29.074438143181204	1	40
293	untuniutntrng55886	29.074438143181204	1	40
294	untuniutntrng55886	29.074438143181204	1	40
295	untuniutntrng55886	29.074438143181204	1	40
296	untuniutntrng55886	29.074438143181204	1	40
297	untuniutntrng55886	29.074438143181204	1	40
298	untuniutntrng55886	29.074438143181204	1	40
299	untuniutntrng55886	29.074438143181204	1	40
