	eta_sg0_words	eta_sg0	eta_sg0_rang	frequency
80	untuniutntrng55886	0.000896055904871962	34198	1000
81	untuniutntrng55886	0.0008960559048721838	33862	1000
82	untuniutntrng55886	0.0008960559048718508	34796	1000
83	untuniutntrng55886	0.0008960559048718508	34593	1000
84	untuniutntrng55886	0.0008960559048721838	33480	1000
85	untuniutntrng55886	0.0008960559048718508	34794	1000
86	untuniutntrng55886	0.0008960559048716287	36135	1000
87	untuniutntrng55886	0.0008960559048718508	35033	1000
88	untuniutntrng55886	0.000896055904871962	34312	1000
89	untuniutntrng55886	0.0008960559048720729	33819	1000
90	untuniutntrng55886	0.0008960559048718508	34310	1000
91	untuniutntrng55886	0.0008960559048718508	34709	1000
92	untuniutntrng55886	0.0008960559048720729	33851	1000
93	untuniutntrng55886	0.0008960559048720729	33794	1000
94	untuniutntrng55886	0.000896055904871962	34489	1000
95	untuniutntrng55886	0.0008960559048716287	36006	1000
96	untuniutntrng55886	0.0008960559048718508	34752	1000
97	untuniutntrng55886	0.0008960559048718508	34722	1000
98	untuniutntrng55886	0.0008960559048721838	33660	1000
99	untuniutntrng55886	0.0008960559048720729	33915	1000
100	untuniutntrng55886	0.0008960559048718508	34917	100
101	untuniutntrng55886	0.0008960559048718508	35130	100
102	untuniutntrng55886	0.0008960559048718508	34759	100
103	untuniutntrng55886	0.0008960559048718508	35409	100
104	untuniutntrng55886	0.000896055904871962	34551	100
105	untuniutntrng55886	0.0008960559048718508	34801	100
106	untuniutntrng55886	0.0008960559048720729	33819	100
107	untuniutntrng55886	0.0008960559048718508	35066	100
108	untuniutntrng55886	0.0008960559048716287	36389	100
109	untuniutntrng55886	0.0008960559048718508	34777	100
110	untuniutntrng55886	0.0008960559048718508	35156	100
111	untuniutntrng55886	0.000896055904871962	34675	100
112	untuniutntrng55886	0.0008960559048718508	35570	100
113	untuniutntrng55886	0.000896055904871962	34604	100
114	untuniutntrng55886	0.0008960559048718508	35117	100
115	untuniutntrng55886	0.0008960559048720729	34316	100
116	untuniutntrng55886	0.0008960559048718508	35158	100
117	untuniutntrng55886	0.0008960559048718508	34736	100
118	untuniutntrng55886	0.0008960559048720729	33967	100
119	untuniutntrng55886	0.0008960559048720729	33998	100
120	untuniutntrng55886	0.000896055904871962	34376	100
121	untuniutntrng55886	0.0008960559048716287	36339	100
122	untuniutntrng55886	0.0008960559048716287	35724	100
123	untuniutntrng55886	0.0008960559048716287	36375	100
124	untuniutntrng55886	0.000896055904871962	34973	100
125	untuniutntrng55886	0.0008960559048720729	34173	100
126	untuniutntrng55886	0.0008960559048716287	36405	100
127	untuniutntrng55886	0.0008960559048720729	34406	100
128	untuniutntrng55886	0.0008960559048716287	35971	100
129	untuniutntrng55886	0.0008960559048720729	33700	100
130	untuniutntrng55886	0.0008960559048720729	33863	100
131	untuniutntrng55886	0.000896055904871962	34889	100
132	untuniutntrng55886	0.0008960559048720729	34314	100
133	untuniutntrng55886	0.000896055904871962	34386	100
134	untuniutntrng55886	0.0008960559048717398	35899	100
135	untuniutntrng55886	0.0008960559048718508	34838	100
136	untuniutntrng55886	0.0008960559048720729	34054	100
137	untuniutntrng55886	0.000896055904871962	34756	100
138	untuniutntrng55886	0.0008960559048718508	35219	100
139	untuniutntrng55886	0.0008960559048716287	36216	100
140	untuniutntrng55886	0.0008960559048718508	35663	100
141	untuniutntrng55886	0.0008960559048720729	34100	100
142	untuniutntrng55886	0.0008960559048716287	36036	100
143	untuniutntrng55886	0.0008960559048716287	36468	100
144	untuniutntrng55886	0.0008960559048718508	35152	100
145	untuniutntrng55886	0.0008960559048720729	33861	100
146	untuniutntrng55886	0.0008960559048718508	35506	100
147	untuniutntrng55886	0.0008960559048716287	36361	100
148	untuniutntrng55886	0.0008960559048718508	35197	100
149	untuniutntrng55886	0.0008960559048720729	33850	100
150	untuniutntrng55886	0.0008960559048720729	34279	100
151	untuniutntrng55886	0.0008960559048718508	35565	100
152	untuniutntrng55886	0.0008960559048720729	34006	100
153	untuniutntrng55886	0.0008960559048716287	36389	100
154	untuniutntrng55886	0.0008960559048720729	34040	100
155	untuniutntrng55886	0.0008960559048718508	35298	100
156	untuniutntrng55886	0.0008960559048720729	33850	100
157	untuniutntrng55886	0.0008960559048716287	36036	100
158	untuniutntrng55886	0.0008960559048716287	36015	100
159	untuniutntrng55886	0.0008960559048718508	35614	100
160	untuniutntrng55886	0.0008960559048720729	34004	100
161	untuniutntrng55886	0.000896055904871962	34454	100
162	untuniutntrng55886	0.000896055904871962	34817	100
163	untuniutntrng55886	0.0008960559048716287	36237	100
164	untuniutntrng55886	0.000896055904871962	34574	100
165	untuniutntrng55886	0.0008960559048720729	34196	100
166	untuniutntrng55886	0.0008960559048716287	36193	100
167	untuniutntrng55886	0.0008960559048716287	36148	100
168	untuniutntrng55886	0.000896055904871962	34407	100
169	untuniutntrng55886	0.0008960559048720729	34345	100
170	untuniutntrng55886	0.0008960559048720729	34112	100
171	untuniutntrng55886	0.000896055904871962	34666	100
172	untuniutntrng55886	0.0008960559048718508	34799	100
173	untuniutntrng55886	0.0008960559048720729	34049	100
174	untuniutntrng55886	0.0008960559048720729	34124	100
175	untuniutntrng55886	0.0008960559048718508	35596	100
176	untuniutntrng55886	0.0008960559048718508	35166	100
177	untuniutntrng55886	0.0008960559048720729	33890	100
178	untuniutntrng55886	0.0008960559048720729	33948	100
179	untuniutntrng55886	0.0008960559048720729	33925	100
180	untuniutntrng55886	0.0008960559048718508	35202	100
181	untuniutntrng55886	0.0008960559048718508	35354	100
182	untuniutntrng55886	0.000896055904871962	34364	100
183	untuniutntrng55886	0.0008960559048720729	34037	100
184	untuniutntrng55886	0.0008960559048718508	34969	100
185	untuniutntrng55886	0.0008960559048720729	33891	100
186	untuniutntrng55886	0.0008960559048716287	36309	100
187	untuniutntrng55886	0.000896055904871962	34671	100
188	untuniutntrng55886	0.0008960559048720729	34246	100
189	untuniutntrng55886	0.000896055904871962	34355	100
190	untuniutntrng55886	0.0008960559048720729	34335	100
191	untuniutntrng55886	0.0008960559048716287	36210	100
192	untuniutntrng55886	0.0008960559048718508	34690	100
193	untuniutntrng55886	0.0008960559048718508	35095	100
194	untuniutntrng55886	0.0008960559048720729	34309	100
195	untuniutntrng55886	0.000896055904871962	34325	100
196	untuniutntrng55886	0.0008960559048718508	35415	100
197	untuniutntrng55886	0.0008960559048718508	35424	100
198	untuniutntrng55886	0.000896055904871962	34499	100
199	untuniutntrng55886	0.0008960559048718508	35402	100
200	untuniutntrng55886	0.0008960559048716287	36143	2000
201	untuniutntrng55886	0.000896055904871962	34067	2000
202	untuniutntrng55886	0.0008960559048720729	33790	2000
203	untuniutntrng55886	0.000896055904871962	34347	2000
204	untuniutntrng55886	0.0008960559048716287	36289	2000
205	untuniutntrng55886	0.0008960559048720729	34035	2000
206	untuniutntrng55886	0.000896055904871962	34147	2000
207	untuniutntrng55886	0.0008960559048717398	35445	2000
208	untuniutntrng55886	0.000896055904871962	34219	2000
209	untuniutntrng55886	0.0008960559048717398	35313	2000
210	untuniutntrng55886	0.0008960559048715178	36681	2000
211	untuniutntrng55886	0.0008960559048715178	36151	2000
212	untuniutntrng55886	0.0008960559048717398	35697	2000
213	untuniutntrng55886	0.0008960559048717398	35348	2000
214	untuniutntrng55886	0.0008960559048717398	35568	2000
215	untuniutntrng55886	0.0008960559048717398	35755	2000
216	untuniutntrng55886	0.0008960559048717398	35583	2000
217	untuniutntrng55886	0.0008960559048717398	35694	2000
218	untuniutntrng55886	0.000896055904871962	34082	2000
219	untuniutntrng55886	0.000896055904871962	34217	2000
220	untuniutntrng55886	0.0008960559048717398	35443	2000
221	untuniutntrng55886	0.0008960559048717398	35506	2000
222	untuniutntrng55886	0.000896055904871962	34513	2000
223	untuniutntrng55886	0.0008960559048717398	35615	2000
224	untuniutntrng55886	0.000896055904871962	34247	2000
225	untuniutntrng55886	0.0008960559048718508	34973	2000
226	untuniutntrng55886	0.0008960559048717398	35682	2000
227	untuniutntrng55886	0.0008960559048717398	35914	2000
228	untuniutntrng55886	0.0008960559048718508	34680	2000
229	untuniutntrng55886	0.000896055904871962	34245	2000
230	untuniutntrng55886	0.0008960559048718508	35071	2000
231	untuniutntrng55886	0.0008960559048717398	35791	2000
232	untuniutntrng55886	0.0008960559048720729	33913	2000
233	untuniutntrng55886	0.0008960559048717398	35655	2000
234	untuniutntrng55886	0.0008960559048717398	35393	2000
235	untuniutntrng55886	0.0008960559048717398	35381	2000
236	untuniutntrng55886	0.0008960559048717398	35566	2000
237	untuniutntrng55886	0.000896055904871962	34406	2000
238	untuniutntrng55886	0.0008960559048718508	34454	2000
239	untuniutntrng55886	0.0008960559048718508	34671	2000
240	untuniutntrng55886	0.0008960559048717398	35321	2000
241	untuniutntrng55886	0.0008960559048717398	35699	2000
242	untuniutntrng55886	0.0008960559048717398	35680	2000
243	untuniutntrng55886	0.0008960559048716287	36135	2000
244	untuniutntrng55886	0.0008960559048716287	35951	2000
245	untuniutntrng55886	0.0008960559048717398	35436	2000
246	untuniutntrng55886	0.0008960559048718508	34801	2000
247	untuniutntrng55886	0.000896055904871962	34314	2000
248	untuniutntrng55886	0.0008960559048716287	36018	2000
249	untuniutntrng55886	0.0008960559048717398	35542	2000
250	untuniutntrng55886	0.0008960559048717398	35654	2000
251	untuniutntrng55886	0.0008960559048715178	36484	2000
252	untuniutntrng55886	0.0008960559048717398	35865	2000
253	untuniutntrng55886	0.0008960559048717398	35639	2000
254	untuniutntrng55886	0.0008960559048715178	36519	2000
255	untuniutntrng55886	0.0008960559048715178	36395	2000
256	untuniutntrng55886	0.0008960559048715178	36725	2000
257	untuniutntrng55886	0.0008960559048720729	33909	2000
258	untuniutntrng55886	0.000896055904871962	34038	2000
259	untuniutntrng55886	0.000896055904871962	34143	2000
260	untuniutntrng55886	0.000896055904871962	34160	2000
261	untuniutntrng55886	0.0008960559048717398	35472	2000
262	untuniutntrng55886	0.000896055904871962	34307	2000
263	untuniutntrng55886	0.0008960559048715178	36448	2000
264	untuniutntrng55886	0.0008960559048717398	35600	2000
265	untuniutntrng55886	0.0008960559048717398	35267	2000
266	untuniutntrng55886	0.000896055904871962	34161	2000
267	untuniutntrng55886	0.0008960559048717398	35613	2000
268	untuniutntrng55886	0.000896055904871962	34160	2000
269	untuniutntrng55886	0.0008960559048720729	33686	2000
270	untuniutntrng55886	0.000896055904871962	34160	2000
271	untuniutntrng55886	0.0008960559048715178	36330	2000
272	untuniutntrng55886	0.0008960559048715178	36258	2000
273	untuniutntrng55886	0.0008960559048720729	33778	2000
274	untuniutntrng55886	0.0008960559048715178	36420	2000
275	untuniutntrng55886	0.0008960559048717398	35516	2000
276	untuniutntrng55886	0.0008960559048718508	34800	2000
277	untuniutntrng55886	0.0008960559048717398	35545	2000
278	untuniutntrng55886	0.000896055904871962	34270	2000
279	untuniutntrng55886	0.0008960559048720729	33525	2000
280	untuniutntrng55886	0.0008960559048720729	33875	2000
281	untuniutntrng55886	0.000896055904871962	34186	2000
282	untuniutntrng55886	0.0008960559048717398	35585	2000
283	untuniutntrng55886	0.0008960559048717398	35562	2000
284	untuniutntrng55886	0.0008960559048717398	35337	2000
285	untuniutntrng55886	0.0008960559048715178	36138	2000
286	untuniutntrng55886	0.0008960559048718508	34700	2000
287	untuniutntrng55886	0.0008960559048715178	36331	2000
288	untuniutntrng55886	0.000896055904871962	34528	2000
289	untuniutntrng55886	0.0008960559048717398	35677	2000
290	untuniutntrng55886	0.0008960559048717398	35651	2000
291	untuniutntrng55886	0.0008960559048718508	34893	2000
292	untuniutntrng55886	0.000896055904871962	34261	2000
293	untuniutntrng55886	0.0008960559048717398	35765	2000
294	untuniutntrng55886	0.0008960559048715178	36464	2000
295	untuniutntrng55886	0.0008960559048717398	35465	2000
296	untuniutntrng55886	0.0008960559048715178	36524	2000
297	untuniutntrng55886	0.0008960559048717398	35274	2000
298	untuniutntrng55886	0.0008960559048715178	36463	2000
299	untuniutntrng55886	0.0008960559048717398	35628	2000
300	untuniutntrng55886	0.0008960559048718508	34740	200
301	untuniutntrng55886	0.0008960559048716287	35960	200
302	untuniutntrng55886	0.0008960559048716287	36329	200
303	untuniutntrng55886	0.0008960559048720729	33907	200
304	untuniutntrng55886	0.000896055904871962	34263	200
305	untuniutntrng55886	0.000896055904871962	34007	200
306	untuniutntrng55886	0.0008960559048720729	33646	200
307	untuniutntrng55886	0.0008960559048716287	36166	200
308	untuniutntrng55886	0.0008960559048718508	34906	200
309	untuniutntrng55886	0.0008960559048718508	34874	200
310	untuniutntrng55886	0.000896055904871962	34383	200
311	untuniutntrng55886	0.0008960559048718508	34632	200
312	untuniutntrng55886	0.0008960559048720729	33801	200
313	untuniutntrng55886	0.000896055904871962	34521	200
314	untuniutntrng55886	0.000896055904871962	33958	200
315	untuniutntrng55886	0.0008960559048716287	35995	200
316	untuniutntrng55886	0.0008960559048718508	34663	200
317	untuniutntrng55886	0.0008960559048718508	34642	200
318	untuniutntrng55886	0.000896055904871962	34276	200
319	untuniutntrng55886	0.0008960559048720729	33956	200
320	untuniutntrng55886	0.000896055904871962	34330	200
321	untuniutntrng55886	0.0008960559048718508	34694	200
322	untuniutntrng55886	0.0008960559048720729	33886	200
323	untuniutntrng55886	0.0008960559048718508	34669	200
324	untuniutntrng55886	0.000896055904871962	34239	200
325	untuniutntrng55886	0.0008960559048716287	36181	200
326	untuniutntrng55886	0.0008960559048718508	34662	200
327	untuniutntrng55886	0.000896055904871962	34261	200
328	untuniutntrng55886	0.0008960559048720729	33878	200
329	untuniutntrng55886	0.0008960559048720729	33951	200
330	untuniutntrng55886	0.0008960559048718508	34819	200
331	untuniutntrng55886	0.0008960559048718508	34815	200
332	untuniutntrng55886	0.0008960559048718508	35056	200
333	untuniutntrng55886	0.0008960559048720729	34124	200
334	untuniutntrng55886	0.0008960559048716287	36050	200
335	untuniutntrng55886	0.0008960559048716287	35828	200
336	untuniutntrng55886	0.0008960559048718508	34763	200
337	untuniutntrng55886	0.0008960559048718508	34638	200
338	untuniutntrng55886	0.0008960559048716287	36337	200
339	untuniutntrng55886	0.0008960559048718508	34980	200
340	untuniutntrng55886	0.0008960559048718508	35035	200
341	untuniutntrng55886	0.0008960559048718508	34921	200
342	untuniutntrng55886	0.0008960559048720729	33883	200
343	untuniutntrng55886	0.0008960559048718508	34692	200
344	untuniutntrng55886	0.0008960559048716287	35690	200
345	untuniutntrng55886	0.0008960559048717398	35521	200
346	untuniutntrng55886	0.000896055904871962	34401	200
347	untuniutntrng55886	0.000896055904871962	33979	200
348	untuniutntrng55886	0.0008960559048718508	34618	200
349	untuniutntrng55886	0.000896055904871962	34380	200
350	untuniutntrng55886	0.0008960559048720729	33836	200
351	untuniutntrng55886	0.0008960559048716287	36026	200
352	untuniutntrng55886	0.0008960559048716287	35950	200
353	untuniutntrng55886	0.000896055904871962	34226	200
354	untuniutntrng55886	0.0008960559048718508	34658	200
355	untuniutntrng55886	0.000896055904871962	34416	200
356	untuniutntrng55886	0.0008960559048718508	34860	200
357	untuniutntrng55886	0.000896055904871962	34225	200
358	untuniutntrng55886	0.0008960559048718508	34933	200
359	untuniutntrng55886	0.0008960559048716287	36106	200
360	untuniutntrng55886	0.000896055904871962	34409	200
361	untuniutntrng55886	0.0008960559048716287	36184	200
362	untuniutntrng55886	0.0008960559048716287	35816	200
363	untuniutntrng55886	0.0008960559048716287	36038	200
364	untuniutntrng55886	0.000896055904871962	34316	200
365	untuniutntrng55886	0.0008960559048718508	34846	200
366	untuniutntrng55886	0.000896055904871962	34297	200
367	untuniutntrng55886	0.0008960559048718508	34713	200
368	untuniutntrng55886	0.0008960559048718508	34705	200
369	untuniutntrng55886	0.0008960559048720729	33784	200
370	untuniutntrng55886	0.0008960559048716287	36107	200
371	untuniutntrng55886	0.000896055904871962	34188	200
372	untuniutntrng55886	0.0008960559048720729	33998	200
373	untuniutntrng55886	0.0008960559048716287	36528	200
374	untuniutntrng55886	0.0008960559048720729	33862	200
375	untuniutntrng55886	0.0008960559048720729	33540	200
376	untuniutntrng55886	0.0008960559048718508	34729	200
377	untuniutntrng55886	0.0008960559048720729	33665	200
378	untuniutntrng55886	0.000896055904871962	34281	200
379	untuniutntrng55886	0.0008960559048720729	33648	200
380	untuniutntrng55886	0.0008960559048720729	33934	200
381	untuniutntrng55886	0.0008960559048716287	36134	200
382	untuniutntrng55886	0.0008960559048718508	34677	200
383	untuniutntrng55886	0.0008960559048718508	35056	200
384	untuniutntrng55886	0.000896055904871962	33991	200
385	untuniutntrng55886	0.0008960559048720729	33905	200
386	untuniutntrng55886	0.0008960559048716287	36149	200
387	untuniutntrng55886	0.000896055904871962	34202	200
388	untuniutntrng55886	0.0008960559048716287	36105	200
389	untuniutntrng55886	0.0008960559048720729	33819	200
390	untuniutntrng55886	0.000896055904871962	34236	200
391	untuniutntrng55886	0.0008960559048716287	36109	200
392	untuniutntrng55886	0.0008960559048720729	34133	200
393	untuniutntrng55886	0.000896055904871962	34386	200
394	untuniutntrng55886	0.0008960559048718508	34741	200
395	untuniutntrng55886	0.0008960559048718508	34802	200
396	untuniutntrng55886	0.0008960559048720729	33792	200
397	untuniutntrng55886	0.000896055904871962	34389	200
398	untuniutntrng55886	0.0008960559048716287	35892	200
399	untuniutntrng55886	0.0008960559048718508	35062	200
400	untuniutntrng55886	0.0008960559048720729	34144	20
401	untuniutntrng55886	0.0008960559048720729	34019	20
402	untuniutntrng55886	0.0008960559048717398	35587	20
403	untuniutntrng55886	0.0008960559048716287	36561	20
404	untuniutntrng55886	0.0008960559048718508	35476	20
405	untuniutntrng55886	0.0008960559048716287	35849	20
406	untuniutntrng55886	0.0008960559048720729	34307	20
407	untuniutntrng55886	0.0008960559048716287	36357	20
408	untuniutntrng55886	0.0008960559048718508	35215	20
409	untuniutntrng55886	0.0008960559048717398	35877	20
410	untuniutntrng55886	0.0008960559048717398	35662	20
411	untuniutntrng55886	0.000896055904871962	34201	20
412	untuniutntrng55886	0.0008960559048720729	33870	20
413	untuniutntrng55886	0.0008960559048720729	34257	20
414	untuniutntrng55886	0.000896055904871962	34181	20
415	untuniutntrng55886	0.0008960559048718508	34403	20
416	untuniutntrng55886	0.000896055904871962	34527	20
417	untuniutntrng55886	0.0008960559048720729	33704	20
418	untuniutntrng55886	0.0008960559048716287	36208	20
419	untuniutntrng55886	0.0008960559048716287	36499	20
420	untuniutntrng55886	0.0008960559048720729	34145	20
421	untuniutntrng55886	0.000896055904871962	34720	20
422	untuniutntrng55886	0.0008960559048718508	35487	20
423	untuniutntrng55886	0.0008960559048720729	34171	20
424	untuniutntrng55886	0.0008960559048718508	35530	20
425	untuniutntrng55886	0.0008960559048720729	33744	20
426	untuniutntrng55886	0.0008960559048716287	36317	20
427	untuniutntrng55886	0.0008960559048720729	33946	20
428	untuniutntrng55886	0.0008960559048721838	34004	20
429	untuniutntrng55886	0.000896055904871962	34780	20
430	untuniutntrng55886	0.000896055904871962	34238	20
431	untuniutntrng55886	0.0008960559048720729	33913	20
432	untuniutntrng55886	0.0008960559048718508	35340	20
433	untuniutntrng55886	0.000896055904871962	34785	20
434	untuniutntrng55886	0.000896055904871962	34541	20
435	untuniutntrng55886	0.0008960559048720729	34208	20
436	untuniutntrng55886	0.000896055904871962	34320	20
437	untuniutntrng55886	0.0008960559048716287	36160	20
438	untuniutntrng55886	0.0008960559048718508	35385	20
439	untuniutntrng55886	0.0008960559048716287	36276	20
440	untuniutntrng55886	0.0008960559048716287	36168	20
441	untuniutntrng55886	0.0008960559048718508	35007	20
442	untuniutntrng55886	0.000896055904871962	34776	20
443	untuniutntrng55886	0.0008960559048718508	35423	20
444	untuniutntrng55886	0.0008960559048721838	33828	20
445	untuniutntrng55886	0.0008960559048716287	36311	20
446	untuniutntrng55886	0.0008960559048716287	36598	20
447	untuniutntrng55886	0.0008960559048720729	34053	20
448	untuniutntrng55886	0.0008960559048720729	34386	20
449	untuniutntrng55886	0.0008960559048717398	35912	20
450	untuniutntrng55886	0.000896055904871962	34606	20
451	untuniutntrng55886	0.0008960559048718508	34832	20
452	untuniutntrng55886	0.0008960559048717398	35820	20
453	untuniutntrng55886	0.0008960559048720729	34381	20
454	untuniutntrng55886	0.0008960559048720729	33823	20
455	untuniutntrng55886	0.0008960559048720729	34449	20
456	untuniutntrng55886	0.0008960559048720729	34318	20
457	untuniutntrng55886	0.0008960559048718508	35682	20
458	untuniutntrng55886	0.0008960559048720729	33798	20
459	untuniutntrng55886	0.0008960559048721838	33689	20
460	untuniutntrng55886	0.0008960559048718508	35320	20
461	untuniutntrng55886	0.0008960559048718508	35450	20
462	untuniutntrng55886	0.0008960559048718508	35384	20
463	untuniutntrng55886	0.000896055904871962	34499	20
464	untuniutntrng55886	0.0008960559048720729	34092	20
465	untuniutntrng55886	0.000896055904871962	34162	20
466	untuniutntrng55886	0.0008960559048720729	33920	20
467	untuniutntrng55886	0.000896055904871962	34474	20
468	untuniutntrng55886	0.0008960559048720729	33877	20
469	untuniutntrng55886	0.0008960559048720729	34083	20
470	untuniutntrng55886	0.000896055904871962	34932	20
471	untuniutntrng55886	0.0008960559048717398	35679	20
472	untuniutntrng55886	0.000896055904871962	34463	20
473	untuniutntrng55886	0.000896055904871962	34595	20
474	untuniutntrng55886	0.0008960559048720729	34084	20
475	untuniutntrng55886	0.0008960559048716287	35783	20
476	untuniutntrng55886	0.0008960559048716287	36072	20
477	untuniutntrng55886	0.000896055904871962	34525	20
478	untuniutntrng55886	0.0008960559048718508	34658	20
479	untuniutntrng55886	0.0008960559048720729	33951	20
480	untuniutntrng55886	0.000896055904871962	34824	20
481	untuniutntrng55886	0.0008960559048718508	35408	20
482	untuniutntrng55886	0.0008960559048717398	36009	20
483	untuniutntrng55886	0.0008960559048717398	35821	20
484	untuniutntrng55886	0.0008960559048718508	35191	20
485	untuniutntrng55886	0.0008960559048718508	34868	20
486	untuniutntrng55886	0.0008960559048720729	34013	20
487	untuniutntrng55886	0.0008960559048718508	35064	20
488	untuniutntrng55886	0.0008960559048718508	35544	20
489	untuniutntrng55886	0.0008960559048720729	33848	20
490	untuniutntrng55886	0.000896055904871962	34273	20
491	untuniutntrng55886	0.0008960559048716287	36529	20
492	untuniutntrng55886	0.0008960559048720729	34206	20
493	untuniutntrng55886	0.0008960559048720729	34157	20
494	untuniutntrng55886	0.0008960559048720729	34153	20
495	untuniutntrng55886	0.0008960559048718508	34931	20
496	untuniutntrng55886	0.0008960559048716287	36302	20
497	untuniutntrng55886	0.000896055904871962	34141	20
498	untuniutntrng55886	0.0008960559048716287	36289	20
499	untuniutntrng55886	0.0008960559048716287	36220	20
500	untuniutntrng55886	0.0008960559048720729	33802	300
501	untuniutntrng55886	0.0008960559048718508	34765	300
502	untuniutntrng55886	0.0008960559048718508	34684	300
503	untuniutntrng55886	0.0008960559048718508	34732	300
504	untuniutntrng55886	0.0008960559048720729	33607	300
505	untuniutntrng55886	0.0008960559048718508	34653	300
506	untuniutntrng55886	0.0008960559048720729	33823	300
507	untuniutntrng55886	0.0008960559048718508	35023	300
508	untuniutntrng55886	0.0008960559048716287	35895	300
509	untuniutntrng55886	0.0008960559048718508	34763	300
510	untuniutntrng55886	0.0008960559048720729	33870	300
511	untuniutntrng55886	0.0008960559048718508	34760	300
