	rrf_dr0_words	rrf_dr0	rrf_dr0_rang	frequency
118	untuniutntrng55886	20.981165919282514	1	200
119	untuniutntrng55886	20.981165919282514	1	200
120	untuniutntrng55886	20.981165919282514	1	200
121	untuniutntrng55886	20.981165919282514	1	200
122	untuniutntrng55886	20.981165919282514	1	200
123	untuniutntrng55886	20.981165919282514	1	200
124	untuniutntrng55886	20.981165919282514	1	200
125	untuniutntrng55886	20.981165919282514	1	200
126	untuniutntrng55886	20.981165919282514	1	200
127	untuniutntrng55886	20.981165919282514	1	200
128	untuniutntrng55886	20.981165919282514	1	200
129	untuniutntrng55886	20.981165919282514	1	200
130	untuniutntrng55886	20.981165919282514	1	200
131	untuniutntrng55886	20.981165919282514	1	200
132	untuniutntrng55886	20.981165919282514	1	200
133	untuniutntrng55886	20.981165919282514	1	200
134	untuniutntrng55886	20.981165919282514	1	200
135	untuniutntrng55886	20.981165919282514	1	200
136	untuniutntrng55886	20.981165919282514	1	200
137	untuniutntrng55886	20.981165919282514	1	200
138	untuniutntrng55886	20.981165919282514	1	200
139	untuniutntrng55886	20.981165919282514	1	200
140	untuniutntrng55886	20.981165919282514	1	200
141	untuniutntrng55886	20.981165919282514	1	200
142	untuniutntrng55886	20.981165919282514	1	200
143	untuniutntrng55886	20.981165919282514	1	200
144	untuniutntrng55886	20.981165919282514	1	200
145	untuniutntrng55886	20.981165919282514	1	200
146	untuniutntrng55886	20.981165919282514	1	200
147	untuniutntrng55886	20.981165919282514	1	200
148	untuniutntrng55886	20.981165919282514	1	200
149	untuniutntrng55886	20.981165919282514	1	200
150	untuniutntrng55886	20.981165919282514	1	200
151	untuniutntrng55886	20.981165919282514	1	200
152	untuniutntrng55886	20.981165919282514	1	200
153	untuniutntrng55886	20.981165919282514	1	200
154	untuniutntrng55886	20.981165919282514	1	200
155	untuniutntrng55886	20.981165919282514	1	200
156	untuniutntrng55886	20.981165919282514	1	200
157	untuniutntrng55886	20.981165919282514	1	200
158	untuniutntrng55886	20.981165919282514	1	200
159	untuniutntrng55886	20.981165919282514	1	200
160	untuniutntrng55886	20.981165919282514	1	200
161	untuniutntrng55886	20.981165919282514	1	200
162	untuniutntrng55886	20.981165919282514	1	200
163	untuniutntrng55886	20.981165919282514	1	200
164	untuniutntrng55886	20.981165919282514	1	200
165	untuniutntrng55886	20.981165919282514	1	200
166	untuniutntrng55886	20.981165919282514	1	200
167	untuniutntrng55886	20.981165919282514	1	200
168	untuniutntrng55886	20.981165919282514	1	200
169	untuniutntrng55886	20.981165919282514	1	200
170	untuniutntrng55886	20.981165919282514	1	200
171	untuniutntrng55886	20.981165919282514	1	200
172	untuniutntrng55886	20.981165919282514	1	200
173	untuniutntrng55886	20.981165919282514	1	200
174	untuniutntrng55886	20.981165919282514	1	200
175	untuniutntrng55886	20.981165919282514	1	200
176	untuniutntrng55886	20.981165919282514	1	200
177	untuniutntrng55886	20.981165919282514	1	200
178	untuniutntrng55886	20.981165919282514	1	200
179	untuniutntrng55886	20.981165919282514	1	200
180	untuniutntrng55886	20.981165919282514	1	200
181	untuniutntrng55886	20.981165919282514	1	200
182	untuniutntrng55886	20.981165919282514	1	200
183	untuniutntrng55886	20.981165919282514	1	200
184	untuniutntrng55886	20.981165919282514	1	200
185	untuniutntrng55886	20.981165919282514	1	200
186	untuniutntrng55886	20.981165919282514	1	200
187	untuniutntrng55886	20.981165919282514	1	200
188	untuniutntrng55886	20.981165919282514	1	200
189	untuniutntrng55886	20.981165919282514	1	200
190	untuniutntrng55886	20.981165919282514	1	200
191	untuniutntrng55886	20.981165919282514	1	200
192	untuniutntrng55886	20.981165919282514	1	200
193	untuniutntrng55886	20.981165919282514	1	200
194	untuniutntrng55886	20.981165919282514	1	200
195	untuniutntrng55886	20.981165919282514	1	200
196	untuniutntrng55886	20.981165919282514	1	200
197	untuniutntrng55886	20.981165919282514	1	200
198	untuniutntrng55886	20.981165919282514	1	200
199	untuniutntrng55886	20.981165919282514	1	200
200	untuniutntrng55886	3.996412556053812	531	30
201	untuniutntrng55886	3.996412556053812	540	30
202	untuniutntrng55886	3.996412556053812	507	30
203	untuniutntrng55886	3.996412556053812	540	30
204	untuniutntrng55886	3.996412556053812	548	30
205	untuniutntrng55886	3.996412556053812	560	30
206	untuniutntrng55886	3.996412556053812	539	30
207	untuniutntrng55886	3.996412556053812	575	30
208	untuniutntrng55886	3.996412556053812	564	30
209	untuniutntrng55886	3.996412556053812	522	30
210	untuniutntrng55886	3.996412556053812	569	30
211	untuniutntrng55886	3.996412556053812	558	30
212	untuniutntrng55886	3.996412556053812	561	30
213	untuniutntrng55886	3.996412556053812	545	30
214	untuniutntrng55886	3.996412556053812	543	30
215	untuniutntrng55886	3.996412556053812	523	30
216	untuniutntrng55886	3.996412556053812	545	30
217	untuniutntrng55886	3.996412556053812	550	30
218	untuniutntrng55886	3.996412556053812	530	30
219	untuniutntrng55886	3.996412556053812	553	30
220	untuniutntrng55886	3.996412556053812	560	30
221	untuniutntrng55886	3.996412556053812	529	30
222	untuniutntrng55886	3.996412556053812	553	30
223	untuniutntrng55886	3.996412556053812	524	30
224	untuniutntrng55886	3.996412556053812	569	30
225	untuniutntrng55886	3.996412556053812	560	30
226	untuniutntrng55886	3.996412556053812	520	30
227	untuniutntrng55886	3.996412556053812	544	30
228	untuniutntrng55886	3.996412556053812	569	30
229	untuniutntrng55886	3.996412556053812	548	30
230	untuniutntrng55886	3.996412556053812	516	30
231	untuniutntrng55886	3.996412556053812	552	30
232	untuniutntrng55886	3.996412556053812	551	30
233	untuniutntrng55886	3.996412556053812	540	30
234	untuniutntrng55886	3.996412556053812	529	30
235	untuniutntrng55886	3.996412556053812	554	30
236	untuniutntrng55886	3.996412556053812	525	30
237	untuniutntrng55886	3.996412556053812	527	30
238	untuniutntrng55886	3.996412556053812	529	30
239	untuniutntrng55886	3.996412556053812	573	30
240	untuniutntrng55886	3.996412556053812	542	30
241	untuniutntrng55886	3.996412556053812	526	30
242	untuniutntrng55886	3.996412556053812	526	30
243	untuniutntrng55886	3.996412556053812	571	30
244	untuniutntrng55886	3.996412556053812	542	30
245	untuniutntrng55886	3.996412556053812	548	30
246	untuniutntrng55886	3.996412556053812	544	30
247	untuniutntrng55886	3.996412556053812	560	30
248	untuniutntrng55886	3.996412556053812	526	30
249	untuniutntrng55886	3.996412556053812	528	30
250	untuniutntrng55886	3.996412556053812	590	30
251	untuniutntrng55886	3.996412556053812	581	30
252	untuniutntrng55886	3.996412556053812	596	30
253	untuniutntrng55886	3.996412556053812	542	30
254	untuniutntrng55886	3.996412556053812	553	30
255	untuniutntrng55886	3.996412556053812	559	30
256	untuniutntrng55886	3.996412556053812	571	30
257	untuniutntrng55886	3.996412556053812	519	30
258	untuniutntrng55886	3.996412556053812	547	30
259	untuniutntrng55886	3.996412556053812	546	30
260	untuniutntrng55886	3.996412556053812	532	30
261	untuniutntrng55886	3.996412556053812	561	30
262	untuniutntrng55886	3.996412556053812	547	30
263	untuniutntrng55886	3.996412556053812	554	30
264	untuniutntrng55886	3.996412556053812	530	30
265	untuniutntrng55886	3.996412556053812	517	30
266	untuniutntrng55886	3.996412556053812	547	30
267	untuniutntrng55886	3.996412556053812	568	30
268	untuniutntrng55886	3.996412556053812	536	30
269	untuniutntrng55886	3.996412556053812	585	30
270	untuniutntrng55886	3.996412556053812	581	30
271	untuniutntrng55886	3.996412556053812	545	30
272	untuniutntrng55886	3.996412556053812	513	30
273	untuniutntrng55886	3.996412556053812	518	30
274	untuniutntrng55886	3.996412556053812	554	30
275	untuniutntrng55886	3.996412556053812	555	30
276	untuniutntrng55886	3.996412556053812	559	30
277	untuniutntrng55886	3.996412556053812	530	30
278	untuniutntrng55886	3.996412556053812	541	30
279	untuniutntrng55886	3.996412556053812	526	30
280	untuniutntrng55886	3.996412556053812	563	30
281	untuniutntrng55886	3.996412556053812	534	30
282	untuniutntrng55886	3.996412556053812	596	30
283	untuniutntrng55886	3.996412556053812	525	30
284	untuniutntrng55886	3.996412556053812	541	30
285	untuniutntrng55886	3.996412556053812	559	30
286	untuniutntrng55886	3.996412556053812	527	30
287	untuniutntrng55886	3.996412556053812	530	30
288	untuniutntrng55886	3.996412556053812	575	30
289	untuniutntrng55886	3.996412556053812	597	30
290	untuniutntrng55886	3.996412556053812	558	30
291	untuniutntrng55886	3.996412556053812	556	30
292	untuniutntrng55886	3.996412556053812	546	30
293	untuniutntrng55886	3.996412556053812	552	30
294	untuniutntrng55886	3.996412556053812	580	30
295	untuniutntrng55886	3.996412556053812	537	30
296	untuniutntrng55886	3.996412556053812	555	30
297	untuniutntrng55886	3.996412556053812	561	30
298	untuniutntrng55886	3.996412556053812	586	30
299	untuniutntrng55886	3.996412556053812	553	30
300	untuniutntrng55886	4.9955156950672635	495	40
301	untuniutntrng55886	4.9955156950672635	548	40
302	untuniutntrng55886	4.9955156950672635	480	40
303	untuniutntrng55886	4.9955156950672635	490	40
304	untuniutntrng55886	4.9955156950672635	547	40
305	untuniutntrng55886	4.9955156950672635	502	40
306	untuniutntrng55886	4.9955156950672635	507	40
307	untuniutntrng55886	4.9955156950672635	511	40
308	untuniutntrng55886	4.9955156950672635	497	40
309	untuniutntrng55886	4.9955156950672635	534	40
310	untuniutntrng55886	4.9955156950672635	507	40
311	untuniutntrng55886	4.9955156950672635	470	40
312	untuniutntrng55886	4.9955156950672635	526	40
313	untuniutntrng55886	4.9955156950672635	508	40
314	untuniutntrng55886	4.9955156950672635	510	40
315	untuniutntrng55886	4.9955156950672635	497	40
316	untuniutntrng55886	4.9955156950672635	513	40
317	untuniutntrng55886	4.9955156950672635	490	40
318	untuniutntrng55886	4.9955156950672635	499	40
319	untuniutntrng55886	4.9955156950672635	530	40
320	untuniutntrng55886	4.9955156950672635	493	40
321	untuniutntrng55886	4.9955156950672635	508	40
322	untuniutntrng55886	4.9955156950672635	492	40
323	untuniutntrng55886	4.9955156950672635	496	40
324	untuniutntrng55886	4.9955156950672635	484	40
325	untuniutntrng55886	4.9955156950672635	443	40
326	untuniutntrng55886	4.9955156950672635	513	40
327	untuniutntrng55886	4.9955156950672635	489	40
328	untuniutntrng55886	4.9955156950672635	512	40
329	untuniutntrng55886	4.9955156950672635	511	40
330	untuniutntrng55886	4.9955156950672635	534	40
331	untuniutntrng55886	4.9955156950672635	497	40
332	untuniutntrng55886	4.9955156950672635	468	40
333	untuniutntrng55886	4.9955156950672635	495	40
334	untuniutntrng55886	4.9955156950672635	472	40
335	untuniutntrng55886	4.9955156950672635	515	40
336	untuniutntrng55886	4.9955156950672635	441	40
337	untuniutntrng55886	4.9955156950672635	473	40
338	untuniutntrng55886	4.9955156950672635	507	40
339	untuniutntrng55886	4.9955156950672635	492	40
340	untuniutntrng55886	4.9955156950672635	499	40
341	untuniutntrng55886	4.9955156950672635	494	40
342	untuniutntrng55886	4.9955156950672635	532	40
343	untuniutntrng55886	4.9955156950672635	470	40
344	untuniutntrng55886	4.9955156950672635	499	40
345	untuniutntrng55886	4.9955156950672635	511	40
346	untuniutntrng55886	4.9955156950672635	510	40
347	untuniutntrng55886	4.9955156950672635	538	40
348	untuniutntrng55886	4.9955156950672635	497	40
349	untuniutntrng55886	4.9955156950672635	528	40
350	untuniutntrng55886	4.9955156950672635	488	40
351	untuniutntrng55886	4.9955156950672635	516	40
352	untuniutntrng55886	4.9955156950672635	514	40
353	untuniutntrng55886	4.9955156950672635	503	40
354	untuniutntrng55886	4.9955156950672635	512	40
355	untuniutntrng55886	4.9955156950672635	519	40
356	untuniutntrng55886	4.9955156950672635	542	40
357	untuniutntrng55886	4.9955156950672635	486	40
358	untuniutntrng55886	4.9955156950672635	500	40
359	untuniutntrng55886	4.9955156950672635	485	40
360	untuniutntrng55886	4.9955156950672635	512	40
361	untuniutntrng55886	4.9955156950672635	549	40
362	untuniutntrng55886	4.9955156950672635	472	40
363	untuniutntrng55886	4.9955156950672635	497	40
364	untuniutntrng55886	4.9955156950672635	502	40
365	untuniutntrng55886	4.9955156950672635	521	40
366	untuniutntrng55886	4.9955156950672635	512	40
367	untuniutntrng55886	4.9955156950672635	499	40
368	untuniutntrng55886	4.9955156950672635	496	40
369	untuniutntrng55886	4.9955156950672635	521	40
370	untuniutntrng55886	4.9955156950672635	517	40
371	untuniutntrng55886	4.9955156950672635	508	40
372	untuniutntrng55886	4.9955156950672635	493	40
373	untuniutntrng55886	4.9955156950672635	478	40
374	untuniutntrng55886	4.9955156950672635	527	40
375	untuniutntrng55886	4.9955156950672635	510	40
376	untuniutntrng55886	4.9955156950672635	522	40
377	untuniutntrng55886	4.9955156950672635	472	40
378	untuniutntrng55886	4.9955156950672635	519	40
379	untuniutntrng55886	4.9955156950672635	507	40
380	untuniutntrng55886	4.9955156950672635	458	40
381	untuniutntrng55886	4.9955156950672635	549	40
382	untuniutntrng55886	4.9955156950672635	519	40
383	untuniutntrng55886	4.9955156950672635	508	40
384	untuniutntrng55886	4.9955156950672635	496	40
385	untuniutntrng55886	4.9955156950672635	507	40
386	untuniutntrng55886	4.9955156950672635	458	40
387	untuniutntrng55886	4.9955156950672635	517	40
388	untuniutntrng55886	4.9955156950672635	461	40
389	untuniutntrng55886	4.9955156950672635	479	40
390	untuniutntrng55886	4.9955156950672635	470	40
391	untuniutntrng55886	4.9955156950672635	532	40
392	untuniutntrng55886	4.9955156950672635	483	40
393	untuniutntrng55886	4.9955156950672635	494	40
394	untuniutntrng55886	4.9955156950672635	486	40
395	untuniutntrng55886	4.9955156950672635	469	40
396	untuniutntrng55886	4.9955156950672635	524	40
397	untuniutntrng55886	4.9955156950672635	501	40
398	untuniutntrng55886	4.9955156950672635	502	40
399	untuniutntrng55886	4.9955156950672635	505	40
400	untuniutntrng55886	5.994618834080717	156	50
401	untuniutntrng55886	5.994618834080717	215	50
402	untuniutntrng55886	5.994618834080717	136	50
403	untuniutntrng55886	5.994618834080717	254	50
404	untuniutntrng55886	5.994618834080717	178	50
405	untuniutntrng55886	5.994618834080717	205	50
406	untuniutntrng55886	5.994618834080717	117	50
407	untuniutntrng55886	5.994618834080717	120	50
408	untuniutntrng55886	5.994618834080717	158	50
409	untuniutntrng55886	5.994618834080717	193	50
410	untuniutntrng55886	5.994618834080717	211	50
411	untuniutntrng55886	5.994618834080717	141	50
412	untuniutntrng55886	5.994618834080717	201	50
413	untuniutntrng55886	5.994618834080717	226	50
414	untuniutntrng55886	5.994618834080717	141	50
415	untuniutntrng55886	5.994618834080717	167	50
416	untuniutntrng55886	5.994618834080717	176	50
417	untuniutntrng55886	5.994618834080717	108	50
418	untuniutntrng55886	5.994618834080717	209	50
419	untuniutntrng55886	5.994618834080717	134	50
420	untuniutntrng55886	5.994618834080717	150	50
421	untuniutntrng55886	5.994618834080717	138	50
422	untuniutntrng55886	5.994618834080717	187	50
423	untuniutntrng55886	5.994618834080717	146	50
424	untuniutntrng55886	5.994618834080717	120	50
425	untuniutntrng55886	5.994618834080717	213	50
426	untuniutntrng55886	5.994618834080717	113	50
427	untuniutntrng55886	5.994618834080717	108	50
428	untuniutntrng55886	5.994618834080717	201	50
429	untuniutntrng55886	5.994618834080717	217	50
430	untuniutntrng55886	5.994618834080717	114	50
431	untuniutntrng55886	5.994618834080717	193	50
432	untuniutntrng55886	5.994618834080717	200	50
433	untuniutntrng55886	5.994618834080717	153	50
434	untuniutntrng55886	5.994618834080717	164	50
435	untuniutntrng55886	5.994618834080717	153	50
436	untuniutntrng55886	5.994618834080717	157	50
437	untuniutntrng55886	5.994618834080717	208	50
438	untuniutntrng55886	5.994618834080717	223	50
439	untuniutntrng55886	5.994618834080717	205	50
440	untuniutntrng55886	5.994618834080717	139	50
441	untuniutntrng55886	5.994618834080717	138	50
442	untuniutntrng55886	5.994618834080717	182	50
443	untuniutntrng55886	5.994618834080717	138	50
444	untuniutntrng55886	5.994618834080717	183	50
445	untuniutntrng55886	5.994618834080717	113	50
446	untuniutntrng55886	5.994618834080717	192	50
447	untuniutntrng55886	5.994618834080717	228	50
448	untuniutntrng55886	5.994618834080717	177	50
449	untuniutntrng55886	5.994618834080717	140	50
450	untuniutntrng55886	5.994618834080717	173	50
451	untuniutntrng55886	5.994618834080717	144	50
452	untuniutntrng55886	5.994618834080717	128	50
453	untuniutntrng55886	5.994618834080717	126	50
454	untuniutntrng55886	5.994618834080717	145	50
455	untuniutntrng55886	5.994618834080717	116	50
456	untuniutntrng55886	5.994618834080717	184	50
457	untuniutntrng55886	5.994618834080717	225	50
458	untuniutntrng55886	5.994618834080717	181	50
459	untuniutntrng55886	5.994618834080717	151	50
460	untuniutntrng55886	5.994618834080717	151	50
461	untuniutntrng55886	5.994618834080717	213	50
462	untuniutntrng55886	5.994618834080717	167	50
463	untuniutntrng55886	5.994618834080717	120	50
464	untuniutntrng55886	5.994618834080717	147	50
465	untuniutntrng55886	5.994618834080717	195	50
466	untuniutntrng55886	5.994618834080717	161	50
467	untuniutntrng55886	5.994618834080717	117	50
468	untuniutntrng55886	5.994618834080717	215	50
469	untuniutntrng55886	5.994618834080717	223	50
470	untuniutntrng55886	5.994618834080717	218	50
471	untuniutntrng55886	5.994618834080717	112	50
472	untuniutntrng55886	5.994618834080717	143	50
473	untuniutntrng55886	5.994618834080717	104	50
474	untuniutntrng55886	5.994618834080717	126	50
475	untuniutntrng55886	5.994618834080717	130	50
476	untuniutntrng55886	5.994618834080717	195	50
477	untuniutntrng55886	5.994618834080717	114	50
478	untuniutntrng55886	5.994618834080717	162	50
479	untuniutntrng55886	5.994618834080717	140	50
480	untuniutntrng55886	5.994618834080717	113	50
481	untuniutntrng55886	5.994618834080717	184	50
482	untuniutntrng55886	5.994618834080717	133	50
483	untuniutntrng55886	5.994618834080717	184	50
484	untuniutntrng55886	5.994618834080717	121	50
485	untuniutntrng55886	5.994618834080717	174	50
486	untuniutntrng55886	5.994618834080717	219	50
487	untuniutntrng55886	5.994618834080717	158	50
488	untuniutntrng55886	5.994618834080717	109	50
489	untuniutntrng55886	5.994618834080717	172	50
490	untuniutntrng55886	5.994618834080717	175	50
491	untuniutntrng55886	5.994618834080717	156	50
492	untuniutntrng55886	5.994618834080717	168	50
493	untuniutntrng55886	5.994618834080717	231	50
494	untuniutntrng55886	5.994618834080717	110	50
495	untuniutntrng55886	5.994618834080717	202	50
496	untuniutntrng55886	5.994618834080717	205	50
497	untuniutntrng55886	5.994618834080717	179	50
498	untuniutntrng55886	5.994618834080717	119	50
499	untuniutntrng55886	5.994618834080717	215	50
