	welsh_words	welsh	welsh_rang	frequency
82	untuniutntrng55886	0.9998999234614004	26255	1000
83	untuniutntrng55886	0.9998999234614002	26073	1000
84	untuniutntrng55886	0.9998999234614004	26332	1000
85	untuniutntrng55886	0.9998999234614004	26014	1000
86	untuniutntrng55886	0.9998999234614004	26254	1000
87	untuniutntrng55886	0.9998999234614004	26186	1000
88	untuniutntrng55886	0.9998999234614004	26082	1000
89	untuniutntrng55886	0.9998999234614004	26187	1000
90	untuniutntrng55886	0.9998999234614004	26139	1000
91	untuniutntrng55886	0.9998999234614004	26016	1000
92	untuniutntrng55886	0.9998999234614004	26175	1000
93	untuniutntrng55886	0.9998999234614004	26196	1000
94	untuniutntrng55886	0.9998999234614004	26163	1000
95	untuniutntrng55886	0.9998999234614004	26399	1000
96	untuniutntrng55886	0.9998999234614004	26255	1000
97	untuniutntrng55886	0.9998999234614004	26300	1000
98	untuniutntrng55886	0.9998999234614004	26211	1000
99	untuniutntrng55886	0.9998999234614004	26240	1000
100	untuniutntrng55886	0.9901370846153592	26055	100
101	untuniutntrng55886	0.9901370846153592	26264	100
102	untuniutntrng55886	0.9901370846153592	26067	100
103	untuniutntrng55886	0.9901370846153592	26320	100
104	untuniutntrng55886	0.9901370846153592	26176	100
105	untuniutntrng55886	0.9901370846153594	26126	100
106	untuniutntrng55886	0.9901370846153592	26332	100
107	untuniutntrng55886	0.9901370846153592	26444	100
108	untuniutntrng55886	0.9901370846153594	25972	100
109	untuniutntrng55886	0.9901370846153592	26321	100
110	untuniutntrng55886	0.9901370846153592	26115	100
111	untuniutntrng55886	0.9901370846153592	26305	100
112	untuniutntrng55886	0.9901370846153592	25989	100
113	untuniutntrng55886	0.9901370846153592	26313	100
114	untuniutntrng55886	0.9901370846153592	26155	100
115	untuniutntrng55886	0.9901370846153592	26202	100
116	untuniutntrng55886	0.9901370846153592	26107	100
117	untuniutntrng55886	0.9901370846153592	26268	100
118	untuniutntrng55886	0.9901370846153592	26322	100
119	untuniutntrng55886	0.9901370846153592	26212	100
120	untuniutntrng55886	0.9901370846153592	26267	100
121	untuniutntrng55886	0.9901370846153594	26114	100
122	untuniutntrng55886	0.9901370846153594	26259	100
123	untuniutntrng55886	0.9901370846153594	26088	100
124	untuniutntrng55886	0.9901370846153592	26038	100
125	untuniutntrng55886	0.9901370846153592	26053	100
126	untuniutntrng55886	0.9901370846153594	26040	100
127	untuniutntrng55886	0.9901370846153594	26070	100
128	untuniutntrng55886	0.9901370846153594	26101	100
129	untuniutntrng55886	0.9901370846153592	26264	100
130	untuniutntrng55886	0.9901370846153594	26355	100
131	untuniutntrng55886	0.9901370846153592	26145	100
132	untuniutntrng55886	0.9901370846153592	26107	100
133	untuniutntrng55886	0.9901370846153592	26269	100
134	untuniutntrng55886	0.9901370846153592	26194	100
135	untuniutntrng55886	0.9901370846153592	26096	100
136	untuniutntrng55886	0.9901370846153592	26145	100
137	untuniutntrng55886	0.9901370846153592	26058	100
138	untuniutntrng55886	0.9901370846153592	26236	100
139	untuniutntrng55886	0.9901370846153594	26248	100
140	untuniutntrng55886	0.9901370846153594	26108	100
141	untuniutntrng55886	0.9901370846153594	26333	100
142	untuniutntrng55886	0.9901370846153594	26038	100
143	untuniutntrng55886	0.9901370846153597	26181	100
144	untuniutntrng55886	0.9901370846153592	26113	100
145	untuniutntrng55886	0.9901370846153592	26446	100
146	untuniutntrng55886	0.9901370846153592	26069	100
147	untuniutntrng55886	0.9901370846153594	26102	100
148	untuniutntrng55886	0.9901370846153592	26322	100
149	untuniutntrng55886	0.9901370846153592	26105	100
150	untuniutntrng55886	0.9901370846153594	26078	100
151	untuniutntrng55886	0.9901370846153592	26261	100
152	untuniutntrng55886	0.9901370846153592	26202	100
153	untuniutntrng55886	0.9901370846153594	26366	100
154	untuniutntrng55886	0.9901370846153592	25982	100
155	untuniutntrng55886	0.9901370846153592	26048	100
156	untuniutntrng55886	0.9901370846153594	26023	100
157	untuniutntrng55886	0.9901370846153594	26351	100
158	untuniutntrng55886	0.9901370846153594	25954	100
159	untuniutntrng55886	0.9901370846153592	25871	100
160	untuniutntrng55886	0.9901370846153592	26050	100
161	untuniutntrng55886	0.9901370846153592	26139	100
162	untuniutntrng55886	0.9901370846153592	26285	100
163	untuniutntrng55886	0.9901370846153594	26311	100
164	untuniutntrng55886	0.9901370846153592	26203	100
165	untuniutntrng55886	0.9901370846153592	26453	100
166	untuniutntrng55886	0.9901370846153594	26261	100
167	untuniutntrng55886	0.9901370846153594	26119	100
168	untuniutntrng55886	0.9901370846153592	26152	100
169	untuniutntrng55886	0.9901370846153592	26166	100
170	untuniutntrng55886	0.9901370846153592	26323	100
171	untuniutntrng55886	0.9901370846153592	26219	100
172	untuniutntrng55886	0.9901370846153592	26146	100
173	untuniutntrng55886	0.9901370846153592	26173	100
174	untuniutntrng55886	0.9901370846153594	26092	100
175	untuniutntrng55886	0.9901370846153592	26069	100
176	untuniutntrng55886	0.9901370846153592	26120	100
177	untuniutntrng55886	0.9901370846153592	26290	100
178	untuniutntrng55886	0.9901370846153592	26120	100
179	untuniutntrng55886	0.9901370846153592	26153	100
180	untuniutntrng55886	0.9901370846153592	26135	100
181	untuniutntrng55886	0.9901370846153592	26320	100
182	untuniutntrng55886	0.9901370846153592	26305	100
183	untuniutntrng55886	0.9901370846153592	25933	100
184	untuniutntrng55886	0.9901370846153592	26086	100
185	untuniutntrng55886	0.9901370846153592	26221	100
186	untuniutntrng55886	0.9901370846153594	26412	100
187	untuniutntrng55886	0.9901370846153592	26280	100
188	untuniutntrng55886	0.9901370846153592	26384	100
189	untuniutntrng55886	0.9901370846153592	26136	100
190	untuniutntrng55886	0.9901370846153594	26206	100
191	untuniutntrng55886	0.9901370846153594	26210	100
192	untuniutntrng55886	0.9901370846153592	26264	100
193	untuniutntrng55886	0.9901370846153592	26253	100
194	untuniutntrng55886	0.9901370846153594	25976	100
195	untuniutntrng55886	0.9901370846153592	26267	100
196	untuniutntrng55886	0.9901370846153592	26311	100
197	untuniutntrng55886	0.9901370846153592	26163	100
198	untuniutntrng55886	0.9901370846153592	26507	100
199	untuniutntrng55886	0.9901370846153592	26126	100
200	untuniutntrng55886	0.9999749782728904	25976	2000
201	untuniutntrng55886	0.9999749782728904	26286	2000
202	untuniutntrng55886	0.9999749782728904	26111	2000
203	untuniutntrng55886	0.9999749782728904	26278	2000
204	untuniutntrng55886	0.9999749782728906	26196	2000
205	untuniutntrng55886	0.9999749782728904	26283	2000
206	untuniutntrng55886	0.9999749782728904	26153	2000
207	untuniutntrng55886	0.9999749782728906	26154	2000
208	untuniutntrng55886	0.9999749782728904	26162	2000
209	untuniutntrng55886	0.9999749782728906	26348	2000
210	untuniutntrng55886	0.9999749782728904	26049	2000
211	untuniutntrng55886	0.9999749782728904	26106	2000
212	untuniutntrng55886	0.9999749782728906	26163	2000
213	untuniutntrng55886	0.9999749782728906	26180	2000
214	untuniutntrng55886	0.9999749782728904	26253	2000
215	untuniutntrng55886	0.9999749782728906	26106	2000
216	untuniutntrng55886	0.9999749782728906	26016	2000
217	untuniutntrng55886	0.9999749782728906	26355	2000
218	untuniutntrng55886	0.9999749782728904	26298	2000
219	untuniutntrng55886	0.9999749782728904	26317	2000
220	untuniutntrng55886	0.9999749782728906	26222	2000
221	untuniutntrng55886	0.9999749782728904	26236	2000
222	untuniutntrng55886	0.9999749782728904	25865	2000
223	untuniutntrng55886	0.9999749782728906	26307	2000
224	untuniutntrng55886	0.9999749782728904	26131	2000
225	untuniutntrng55886	0.9999749782728906	26180	2000
226	untuniutntrng55886	0.9999749782728904	26195	2000
227	untuniutntrng55886	0.9999749782728906	26022	2000
228	untuniutntrng55886	0.9999749782728906	26099	2000
229	untuniutntrng55886	0.9999749782728904	26250	2000
230	untuniutntrng55886	0.9999749782728906	26056	2000
231	untuniutntrng55886	0.9999749782728906	26137	2000
232	untuniutntrng55886	0.9999749782728904	26299	2000
233	untuniutntrng55886	0.9999749782728906	26075	2000
234	untuniutntrng55886	0.9999749782728906	26006	2000
235	untuniutntrng55886	0.9999749782728906	26277	2000
236	untuniutntrng55886	0.9999749782728906	26047	2000
237	untuniutntrng55886	0.9999749782728904	26113	2000
238	untuniutntrng55886	0.9999749782728906	26177	2000
239	untuniutntrng55886	0.9999749782728906	26169	2000
240	untuniutntrng55886	0.9999749782728906	26008	2000
241	untuniutntrng55886	0.9999749782728906	26044	2000
242	untuniutntrng55886	0.9999749782728904	26003	2000
243	untuniutntrng55886	0.9999749782728904	26148	2000
244	untuniutntrng55886	0.9999749782728904	26104	2000
245	untuniutntrng55886	0.9999749782728906	26167	2000
246	untuniutntrng55886	0.9999749782728906	26103	2000
247	untuniutntrng55886	0.9999749782728904	26126	2000
248	untuniutntrng55886	0.9999749782728906	26327	2000
249	untuniutntrng55886	0.9999749782728906	26173	2000
250	untuniutntrng55886	0.9999749782728906	25910	2000
251	untuniutntrng55886	0.9999749782728904	26273	2000
252	untuniutntrng55886	0.9999749782728906	26093	2000
253	untuniutntrng55886	0.9999749782728906	26184	2000
254	untuniutntrng55886	0.9999749782728904	26087	2000
255	untuniutntrng55886	0.9999749782728904	26252	2000
256	untuniutntrng55886	0.9999749782728904	26035	2000
257	untuniutntrng55886	0.9999749782728904	26285	2000
258	untuniutntrng55886	0.9999749782728904	26193	2000
259	untuniutntrng55886	0.9999749782728904	26258	2000
260	untuniutntrng55886	0.9999749782728904	26070	2000
261	untuniutntrng55886	0.9999749782728906	26093	2000
262	untuniutntrng55886	0.9999749782728904	26103	2000
263	untuniutntrng55886	0.9999749782728904	26168	2000
264	untuniutntrng55886	0.9999749782728906	26171	2000
265	untuniutntrng55886	0.9999749782728906	26227	2000
266	untuniutntrng55886	0.9999749782728904	26234	2000
267	untuniutntrng55886	0.9999749782728906	26143	2000
268	untuniutntrng55886	0.9999749782728904	26153	2000
269	untuniutntrng55886	0.9999749782728904	26066	2000
270	untuniutntrng55886	0.9999749782728904	26117	2000
271	untuniutntrng55886	0.9999749782728904	26072	2000
272	untuniutntrng55886	0.9999749782728904	26048	2000
273	untuniutntrng55886	0.9999749782728904	26166	2000
274	untuniutntrng55886	0.9999749782728904	26319	2000
275	untuniutntrng55886	0.9999749782728906	26131	2000
276	untuniutntrng55886	0.9999749782728906	26118	2000
277	untuniutntrng55886	0.9999749782728906	26044	2000
278	untuniutntrng55886	0.9999749782728904	26210	2000
279	untuniutntrng55886	0.9999749782728904	26339	2000
280	untuniutntrng55886	0.9999749782728904	26408	2000
281	untuniutntrng55886	0.9999749782728904	26150	2000
282	untuniutntrng55886	0.9999749782728904	26148	2000
283	untuniutntrng55886	0.9999749782728906	26270	2000
284	untuniutntrng55886	0.9999749782728904	26032	2000
285	untuniutntrng55886	0.9999749782728904	25994	2000
286	untuniutntrng55886	0.9999749782728904	26235	2000
287	untuniutntrng55886	0.9999749782728904	26108	2000
288	untuniutntrng55886	0.9999749782728904	25917	2000
289	untuniutntrng55886	0.9999749782728904	26220	2000
290	untuniutntrng55886	0.9999749782728906	26095	2000
291	untuniutntrng55886	0.9999749782728906	25946	2000
292	untuniutntrng55886	0.9999749782728904	26032	2000
293	untuniutntrng55886	0.9999749782728906	26069	2000
294	untuniutntrng55886	0.9999749782728904	26042	2000
295	untuniutntrng55886	0.9999749782728906	26066	2000
296	untuniutntrng55886	0.9999749782728904	26168	2000
297	untuniutntrng55886	0.9999749782728906	26153	2000
298	untuniutntrng55886	0.9999749782728904	26110	2000
299	untuniutntrng55886	0.9999749782728904	26073	2000
300	untuniutntrng55886	0.9975068857193332	26076	200
301	untuniutntrng55886	0.9975068857193332	26010	200
302	untuniutntrng55886	0.9975068857193332	26019	200
303	untuniutntrng55886	0.9975068857193332	26220	200
304	untuniutntrng55886	0.9975068857193334	26068	200
305	untuniutntrng55886	0.9975068857193334	26437	200
306	untuniutntrng55886	0.9975068857193332	26518	200
307	untuniutntrng55886	0.9975068857193332	26129	200
308	untuniutntrng55886	0.9975068857193332	26109	200
309	untuniutntrng55886	0.9975068857193332	26047	200
310	untuniutntrng55886	0.9975068857193334	26143	200
311	untuniutntrng55886	0.9975068857193332	26107	200
312	untuniutntrng55886	0.9975068857193332	26246	200
313	untuniutntrng55886	0.9975068857193334	26061	200
314	untuniutntrng55886	0.9975068857193334	26140	200
315	untuniutntrng55886	0.9975068857193332	26048	200
316	untuniutntrng55886	0.9975068857193332	26065	200
317	untuniutntrng55886	0.9975068857193332	26101	200
318	untuniutntrng55886	0.9975068857193334	26167	200
319	untuniutntrng55886	0.9975068857193332	26071	200
320	untuniutntrng55886	0.9975068857193334	25910	200
321	untuniutntrng55886	0.9975068857193332	26007	200
322	untuniutntrng55886	0.9975068857193332	25988	200
323	untuniutntrng55886	0.9975068857193332	26302	200
324	untuniutntrng55886	0.9975068857193334	26059	200
325	untuniutntrng55886	0.9975068857193332	26263	200
326	untuniutntrng55886	0.9975068857193332	26332	200
327	untuniutntrng55886	0.9975068857193334	26058	200
328	untuniutntrng55886	0.9975068857193332	25866	200
329	untuniutntrng55886	0.9975068857193332	26076	200
330	untuniutntrng55886	0.9975068857193332	26183	200
331	untuniutntrng55886	0.9975068857193334	26224	200
332	untuniutntrng55886	0.9975068857193332	26052	200
333	untuniutntrng55886	0.9975068857193332	25948	200
334	untuniutntrng55886	0.9975068857193332	26147	200
335	untuniutntrng55886	0.9975068857193332	26106	200
336	untuniutntrng55886	0.9975068857193332	26273	200
337	untuniutntrng55886	0.9975068857193332	26115	200
338	untuniutntrng55886	0.9975068857193332	26107	200
339	untuniutntrng55886	0.9975068857193332	26168	200
340	untuniutntrng55886	0.9975068857193332	26174	200
341	untuniutntrng55886	0.9975068857193332	25995	200
342	untuniutntrng55886	0.9975068857193332	25992	200
343	untuniutntrng55886	0.9975068857193332	26087	200
344	untuniutntrng55886	0.9975068857193332	26013	200
345	untuniutntrng55886	0.9975068857193334	26270	200
346	untuniutntrng55886	0.9975068857193334	26059	200
347	untuniutntrng55886	0.9975068857193334	26115	200
348	untuniutntrng55886	0.9975068857193332	26291	200
349	untuniutntrng55886	0.9975068857193334	26267	200
350	untuniutntrng55886	0.9975068857193332	26249	200
351	untuniutntrng55886	0.9975068857193332	26077	200
352	untuniutntrng55886	0.9975068857193332	26249	200
353	untuniutntrng55886	0.9975068857193334	26041	200
354	untuniutntrng55886	0.9975068857193332	26134	200
355	untuniutntrng55886	0.9975068857193334	26021	200
356	untuniutntrng55886	0.9975068857193332	26303	200
357	untuniutntrng55886	0.9975068857193334	26219	200
358	untuniutntrng55886	0.9975068857193332	26120	200
359	untuniutntrng55886	0.9975068857193332	26368	200
360	untuniutntrng55886	0.9975068857193334	26050	200
361	untuniutntrng55886	0.9975068857193332	26123	200
362	untuniutntrng55886	0.9975068857193332	26123	200
363	untuniutntrng55886	0.9975068857193332	26117	200
364	untuniutntrng55886	0.9975068857193334	26074	200
365	untuniutntrng55886	0.9975068857193332	26222	200
366	untuniutntrng55886	0.9975068857193334	26088	200
367	untuniutntrng55886	0.9975068857193332	26074	200
368	untuniutntrng55886	0.9975068857193332	26110	200
369	untuniutntrng55886	0.9975068857193332	26118	200
370	untuniutntrng55886	0.9975068857193332	26034	200
371	untuniutntrng55886	0.9975068857193334	26190	200
372	untuniutntrng55886	0.9975068857193332	26015	200
373	untuniutntrng55886	0.9975068857193332	26005	200
374	untuniutntrng55886	0.9975068857193332	26197	200
375	untuniutntrng55886	0.9975068857193332	26119	200
376	untuniutntrng55886	0.9975068857193332	26335	200
377	untuniutntrng55886	0.9975068857193332	26186	200
378	untuniutntrng55886	0.9975068857193334	25952	200
379	untuniutntrng55886	0.9975068857193332	26181	200
380	untuniutntrng55886	0.9975068857193332	26037	200
381	untuniutntrng55886	0.9975068857193332	26099	200
382	untuniutntrng55886	0.9975068857193332	26185	200
383	untuniutntrng55886	0.9975068857193332	26053	200
384	untuniutntrng55886	0.9975068857193334	26069	200
385	untuniutntrng55886	0.9975068857193332	26130	200
386	untuniutntrng55886	0.9975068857193332	25915	200
387	untuniutntrng55886	0.9975068857193334	26247	200
388	untuniutntrng55886	0.9975068857193332	26086	200
389	untuniutntrng55886	0.9975068857193332	26177	200
390	untuniutntrng55886	0.9975068857193334	26055	200
391	untuniutntrng55886	0.9975068857193332	26230	200
392	untuniutntrng55886	0.9975068857193332	26364	200
393	untuniutntrng55886	0.9975068857193334	26251	200
394	untuniutntrng55886	0.9975068857193334	26208	200
395	untuniutntrng55886	0.9975068857193332	26155	200
396	untuniutntrng55886	0.9975068857193332	26365	200
397	untuniutntrng55886	0.9975068857193334	26161	200
398	untuniutntrng55886	0.9975068857193332	26132	200
399	untuniutntrng55886	0.9975068857193334	25993	200
400	untuniutntrng55886	0.8162521849216934	28139	20
401	untuniutntrng55886	0.8162521849216934	28345	20
402	untuniutntrng55886	0.8162521849216934	28197	20
403	untuniutntrng55886	0.8162521849216934	27982	20
404	untuniutntrng55886	0.8162521849216934	28150	20
405	untuniutntrng55886	0.8162521849216934	28242	20
406	untuniutntrng55886	0.8162521849216934	28080	20
407	untuniutntrng55886	0.8162521849216934	28362	20
408	untuniutntrng55886	0.8162521849216934	28077	20
409	untuniutntrng55886	0.8162521849216934	28277	20
410	untuniutntrng55886	0.8162521849216934	28138	20
411	untuniutntrng55886	0.8162521849216934	28008	20
412	untuniutntrng55886	0.8162521849216934	28100	20
413	untuniutntrng55886	0.8162521849216934	28009	20
414	untuniutntrng55886	0.8162521849216934	27884	20
415	untuniutntrng55886	0.8162521849216934	28174	20
416	untuniutntrng55886	0.8162521849216934	28166	20
417	untuniutntrng55886	0.8162521849216934	28367	20
418	untuniutntrng55886	0.8162521849216934	28233	20
419	untuniutntrng55886	0.8162521849216934	27888	20
420	untuniutntrng55886	0.8162521849216934	28262	20
421	untuniutntrng55886	0.8162521849216934	28218	20
422	untuniutntrng55886	0.8162521849216934	28211	20
423	untuniutntrng55886	0.8162521849216934	28234	20
424	untuniutntrng55886	0.8162521849216934	27963	20
425	untuniutntrng55886	0.8162521849216934	28031	20
426	untuniutntrng55886	0.8162521849216934	27978	20
427	untuniutntrng55886	0.8162521849216934	28289	20
428	untuniutntrng55886	0.8162521849216934	28079	20
429	untuniutntrng55886	0.8162521849216934	27995	20
430	untuniutntrng55886	0.8162521849216934	28199	20
431	untuniutntrng55886	0.8162521849216934	27974	20
432	untuniutntrng55886	0.8162521849216934	28309	20
433	untuniutntrng55886	0.8162521849216934	28331	20
434	untuniutntrng55886	0.8162521849216934	27983	20
435	untuniutntrng55886	0.8162521849216934	28230	20
436	untuniutntrng55886	0.8162521849216934	28202	20
437	untuniutntrng55886	0.8162521849216934	28237	20
438	untuniutntrng55886	0.8162521849216934	28137	20
439	untuniutntrng55886	0.8162521849216934	28093	20
440	untuniutntrng55886	0.8162521849216934	28211	20
441	untuniutntrng55886	0.8162521849216934	28146	20
442	untuniutntrng55886	0.8162521849216934	27855	20
443	untuniutntrng55886	0.8162521849216934	28120	20
444	untuniutntrng55886	0.8162521849216934	28036	20
445	untuniutntrng55886	0.8162521849216934	28172	20
446	untuniutntrng55886	0.8162521849216934	28041	20
447	untuniutntrng55886	0.8162521849216934	28413	20
448	untuniutntrng55886	0.8162521849216934	27977	20
449	untuniutntrng55886	0.8162521849216934	28210	20
450	untuniutntrng55886	0.8162521849216934	28150	20
451	untuniutntrng55886	0.8162521849216934	27946	20
452	untuniutntrng55886	0.8162521849216934	28131	20
453	untuniutntrng55886	0.8162521849216934	28172	20
454	untuniutntrng55886	0.8162521849216934	28147	20
455	untuniutntrng55886	0.8162521849216934	28174	20
456	untuniutntrng55886	0.8162521849216934	27987	20
457	untuniutntrng55886	0.8162521849216934	28095	20
458	untuniutntrng55886	0.8162521849216934	28125	20
459	untuniutntrng55886	0.8162521849216934	28270	20
460	untuniutntrng55886	0.8162521849216934	28075	20
461	untuniutntrng55886	0.8162521849216934	28120	20
462	untuniutntrng55886	0.8162521849216934	28078	20
463	untuniutntrng55886	0.8162521849216934	28107	20
464	untuniutntrng55886	0.8162521849216934	28045	20
465	untuniutntrng55886	0.8162521849216934	28171	20
466	untuniutntrng55886	0.8162521849216934	28013	20
467	untuniutntrng55886	0.8162521849216934	28074	20
468	untuniutntrng55886	0.8162521849216934	27985	20
469	untuniutntrng55886	0.8162521849216934	27995	20
470	untuniutntrng55886	0.8162521849216934	28221	20
471	untuniutntrng55886	0.8162521849216934	28167	20
472	untuniutntrng55886	0.8162521849216934	28243	20
473	untuniutntrng55886	0.8162521849216934	27913	20
474	untuniutntrng55886	0.8162521849216934	28201	20
475	untuniutntrng55886	0.8162521849216934	28194	20
476	untuniutntrng55886	0.8162521849216934	28096	20
477	untuniutntrng55886	0.8162521849216934	28409	20
478	untuniutntrng55886	0.8162521849216934	28129	20
479	untuniutntrng55886	0.8162521849216934	28276	20
480	untuniutntrng55886	0.8162521849216934	28017	20
481	untuniutntrng55886	0.8162521849216934	28115	20
482	untuniutntrng55886	0.8162521849216934	28076	20
483	untuniutntrng55886	0.8162521849216934	28414	20
484	untuniutntrng55886	0.8162521849216934	28052	20
485	untuniutntrng55886	0.8162521849216934	28207	20
486	untuniutntrng55886	0.8162521849216934	28032	20
487	untuniutntrng55886	0.8162521849216934	28172	20
488	untuniutntrng55886	0.8162521849216934	28267	20
489	untuniutntrng55886	0.8162521849216934	28077	20
490	untuniutntrng55886	0.8162521849216934	27890	20
491	untuniutntrng55886	0.8162521849216934	28179	20
492	untuniutntrng55886	0.8162521849216934	28324	20
493	untuniutntrng55886	0.8162521849216934	28115	20
494	untuniutntrng55886	0.8162521849216934	28163	20
495	untuniutntrng55886	0.8162521849216934	28340	20
496	untuniutntrng55886	0.8162521849216934	28125	20
497	untuniutntrng55886	0.8162521849216934	28313	20
498	untuniutntrng55886	0.8162521849216934	28024	20
499	untuniutntrng55886	0.8162521849216934	28093	20
500	untuniutntrng55886	0.9988896768932451	26076	300
501	untuniutntrng55886	0.9988896768932451	26171	300
502	untuniutntrng55886	0.9988896768932448	26057	300
503	untuniutntrng55886	0.9988896768932448	26361	300
504	untuniutntrng55886	0.9988896768932451	26277	300
505	untuniutntrng55886	0.9988896768932451	26159	300
506	untuniutntrng55886	0.9988896768932451	26017	300
507	untuniutntrng55886	0.9988896768932451	26154	300
508	untuniutntrng55886	0.9988896768932451	26256	300
509	untuniutntrng55886	0.9988896768932451	26116	300
510	untuniutntrng55886	0.9988896768932451	26086	300
511	untuniutntrng55886	0.9988896768932448	26286	300
512	untuniutntrng55886	0.9988896768932451	26236	300
513	untuniutntrng55886	0.9988896768932448	26079	300
514	untuniutntrng55886	0.9988896768932448	26128	300
515	untuniutntrng55886	0.9988896768932451	26015	300
516	untuniutntrng55886	0.9988896768932448	25902	300
517	untuniutntrng55886	0.9988896768932451	26333	300
518	untuniutntrng55886	0.9988896768932451	26309	300
519	untuniutntrng55886	0.9988896768932451	26445	300
520	untuniutntrng55886	0.9988896768932448	26327	300
521	untuniutntrng55886	0.9988896768932448	26047	300
522	untuniutntrng55886	0.9988896768932448	26101	300
523	untuniutntrng55886	0.9988896768932451	26079	300
524	untuniutntrng55886	0.9988896768932448	26150	300
525	untuniutntrng55886	0.9988896768932448	26185	300
526	untuniutntrng55886	0.9988896768932451	26230	300
527	untuniutntrng55886	0.9988896768932448	26140	300
528	untuniutntrng55886	0.9988896768932448	26179	300
