	chi_square_words	chi_square	chi_square_rang	frequency
62	untuniutntrng55886	979.4952959551275	1	1000
63	untuniutntrng55886	979.4952959551275	1	1000
64	untuniutntrng55886	979.4952959551275	1	1000
65	untuniutntrng55886	979.4952959551275	1	1000
66	untuniutntrng55886	979.4952959551275	1	1000
67	untuniutntrng55886	979.4952959551275	1	1000
68	untuniutntrng55886	979.4952959551275	1	1000
69	untuniutntrng55886	979.4952959551275	1	1000
70	untuniutntrng55886	979.4952959551275	1	1000
71	untuniutntrng55886	979.4952959551275	1	1000
72	untuniutntrng55886	979.4952959551275	1	1000
73	untuniutntrng55886	979.4952959551275	1	1000
74	untuniutntrng55886	979.4952959551275	1	1000
75	untuniutntrng55886	979.4952959551275	1	1000
76	untuniutntrng55886	979.4952959551275	1	1000
77	untuniutntrng55886	979.4952959551275	1	1000
78	untuniutntrng55886	979.4952959551275	1	1000
79	untuniutntrng55886	979.4952959551275	1	1000
80	untuniutntrng55886	979.4952959551275	1	1000
81	untuniutntrng55886	979.4952959551275	1	1000
82	untuniutntrng55886	979.4952959551275	1	1000
83	untuniutntrng55886	979.4952959551275	1	1000
84	untuniutntrng55886	979.4952959551275	1	1000
85	untuniutntrng55886	979.4952959551275	1	1000
86	untuniutntrng55886	979.4952959551275	1	1000
87	untuniutntrng55886	979.4952959551275	1	1000
88	untuniutntrng55886	979.4952959551275	1	1000
89	untuniutntrng55886	979.4952959551275	1	1000
90	untuniutntrng55886	979.4952959551275	1	1000
91	untuniutntrng55886	979.4952959551275	1	1000
92	untuniutntrng55886	979.4952959551275	1	1000
93	untuniutntrng55886	979.4952959551275	1	1000
94	untuniutntrng55886	979.4952959551275	1	1000
95	untuniutntrng55886	979.4952959551275	1	1000
96	untuniutntrng55886	979.4952959551275	1	1000
97	untuniutntrng55886	979.4952959551275	1	1000
98	untuniutntrng55886	979.4952959551275	1	1000
99	untuniutntrng55886	979.4952959551275	1	1000
100	untuniutntrng55886	83.24364790558002	1	100
101	untuniutntrng55886	83.24364790558002	1	100
102	untuniutntrng55886	83.24364790558002	1	100
103	untuniutntrng55886	83.24364790558002	1	100
104	untuniutntrng55886	83.24364790558002	1	100
105	untuniutntrng55886	83.24364790558002	1	100
106	untuniutntrng55886	83.24364790558002	1	100
107	untuniutntrng55886	83.24364790558002	1	100
108	untuniutntrng55886	83.24364790558002	1	100
109	untuniutntrng55886	83.24364790558002	1	100
110	untuniutntrng55886	83.24364790558002	1	100
111	untuniutntrng55886	83.24364790558002	1	100
112	untuniutntrng55886	83.24364790558002	1	100
113	untuniutntrng55886	83.24364790558002	1	100
114	untuniutntrng55886	83.24364790558002	1	100
115	untuniutntrng55886	83.24364790558002	1	100
116	untuniutntrng55886	83.24364790558002	1	100
117	untuniutntrng55886	83.24364790558002	1	100
118	untuniutntrng55886	83.24364790558002	1	100
119	untuniutntrng55886	83.24364790558002	1	100
120	untuniutntrng55886	83.24364790558002	1	100
121	untuniutntrng55886	83.24364790558002	1	100
122	untuniutntrng55886	83.24364790558002	1	100
123	untuniutntrng55886	83.24364790558002	1	100
124	untuniutntrng55886	83.24364790558002	1	100
125	untuniutntrng55886	83.24364790558002	1	100
126	untuniutntrng55886	83.24364790558002	1	100
127	untuniutntrng55886	83.24364790558002	1	100
128	untuniutntrng55886	83.24364790558002	1	100
129	untuniutntrng55886	83.24364790558002	1	100
130	untuniutntrng55886	83.24364790558002	1	100
131	untuniutntrng55886	83.24364790558002	1	100
132	untuniutntrng55886	83.24364790558002	1	100
133	untuniutntrng55886	83.24364790558002	1	100
134	untuniutntrng55886	83.24364790558002	1	100
135	untuniutntrng55886	83.24364790558002	1	100
136	untuniutntrng55886	83.24364790558002	1	100
137	untuniutntrng55886	83.24364790558002	1	100
138	untuniutntrng55886	83.24364790558002	1	100
139	untuniutntrng55886	83.24364790558002	1	100
140	untuniutntrng55886	83.24364790558002	1	100
141	untuniutntrng55886	83.24364790558002	1	100
142	untuniutntrng55886	83.24364790558002	1	100
143	untuniutntrng55886	83.24364790558002	1	100
144	untuniutntrng55886	83.24364790558002	1	100
145	untuniutntrng55886	83.24364790558002	1	100
146	untuniutntrng55886	83.24364790558002	1	100
147	untuniutntrng55886	83.24364790558002	1	100
148	untuniutntrng55886	83.24364790558002	1	100
149	untuniutntrng55886	83.24364790558002	1	100
150	untuniutntrng55886	83.24364790558002	1	100
151	untuniutntrng55886	83.24364790558002	1	100
152	untuniutntrng55886	83.24364790558002	1	100
153	untuniutntrng55886	83.24364790558002	1	100
154	untuniutntrng55886	83.24364790558002	1	100
155	untuniutntrng55886	83.24364790558002	1	100
156	untuniutntrng55886	83.24364790558002	1	100
157	untuniutntrng55886	83.24364790558002	1	100
158	untuniutntrng55886	83.24364790558002	1	100
159	untuniutntrng55886	83.24364790558002	1	100
160	untuniutntrng55886	83.24364790558002	1	100
161	untuniutntrng55886	83.24364790558002	1	100
162	untuniutntrng55886	83.24364790558002	1	100
163	untuniutntrng55886	83.24364790558002	1	100
164	untuniutntrng55886	83.24364790558002	1	100
165	untuniutntrng55886	83.24364790558002	1	100
166	untuniutntrng55886	83.24364790558002	1	100
167	untuniutntrng55886	83.24364790558002	1	100
168	untuniutntrng55886	83.24364790558002	1	100
169	untuniutntrng55886	83.24364790558002	1	100
170	untuniutntrng55886	83.24364790558002	1	100
171	untuniutntrng55886	83.24364790558002	1	100
172	untuniutntrng55886	83.24364790558002	1	100
173	untuniutntrng55886	83.24364790558002	1	100
174	untuniutntrng55886	83.24364790558002	1	100
175	untuniutntrng55886	83.24364790558002	1	100
176	untuniutntrng55886	83.24364790558002	1	100
177	untuniutntrng55886	83.24364790558002	1	100
178	untuniutntrng55886	83.24364790558002	1	100
179	untuniutntrng55886	83.24364790558002	1	100
180	untuniutntrng55886	83.24364790558002	1	100
181	untuniutntrng55886	83.24364790558002	1	100
182	untuniutntrng55886	83.24364790558002	1	100
183	untuniutntrng55886	83.24364790558002	1	100
184	untuniutntrng55886	83.24364790558002	1	100
185	untuniutntrng55886	83.24364790558002	1	100
186	untuniutntrng55886	83.24364790558002	1	100
187	untuniutntrng55886	83.24364790558002	1	100
188	untuniutntrng55886	83.24364790558002	1	100
189	untuniutntrng55886	83.24364790558002	1	100
190	untuniutntrng55886	83.24364790558002	1	100
191	untuniutntrng55886	83.24364790558002	1	100
192	untuniutntrng55886	83.24364790558002	1	100
193	untuniutntrng55886	83.24364790558002	1	100
194	untuniutntrng55886	83.24364790558002	1	100
195	untuniutntrng55886	83.24364790558002	1	100
196	untuniutntrng55886	83.24364790558002	1	100
197	untuniutntrng55886	83.24364790558002	1	100
198	untuniutntrng55886	83.24364790558002	1	100
199	untuniutntrng55886	83.24364790558002	1	100
200	untuniutntrng55886	1978.4042978687407	1	2000
201	untuniutntrng55886	1978.4042978687407	1	2000
202	untuniutntrng55886	1978.4042978687407	1	2000
203	untuniutntrng55886	1978.4042978687407	1	2000
204	untuniutntrng55886	1978.4042978687407	1	2000
205	untuniutntrng55886	1978.4042978687407	1	2000
206	untuniutntrng55886	1978.4042978687407	1	2000
207	untuniutntrng55886	1978.4042978687407	1	2000
208	untuniutntrng55886	1978.4042978687407	1	2000
209	untuniutntrng55886	1978.4042978687407	1	2000
210	untuniutntrng55886	1978.4042978687407	1	2000
211	untuniutntrng55886	1978.4042978687407	1	2000
212	untuniutntrng55886	1978.4042978687407	1	2000
213	untuniutntrng55886	1978.4042978687407	1	2000
214	untuniutntrng55886	1978.4042978687407	1	2000
215	untuniutntrng55886	1978.4042978687407	1	2000
216	untuniutntrng55886	1978.4042978687407	1	2000
217	untuniutntrng55886	1978.4042978687407	1	2000
218	untuniutntrng55886	1978.4042978687407	1	2000
219	untuniutntrng55886	1978.4042978687407	1	2000
220	untuniutntrng55886	1978.4042978687407	1	2000
221	untuniutntrng55886	1978.4042978687407	1	2000
222	untuniutntrng55886	1978.4042978687407	1	2000
223	untuniutntrng55886	1978.4042978687407	1	2000
224	untuniutntrng55886	1978.4042978687407	1	2000
225	untuniutntrng55886	1978.4042978687407	1	2000
226	untuniutntrng55886	1978.4042978687407	1	2000
227	untuniutntrng55886	1978.4042978687407	1	2000
228	untuniutntrng55886	1978.4042978687407	1	2000
229	untuniutntrng55886	1978.4042978687407	1	2000
230	untuniutntrng55886	1978.4042978687407	1	2000
231	untuniutntrng55886	1978.4042978687407	1	2000
232	untuniutntrng55886	1978.4042978687407	1	2000
233	untuniutntrng55886	1978.4042978687407	1	2000
234	untuniutntrng55886	1978.4042978687407	1	2000
235	untuniutntrng55886	1978.4042978687407	1	2000
236	untuniutntrng55886	1978.4042978687407	1	2000
237	untuniutntrng55886	1978.4042978687407	1	2000
238	untuniutntrng55886	1978.4042978687407	1	2000
239	untuniutntrng55886	1978.4042978687407	1	2000
240	untuniutntrng55886	1978.4042978687407	1	2000
241	untuniutntrng55886	1978.4042978687407	1	2000
242	untuniutntrng55886	1978.4042978687407	1	2000
243	untuniutntrng55886	1978.4042978687407	1	2000
244	untuniutntrng55886	1978.4042978687407	1	2000
245	untuniutntrng55886	1978.4042978687407	1	2000
246	untuniutntrng55886	1978.4042978687407	1	2000
247	untuniutntrng55886	1978.4042978687407	1	2000
248	untuniutntrng55886	1978.4042978687407	1	2000
249	untuniutntrng55886	1978.4042978687407	1	2000
250	untuniutntrng55886	1978.4042978687407	1	2000
251	untuniutntrng55886	1978.4042978687407	1	2000
252	untuniutntrng55886	1978.4042978687407	1	2000
253	untuniutntrng55886	1978.4042978687407	1	2000
254	untuniutntrng55886	1978.4042978687407	1	2000
255	untuniutntrng55886	1978.4042978687407	1	2000
256	untuniutntrng55886	1978.4042978687407	1	2000
257	untuniutntrng55886	1978.4042978687407	1	2000
258	untuniutntrng55886	1978.4042978687407	1	2000
259	untuniutntrng55886	1978.4042978687407	1	2000
260	untuniutntrng55886	1978.4042978687407	1	2000
261	untuniutntrng55886	1978.4042978687407	1	2000
262	untuniutntrng55886	1978.4042978687407	1	2000
263	untuniutntrng55886	1978.4042978687407	1	2000
264	untuniutntrng55886	1978.4042978687407	1	2000
265	untuniutntrng55886	1978.4042978687407	1	2000
266	untuniutntrng55886	1978.4042978687407	1	2000
267	untuniutntrng55886	1978.4042978687407	1	2000
268	untuniutntrng55886	1978.4042978687407	1	2000
269	untuniutntrng55886	1978.4042978687407	1	2000
270	untuniutntrng55886	1978.4042978687407	1	2000
271	untuniutntrng55886	1978.4042978687407	1	2000
272	untuniutntrng55886	1978.4042978687407	1	2000
273	untuniutntrng55886	1978.4042978687407	1	2000
274	untuniutntrng55886	1978.4042978687407	1	2000
275	untuniutntrng55886	1978.4042978687407	1	2000
276	untuniutntrng55886	1978.4042978687407	1	2000
277	untuniutntrng55886	1978.4042978687407	1	2000
278	untuniutntrng55886	1978.4042978687407	1	2000
279	untuniutntrng55886	1978.4042978687407	1	2000
280	untuniutntrng55886	1978.4042978687407	1	2000
281	untuniutntrng55886	1978.4042978687407	1	2000
282	untuniutntrng55886	1978.4042978687407	1	2000
283	untuniutntrng55886	1978.4042978687407	1	2000
284	untuniutntrng55886	1978.4042978687407	1	2000
285	untuniutntrng55886	1978.4042978687407	1	2000
286	untuniutntrng55886	1978.4042978687407	1	2000
287	untuniutntrng55886	1978.4042978687407	1	2000
288	untuniutntrng55886	1978.4042978687407	1	2000
289	untuniutntrng55886	1978.4042978687407	1	2000
290	untuniutntrng55886	1978.4042978687407	1	2000
291	untuniutntrng55886	1978.4042978687407	1	2000
292	untuniutntrng55886	1978.4042978687407	1	2000
293	untuniutntrng55886	1978.4042978687407	1	2000
294	untuniutntrng55886	1978.4042978687407	1	2000
295	untuniutntrng55886	1978.4042978687407	1	2000
296	untuniutntrng55886	1978.4042978687407	1	2000
297	untuniutntrng55886	1978.4042978687407	1	2000
298	untuniutntrng55886	1978.4042978687407	1	2000
299	untuniutntrng55886	1978.4042978687407	1	2000
300	untuniutntrng55886	181.6388099868186	1	200
301	untuniutntrng55886	181.6388099868186	1	200
302	untuniutntrng55886	181.6388099868186	1	200
303	untuniutntrng55886	181.6388099868186	1	200
304	untuniutntrng55886	181.6388099868186	1	200
305	untuniutntrng55886	181.6388099868186	1	200
306	untuniutntrng55886	181.6388099868186	1	200
307	untuniutntrng55886	181.6388099868186	1	200
308	untuniutntrng55886	181.6388099868186	1	200
309	untuniutntrng55886	181.6388099868186	1	200
310	untuniutntrng55886	181.6388099868186	1	200
311	untuniutntrng55886	181.6388099868186	1	200
312	untuniutntrng55886	181.6388099868186	1	200
313	untuniutntrng55886	181.6388099868186	1	200
314	untuniutntrng55886	181.6388099868186	1	200
315	untuniutntrng55886	181.6388099868186	1	200
316	untuniutntrng55886	181.6388099868186	1	200
317	untuniutntrng55886	181.6388099868186	1	200
318	untuniutntrng55886	181.6388099868186	1	200
319	untuniutntrng55886	181.6388099868186	1	200
320	untuniutntrng55886	181.6388099868186	1	200
321	untuniutntrng55886	181.6388099868186	1	200
322	untuniutntrng55886	181.6388099868186	1	200
323	untuniutntrng55886	181.6388099868186	1	200
324	untuniutntrng55886	181.6388099868186	1	200
325	untuniutntrng55886	181.6388099868186	1	200
326	untuniutntrng55886	181.6388099868186	1	200
327	untuniutntrng55886	181.6388099868186	1	200
328	untuniutntrng55886	181.6388099868186	1	200
329	untuniutntrng55886	181.6388099868186	1	200
330	untuniutntrng55886	181.6388099868186	1	200
331	untuniutntrng55886	181.6388099868186	1	200
332	untuniutntrng55886	181.6388099868186	1	200
333	untuniutntrng55886	181.6388099868186	1	200
334	untuniutntrng55886	181.6388099868186	1	200
335	untuniutntrng55886	181.6388099868186	1	200
336	untuniutntrng55886	181.6388099868186	1	200
337	untuniutntrng55886	181.6388099868186	1	200
338	untuniutntrng55886	181.6388099868186	1	200
339	untuniutntrng55886	181.6388099868186	1	200
340	untuniutntrng55886	181.6388099868186	1	200
341	untuniutntrng55886	181.6388099868186	1	200
342	untuniutntrng55886	181.6388099868186	1	200
343	untuniutntrng55886	181.6388099868186	1	200
344	untuniutntrng55886	181.6388099868186	1	200
345	untuniutntrng55886	181.6388099868186	1	200
346	untuniutntrng55886	181.6388099868186	1	200
347	untuniutntrng55886	181.6388099868186	1	200
348	untuniutntrng55886	181.6388099868186	1	200
349	untuniutntrng55886	181.6388099868186	1	200
350	untuniutntrng55886	181.6388099868186	1	200
351	untuniutntrng55886	181.6388099868186	1	200
352	untuniutntrng55886	181.6388099868186	1	200
353	untuniutntrng55886	181.6388099868186	1	200
354	untuniutntrng55886	181.6388099868186	1	200
355	untuniutntrng55886	181.6388099868186	1	200
356	untuniutntrng55886	181.6388099868186	1	200
357	untuniutntrng55886	181.6388099868186	1	200
358	untuniutntrng55886	181.6388099868186	1	200
359	untuniutntrng55886	181.6388099868186	1	200
360	untuniutntrng55886	181.6388099868186	1	200
361	untuniutntrng55886	181.6388099868186	1	200
362	untuniutntrng55886	181.6388099868186	1	200
363	untuniutntrng55886	181.6388099868186	1	200
364	untuniutntrng55886	181.6388099868186	1	200
365	untuniutntrng55886	181.6388099868186	1	200
366	untuniutntrng55886	181.6388099868186	1	200
367	untuniutntrng55886	181.6388099868186	1	200
368	untuniutntrng55886	181.6388099868186	1	200
369	untuniutntrng55886	181.6388099868186	1	200
370	untuniutntrng55886	181.6388099868186	1	200
371	untuniutntrng55886	181.6388099868186	1	200
372	untuniutntrng55886	181.6388099868186	1	200
373	untuniutntrng55886	181.6388099868186	1	200
374	untuniutntrng55886	181.6388099868186	1	200
375	untuniutntrng55886	181.6388099868186	1	200
376	untuniutntrng55886	181.6388099868186	1	200
377	untuniutntrng55886	181.6388099868186	1	200
378	untuniutntrng55886	181.6388099868186	1	200
379	untuniutntrng55886	181.6388099868186	1	200
380	untuniutntrng55886	181.6388099868186	1	200
381	untuniutntrng55886	181.6388099868186	1	200
382	untuniutntrng55886	181.6388099868186	1	200
383	untuniutntrng55886	181.6388099868186	1	200
384	untuniutntrng55886	181.6388099868186	1	200
385	untuniutntrng55886	181.6388099868186	1	200
386	untuniutntrng55886	181.6388099868186	1	200
387	untuniutntrng55886	181.6388099868186	1	200
388	untuniutntrng55886	181.6388099868186	1	200
389	untuniutntrng55886	181.6388099868186	1	200
390	untuniutntrng55886	181.6388099868186	1	200
391	untuniutntrng55886	181.6388099868186	1	200
392	untuniutntrng55886	181.6388099868186	1	200
393	untuniutntrng55886	181.6388099868186	1	200
394	untuniutntrng55886	181.6388099868186	1	200
395	untuniutntrng55886	181.6388099868186	1	200
396	untuniutntrng55886	181.6388099868186	1	200
397	untuniutntrng55886	181.6388099868186	1	200
398	untuniutntrng55886	181.6388099868186	1	200
399	untuniutntrng55886	181.6388099868186	1	200
400	untuniutntrng55886	9.982064792973247	40	20
401	untuniutntrng55886	9.982064792973247	33	20
402	untuniutntrng55886	9.982064792973247	28	20
403	untuniutntrng55886	9.982064792973247	40	20
404	untuniutntrng55886	9.982064792973247	33	20
405	untuniutntrng55886	9.982064792973247	24	20
406	untuniutntrng55886	9.982064792973247	25	20
407	untuniutntrng55886	9.982064792973247	35	20
408	untuniutntrng55886	9.982064792973247	41	20
409	untuniutntrng55886	9.982064792973247	41	20
410	untuniutntrng55886	9.982064792973247	35	20
411	untuniutntrng55886	9.982064792973247	29	20
412	untuniutntrng55886	9.982064792973247	32	20
413	untuniutntrng55886	9.982064792973247	37	20
414	untuniutntrng55886	9.982064792973247	33	20
415	untuniutntrng55886	9.982064792973247	37	20
416	untuniutntrng55886	9.982064792973247	40	20
417	untuniutntrng55886	9.982064792973247	45	20
418	untuniutntrng55886	9.982064792973247	31	20
419	untuniutntrng55886	9.982064792973247	34	20
420	untuniutntrng55886	9.982064792973247	36	20
421	untuniutntrng55886	9.982064792973247	43	20
422	untuniutntrng55886	9.982064792973247	35	20
423	untuniutntrng55886	9.982064792973247	31	20
424	untuniutntrng55886	9.982064792973247	36	20
425	untuniutntrng55886	9.982064792973247	27	20
426	untuniutntrng55886	9.982064792973247	35	20
427	untuniutntrng55886	9.982064792973247	29	20
428	untuniutntrng55886	9.982064792973247	37	20
429	untuniutntrng55886	9.982064792973247	42	20
430	untuniutntrng55886	9.982064792973247	40	20
431	untuniutntrng55886	9.982064792973247	37	20
432	untuniutntrng55886	9.982064792973247	29	20
433	untuniutntrng55886	9.982064792973247	30	20
434	untuniutntrng55886	9.982064792973247	37	20
435	untuniutntrng55886	9.982064792973247	36	20
436	untuniutntrng55886	9.982064792973247	27	20
437	untuniutntrng55886	9.982064792973247	40	20
438	untuniutntrng55886	9.982064792973247	35	20
439	untuniutntrng55886	9.982064792973247	32	20
440	untuniutntrng55886	9.982064792973247	36	20
441	untuniutntrng55886	9.982064792973247	36	20
442	untuniutntrng55886	9.982064792973247	26	20
443	untuniutntrng55886	9.982064792973247	26	20
444	untuniutntrng55886	9.982064792973247	36	20
445	untuniutntrng55886	9.982064792973247	41	20
446	untuniutntrng55886	9.982064792973247	28	20
447	untuniutntrng55886	9.982064792973247	32	20
448	untuniutntrng55886	9.982064792973247	42	20
449	untuniutntrng55886	9.982064792973247	32	20
450	untuniutntrng55886	9.982064792973247	45	20
451	untuniutntrng55886	9.982064792973247	34	20
452	untuniutntrng55886	9.982064792973247	30	20
453	untuniutntrng55886	9.982064792973247	35	20
454	untuniutntrng55886	9.982064792973247	31	20
455	untuniutntrng55886	9.982064792973247	31	20
456	untuniutntrng55886	9.982064792973247	34	20
457	untuniutntrng55886	9.982064792973247	26	20
458	untuniutntrng55886	9.982064792973247	35	20
459	untuniutntrng55886	9.982064792973247	35	20
460	untuniutntrng55886	9.982064792973247	35	20
461	untuniutntrng55886	9.982064792973247	31	20
462	untuniutntrng55886	9.982064792973247	36	20
463	untuniutntrng55886	9.982064792973247	40	20
464	untuniutntrng55886	9.982064792973247	37	20
465	untuniutntrng55886	9.982064792973247	36	20
466	untuniutntrng55886	9.982064792973247	28	20
467	untuniutntrng55886	9.982064792973247	33	20
468	untuniutntrng55886	9.982064792973247	35	20
469	untuniutntrng55886	9.982064792973247	41	20
470	untuniutntrng55886	9.982064792973247	36	20
471	untuniutntrng55886	9.982064792973247	31	20
472	untuniutntrng55886	9.982064792973247	24	20
473	untuniutntrng55886	9.982064792973247	40	20
474	untuniutntrng55886	9.982064792973247	29	20
475	untuniutntrng55886	9.982064792973247	34	20
476	untuniutntrng55886	9.982064792973247	42	20
477	untuniutntrng55886	9.982064792973247	29	20
478	untuniutntrng55886	9.982064792973247	54	20
479	untuniutntrng55886	9.982064792973247	41	20
480	untuniutntrng55886	9.982064792973247	41	20
481	untuniutntrng55886	9.982064792973247	39	20
482	untuniutntrng55886	9.982064792973247	36	20
483	untuniutntrng55886	9.982064792973247	41	20
484	untuniutntrng55886	9.982064792973247	35	20
485	untuniutntrng55886	9.982064792973247	30	20
486	untuniutntrng55886	9.982064792973247	39	20
487	untuniutntrng55886	9.982064792973247	34	20
488	untuniutntrng55886	9.982064792973247	29	20
489	untuniutntrng55886	9.982064792973247	33	20
490	untuniutntrng55886	9.982064792973247	39	20
491	untuniutntrng55886	9.982064792973247	25	20
492	untuniutntrng55886	9.982064792973247	43	20
493	untuniutntrng55886	9.982064792973247	41	20
494	untuniutntrng55886	9.982064792973247	34	20
495	untuniutntrng55886	9.982064792973247	34	20
496	untuniutntrng55886	9.982064792973247	39	20
497	untuniutntrng55886	9.982064792973247	48	20
498	untuniutntrng55886	9.982064792973247	32	20
499	untuniutntrng55886	9.982064792973247	31	20
500	untuniutntrng55886	280.98094195562385	1	300
501	untuniutntrng55886	280.98094195562385	1	300
502	untuniutntrng55886	280.98094195562385	1	300
503	untuniutntrng55886	280.98094195562385	1	300
504	untuniutntrng55886	280.98094195562385	1	300
505	untuniutntrng55886	280.98094195562385	1	300
506	untuniutntrng55886	280.98094195562385	1	300
507	untuniutntrng55886	280.98094195562385	1	300
508	untuniutntrng55886	280.98094195562385	1	300
509	untuniutntrng55886	280.98094195562385	1	300
510	untuniutntrng55886	280.98094195562385	1	300
511	untuniutntrng55886	280.98094195562385	1	300
512	untuniutntrng55886	280.98094195562385	1	300
513	untuniutntrng55886	280.98094195562385	1	300
514	untuniutntrng55886	280.98094195562385	1	300
515	untuniutntrng55886	280.98094195562385	1	300
516	untuniutntrng55886	280.98094195562385	1	300
517	untuniutntrng55886	280.98094195562385	1	300
518	untuniutntrng55886	280.98094195562385	1	300
519	untuniutntrng55886	280.98094195562385	1	300
520	untuniutntrng55886	280.98094195562385	1	300
521	untuniutntrng55886	280.98094195562385	1	300
522	untuniutntrng55886	280.98094195562385	1	300
523	untuniutntrng55886	280.98094195562385	1	300
524	untuniutntrng55886	280.98094195562385	1	300
525	untuniutntrng55886	280.98094195562385	1	300
526	untuniutntrng55886	280.98094195562385	1	300
527	untuniutntrng55886	280.98094195562385	1	300
528	untuniutntrng55886	280.98094195562385	1	300
529	untuniutntrng55886	280.98094195562385	1	300
530	untuniutntrng55886	280.98094195562385	1	300
531	untuniutntrng55886	280.98094195562385	1	300
532	untuniutntrng55886	280.98094195562385	1	300
533	untuniutntrng55886	280.98094195562385	1	300
534	untuniutntrng55886	280.98094195562385	1	300
535	untuniutntrng55886	280.98094195562385	1	300
536	untuniutntrng55886	280.98094195562385	1	300
537	untuniutntrng55886	280.98094195562385	1	300
538	untuniutntrng55886	280.98094195562385	1	300
539	untuniutntrng55886	280.98094195562385	1	300
540	untuniutntrng55886	280.98094195562385	1	300
541	untuniutntrng55886	280.98094195562385	1	300
542	untuniutntrng55886	280.98094195562385	1	300
543	untuniutntrng55886	280.98094195562385	1	300
544	untuniutntrng55886	280.98094195562385	1	300
545	untuniutntrng55886	280.98094195562385	1	300
546	untuniutntrng55886	280.98094195562385	1	300
547	untuniutntrng55886	280.98094195562385	1	300
548	untuniutntrng55886	280.98094195562385	1	300
549	untuniutntrng55886	280.98094195562385	1	300
550	untuniutntrng55886	280.98094195562385	1	300
551	untuniutntrng55886	280.98094195562385	1	300
552	untuniutntrng55886	280.98094195562385	1	300
553	untuniutntrng55886	280.98094195562385	1	300
554	untuniutntrng55886	280.98094195562385	1	300
555	untuniutntrng55886	280.98094195562385	1	300
556	untuniutntrng55886	280.98094195562385	1	300
557	untuniutntrng55886	280.98094195562385	1	300
558	untuniutntrng55886	280.98094195562385	1	300
559	untuniutntrng55886	280.98094195562385	1	300
560	untuniutntrng55886	280.98094195562385	1	300
561	untuniutntrng55886	280.98094195562385	1	300
562	untuniutntrng55886	280.98094195562385	1	300
563	untuniutntrng55886	280.98094195562385	1	300
564	untuniutntrng55886	280.98094195562385	1	300
565	untuniutntrng55886	280.98094195562385	1	300
566	untuniutntrng55886	280.98094195562385	1	300
567	untuniutntrng55886	280.98094195562385	1	300
