	zeta_sd0_words	zeta_sd0	zeta_sd0_rang	frequency
40	untuniutntrng55886	0.0008960559048715492	35987	1000
41	untuniutntrng55886	0.0008960559048715492	36258	1000
42	untuniutntrng55886	0.0008960559048715492	34614	1000
43	untuniutntrng55886	0.0008960559048715492	34998	1000
44	untuniutntrng55886	0.0008960559048715492	35140	1000
45	untuniutntrng55886	0.0008960559048715492	36336	1000
46	untuniutntrng55886	0.0008960559048715492	36399	1000
47	untuniutntrng55886	0.0008960559048715492	34049	1000
48	untuniutntrng55886	0.0008960559048715492	33848	1000
49	untuniutntrng55886	0.0008960559048715492	34822	1000
50	untuniutntrng55886	0.0008960559048715492	34469	1000
51	untuniutntrng55886	0.0008960559048715492	36608	1000
52	untuniutntrng55886	0.0008960559048715492	34133	1000
53	untuniutntrng55886	0.0008960559048715492	36487	1000
54	untuniutntrng55886	0.0008960559048715492	34751	1000
55	untuniutntrng55886	0.0008960559048715492	34812	1000
56	untuniutntrng55886	0.0008960559048715492	35892	1000
57	untuniutntrng55886	0.0008960559048715492	36347	1000
58	untuniutntrng55886	0.0008960559048715492	36472	1000
59	untuniutntrng55886	0.0008960559048715492	34035	1000
60	untuniutntrng55886	0.0008960559048715492	34503	1000
61	untuniutntrng55886	0.0008960559048715492	34084	1000
62	untuniutntrng55886	0.0008960559048715492	35390	1000
63	untuniutntrng55886	0.0008960559048715492	34030	1000
64	untuniutntrng55886	0.0008960559048715492	35047	1000
65	untuniutntrng55886	0.0008960559048715492	35417	1000
66	untuniutntrng55886	0.0008960559048715492	34092	1000
67	untuniutntrng55886	0.0008960559048715492	35993	1000
68	untuniutntrng55886	0.0008960559048715492	36248	1000
69	untuniutntrng55886	0.0008960559048715492	34207	1000
70	untuniutntrng55886	0.0008960559048715492	33868	1000
71	untuniutntrng55886	0.0008960559048715492	34608	1000
72	untuniutntrng55886	0.0008960559048715492	36384	1000
73	untuniutntrng55886	0.0008960559048715492	34460	1000
74	untuniutntrng55886	0.0008960559048715492	34103	1000
75	untuniutntrng55886	0.0008960559048715492	34190	1000
76	untuniutntrng55886	0.0008960559048715492	34387	1000
77	untuniutntrng55886	0.0008960559048715492	34651	1000
78	untuniutntrng55886	0.0008960559048715492	34045	1000
79	untuniutntrng55886	0.0008960559048715492	35853	1000
80	untuniutntrng55886	0.0008960559048715492	35359	1000
81	untuniutntrng55886	0.0008960559048715492	34307	1000
82	untuniutntrng55886	0.0008960559048715492	34226	1000
83	untuniutntrng55886	0.0008960559048715492	36297	1000
84	untuniutntrng55886	0.0008960559048715492	34313	1000
85	untuniutntrng55886	0.0008960559048715492	33799	1000
86	untuniutntrng55886	0.0008960559048715492	34611	1000
87	untuniutntrng55886	0.0008960559048715492	36300	1000
88	untuniutntrng55886	0.0008960559048715492	33741	1000
89	untuniutntrng55886	0.0008960559048715492	34067	1000
90	untuniutntrng55886	0.0008960559048715492	34485	1000
91	untuniutntrng55886	0.0008960559048715492	34779	1000
92	untuniutntrng55886	0.0008960559048715492	33991	1000
93	untuniutntrng55886	0.0008960559048715492	34559	1000
94	untuniutntrng55886	0.0008960559048715492	34735	1000
95	untuniutntrng55886	0.0008960559048715492	36173	1000
96	untuniutntrng55886	0.0008960559048715492	36128	1000
97	untuniutntrng55886	0.0008960559048715492	34090	1000
98	untuniutntrng55886	0.0008960559048715492	36541	1000
99	untuniutntrng55886	0.0008960559048715492	34764	1000
100	untuniutntrng55886	0.0008960559048715492	35092	100
101	untuniutntrng55886	0.0008960559048715492	34001	100
102	untuniutntrng55886	0.0008960559048715492	36436	100
103	untuniutntrng55886	0.0008960559048715492	35999	100
104	untuniutntrng55886	0.0008960559048715492	34939	100
105	untuniutntrng55886	0.0008960559048715492	35813	100
106	untuniutntrng55886	0.0008960559048715492	33985	100
107	untuniutntrng55886	0.0008960559048715492	34778	100
108	untuniutntrng55886	0.0008960559048715492	35830	100
109	untuniutntrng55886	0.0008960559048715492	35388	100
110	untuniutntrng55886	0.0008960559048715492	34770	100
111	untuniutntrng55886	0.0008960559048715492	36479	100
112	untuniutntrng55886	0.0008960559048715492	35825	100
113	untuniutntrng55886	0.0008960559048715492	35984	100
114	untuniutntrng55886	0.0008960559048715492	36372	100
115	untuniutntrng55886	0.0008960559048715492	36236	100
116	untuniutntrng55886	0.0008960559048715492	34037	100
117	untuniutntrng55886	0.0008960559048715492	36172	100
118	untuniutntrng55886	0.0008960559048715492	35851	100
119	untuniutntrng55886	0.0008960559048715492	36069	100
120	untuniutntrng55886	0.0008960559048715492	35218	100
121	untuniutntrng55886	0.0008960559048715492	35710	100
122	untuniutntrng55886	0.0008960559048715492	34962	100
123	untuniutntrng55886	0.0008960559048715492	33873	100
124	untuniutntrng55886	0.0008960559048715492	35892	100
125	untuniutntrng55886	0.0008960559048715492	34017	100
126	untuniutntrng55886	0.0008960559048715492	34082	100
127	untuniutntrng55886	0.0008960559048715492	33981	100
128	untuniutntrng55886	0.0008960559048715492	33762	100
129	untuniutntrng55886	0.0008960559048715492	33914	100
130	untuniutntrng55886	0.0008960559048715492	36807	100
131	untuniutntrng55886	0.0008960559048715492	35741	100
132	untuniutntrng55886	0.0008960559048715492	35955	100
133	untuniutntrng55886	0.0008960559048715492	34990	100
134	untuniutntrng55886	0.0008960559048715492	34287	100
135	untuniutntrng55886	0.0008960559048715492	35144	100
136	untuniutntrng55886	0.0008960559048715492	35813	100
137	untuniutntrng55886	0.0008960559048715492	36047	100
138	untuniutntrng55886	0.0008960559048715492	35879	100
139	untuniutntrng55886	0.0008960559048715492	35238	100
140	untuniutntrng55886	0.0008960559048715492	34069	100
141	untuniutntrng55886	0.0008960559048715492	36816	100
142	untuniutntrng55886	0.0008960559048715492	35444	100
143	untuniutntrng55886	0.0008960559048715492	35054	100
144	untuniutntrng55886	0.0008960559048715492	35267	100
145	untuniutntrng55886	0.0008960559048715492	35528	100
146	untuniutntrng55886	0.0008960559048715492	34178	100
147	untuniutntrng55886	0.0008960559048715492	34341	100
148	untuniutntrng55886	0.0008960559048715492	34165	100
149	untuniutntrng55886	0.0008960559048715492	34390	100
150	untuniutntrng55886	0.0008960559048715492	33761	100
151	untuniutntrng55886	0.0008960559048715492	34246	100
152	untuniutntrng55886	0.0008960559048715492	34422	100
153	untuniutntrng55886	0.0008960559048715492	35343	100
154	untuniutntrng55886	0.0008960559048715492	35489	100
155	untuniutntrng55886	0.0008960559048715492	34848	100
156	untuniutntrng55886	0.0008960559048715492	36546	100
157	untuniutntrng55886	0.0008960559048715492	35375	100
158	untuniutntrng55886	0.0008960559048715492	33943	100
159	untuniutntrng55886	0.0008960559048715492	36336	100
160	untuniutntrng55886	0.0008960559048715492	35709	100
161	untuniutntrng55886	0.0008960559048715492	34984	100
162	untuniutntrng55886	0.0008960559048715492	35103	100
163	untuniutntrng55886	0.0008960559048715492	36310	100
164	untuniutntrng55886	0.0008960559048715492	36071	100
165	untuniutntrng55886	0.0008960559048715492	36235	100
166	untuniutntrng55886	0.0008960559048715492	35635	100
167	untuniutntrng55886	0.0008960559048715492	35369	100
168	untuniutntrng55886	0.0008960559048715492	36283	100
169	untuniutntrng55886	0.0008960559048715492	34313	100
170	untuniutntrng55886	0.0008960559048715492	35571	100
171	untuniutntrng55886	0.0008960559048715492	34463	100
172	untuniutntrng55886	0.0008960559048715492	33599	100
173	untuniutntrng55886	0.0008960559048715492	35975	100
174	untuniutntrng55886	0.0008960559048715492	35711	100
175	untuniutntrng55886	0.0008960559048715492	33801	100
176	untuniutntrng55886	0.0008960559048715492	34812	100
177	untuniutntrng55886	0.0008960559048715492	34132	100
178	untuniutntrng55886	0.0008960559048715492	35130	100
179	untuniutntrng55886	0.0008960559048715492	36156	100
180	untuniutntrng55886	0.0008960559048715492	33887	100
181	untuniutntrng55886	0.0008960559048715492	33926	100
182	untuniutntrng55886	0.0008960559048715492	35646	100
183	untuniutntrng55886	0.0008960559048715492	35126	100
184	untuniutntrng55886	0.0008960559048715492	33857	100
185	untuniutntrng55886	0.0008960559048715492	35654	100
186	untuniutntrng55886	0.0008960559048715492	34732	100
187	untuniutntrng55886	0.0008960559048715492	36044	100
188	untuniutntrng55886	0.0008960559048715492	36272	100
189	untuniutntrng55886	0.0008960559048715492	36224	100
190	untuniutntrng55886	0.0008960559048715492	35842	100
191	untuniutntrng55886	0.0008960559048715492	34279	100
192	untuniutntrng55886	0.0008960559048715492	34018	100
193	untuniutntrng55886	0.0008960559048715492	35934	100
194	untuniutntrng55886	0.0008960559048715492	33883	100
195	untuniutntrng55886	0.0008960559048715492	34167	100
196	untuniutntrng55886	0.0008960559048715492	33981	100
197	untuniutntrng55886	0.0008960559048715492	35876	100
198	untuniutntrng55886	0.0008960559048715492	35101	100
199	untuniutntrng55886	0.0008960559048715492	34010	100
200	untuniutntrng55886	0.0008960559048715492	34009	2000
201	untuniutntrng55886	0.0008960559048715492	34591	2000
202	untuniutntrng55886	0.0008960559048715492	34098	2000
203	untuniutntrng55886	0.0008960559048715492	34633	2000
204	untuniutntrng55886	0.0008960559048715492	34109	2000
205	untuniutntrng55886	0.0008960559048715492	35367	2000
206	untuniutntrng55886	0.0008960559048715492	35393	2000
207	untuniutntrng55886	0.0008960559048715492	35670	2000
208	untuniutntrng55886	0.0008960559048715492	35353	2000
209	untuniutntrng55886	0.0008960559048715492	35812	2000
210	untuniutntrng55886	0.0008960559048715492	34197	2000
211	untuniutntrng55886	0.0008960559048715492	35672	2000
212	untuniutntrng55886	0.0008960559048715492	36500	2000
213	untuniutntrng55886	0.0008960559048715492	33990	2000
214	untuniutntrng55886	0.0008960559048715492	34361	2000
215	untuniutntrng55886	0.0008960559048715492	33886	2000
216	untuniutntrng55886	0.0008960559048715492	34004	2000
217	untuniutntrng55886	0.0008960559048715492	34237	2000
218	untuniutntrng55886	0.0008960559048715492	34471	2000
219	untuniutntrng55886	0.0008960559048715492	35342	2000
220	untuniutntrng55886	0.0008960559048715492	34215	2000
221	untuniutntrng55886	0.0008960559048715492	34030	2000
222	untuniutntrng55886	0.0008960559048715492	33798	2000
223	untuniutntrng55886	0.0008960559048715492	35702	2000
224	untuniutntrng55886	0.0008960559048715492	36073	2000
225	untuniutntrng55886	0.0008960559048715492	35774	2000
226	untuniutntrng55886	0.0008960559048715492	34141	2000
227	untuniutntrng55886	0.0008960559048715492	34074	2000
228	untuniutntrng55886	0.0008960559048715492	36145	2000
229	untuniutntrng55886	0.0008960559048715492	34344	2000
230	untuniutntrng55886	0.0008960559048715492	34701	2000
231	untuniutntrng55886	0.0008960559048715492	36460	2000
232	untuniutntrng55886	0.0008960559048715492	35608	2000
233	untuniutntrng55886	0.0008960559048715492	34060	2000
234	untuniutntrng55886	0.0008960559048715492	35522	2000
235	untuniutntrng55886	0.0008960559048715492	34387	2000
236	untuniutntrng55886	0.0008960559048715492	33831	2000
237	untuniutntrng55886	0.0008960559048715492	34237	2000
238	untuniutntrng55886	0.0008960559048715492	35081	2000
239	untuniutntrng55886	0.0008960559048715492	33855	2000
240	untuniutntrng55886	0.0008960559048715492	34872	2000
241	untuniutntrng55886	0.0008960559048715492	33927	2000
242	untuniutntrng55886	0.0008960559048715492	35366	2000
243	untuniutntrng55886	0.0008960559048715492	36468	2000
244	untuniutntrng55886	0.0008960559048715492	35291	2000
245	untuniutntrng55886	0.0008960559048715492	36027	2000
246	untuniutntrng55886	0.0008960559048715492	34766	2000
247	untuniutntrng55886	0.0008960559048715492	34516	2000
248	untuniutntrng55886	0.0008960559048715492	35950	2000
249	untuniutntrng55886	0.0008960559048715492	34110	2000
250	untuniutntrng55886	0.0008960559048715492	34991	2000
251	untuniutntrng55886	0.0008960559048715492	36192	2000
252	untuniutntrng55886	0.0008960559048715492	33690	2000
253	untuniutntrng55886	0.0008960559048715492	36796	2000
254	untuniutntrng55886	0.0008960559048715492	35425	2000
255	untuniutntrng55886	0.0008960559048715492	35668	2000
256	untuniutntrng55886	0.0008960559048715492	36476	2000
257	untuniutntrng55886	0.0008960559048715492	34272	2000
258	untuniutntrng55886	0.0008960559048715492	35933	2000
259	untuniutntrng55886	0.0008960559048715492	34519	2000
260	untuniutntrng55886	0.0008960559048715492	35885	2000
261	untuniutntrng55886	0.0008960559048715492	35255	2000
262	untuniutntrng55886	0.0008960559048715492	36129	2000
263	untuniutntrng55886	0.0008960559048715492	35862	2000
264	untuniutntrng55886	0.0008960559048715492	36181	2000
265	untuniutntrng55886	0.0008960559048715492	35019	2000
266	untuniutntrng55886	0.0008960559048715492	34314	2000
267	untuniutntrng55886	0.0008960559048715492	36060	2000
268	untuniutntrng55886	0.0008960559048715492	33924	2000
269	untuniutntrng55886	0.0008960559048715492	35032	2000
270	untuniutntrng55886	0.0008960559048715492	36183	2000
271	untuniutntrng55886	0.0008960559048715492	34930	2000
272	untuniutntrng55886	0.0008960559048715492	33905	2000
273	untuniutntrng55886	0.0008960559048715492	34681	2000
274	untuniutntrng55886	0.0008960559048715492	34740	2000
275	untuniutntrng55886	0.0008960559048715492	34948	2000
276	untuniutntrng55886	0.0008960559048715492	34022	2000
277	untuniutntrng55886	0.0008960559048715492	33879	2000
278	untuniutntrng55886	0.0008960559048715492	36627	2000
279	untuniutntrng55886	0.0008960559048715492	35772	2000
280	untuniutntrng55886	0.0008960559048715492	34847	2000
281	untuniutntrng55886	0.0008960559048715492	35492	2000
282	untuniutntrng55886	0.0008960559048715492	34313	2000
283	untuniutntrng55886	0.0008960559048715492	35017	2000
284	untuniutntrng55886	0.0008960559048715492	36403	2000
285	untuniutntrng55886	0.0008960559048715492	35084	2000
286	untuniutntrng55886	0.0008960559048715492	34297	2000
287	untuniutntrng55886	0.0008960559048715492	35736	2000
288	untuniutntrng55886	0.0008960559048715492	34021	2000
289	untuniutntrng55886	0.0008960559048715492	36520	2000
290	untuniutntrng55886	0.0008960559048715492	35386	2000
291	untuniutntrng55886	0.0008960559048715492	36296	2000
292	untuniutntrng55886	0.0008960559048715492	33886	2000
293	untuniutntrng55886	0.0008960559048715492	36083	2000
294	untuniutntrng55886	0.0008960559048715492	33977	2000
295	untuniutntrng55886	0.0008960559048715492	34448	2000
296	untuniutntrng55886	0.0008960559048715492	33760	2000
297	untuniutntrng55886	0.0008960559048715492	34845	2000
298	untuniutntrng55886	0.0008960559048715492	35238	2000
299	untuniutntrng55886	0.0008960559048715492	35689	2000
300	untuniutntrng55886	0.0008960559048715492	36139	200
301	untuniutntrng55886	0.0008960559048715492	34125	200
302	untuniutntrng55886	0.0008960559048715492	34644	200
303	untuniutntrng55886	0.0008960559048715492	35909	200
304	untuniutntrng55886	0.0008960559048715492	34518	200
305	untuniutntrng55886	0.0008960559048715492	35926	200
306	untuniutntrng55886	0.0008960559048715492	36170	200
307	untuniutntrng55886	0.0008960559048715492	34114	200
308	untuniutntrng55886	0.0008960559048715492	34598	200
309	untuniutntrng55886	0.0008960559048715492	36024	200
310	untuniutntrng55886	0.0008960559048715492	33923	200
311	untuniutntrng55886	0.0008960559048715492	34265	200
312	untuniutntrng55886	0.0008960559048715492	34272	200
313	untuniutntrng55886	0.0008960559048715492	34509	200
314	untuniutntrng55886	0.0008960559048715492	34088	200
315	untuniutntrng55886	0.0008960559048715492	34354	200
316	untuniutntrng55886	0.0008960559048715492	33892	200
317	untuniutntrng55886	0.0008960559048715492	36514	200
318	untuniutntrng55886	0.0008960559048715492	33824	200
319	untuniutntrng55886	0.0008960559048715492	34194	200
320	untuniutntrng55886	0.0008960559048715492	36420	200
321	untuniutntrng55886	0.0008960559048715492	33759	200
322	untuniutntrng55886	0.0008960559048715492	35339	200
323	untuniutntrng55886	0.0008960559048715492	34696	200
324	untuniutntrng55886	0.0008960559048715492	33832	200
325	untuniutntrng55886	0.0008960559048715492	34584	200
326	untuniutntrng55886	0.0008960559048715492	34599	200
327	untuniutntrng55886	0.0008960559048715492	35085	200
328	untuniutntrng55886	0.0008960559048715492	36127	200
329	untuniutntrng55886	0.0008960559048715492	35816	200
330	untuniutntrng55886	0.0008960559048715492	35679	200
331	untuniutntrng55886	0.0008960559048715492	35938	200
332	untuniutntrng55886	0.0008960559048715492	33784	200
333	untuniutntrng55886	0.0008960559048715492	34603	200
334	untuniutntrng55886	0.0008960559048715492	36282	200
335	untuniutntrng55886	0.0008960559048715492	34155	200
336	untuniutntrng55886	0.0008960559048715492	35157	200
337	untuniutntrng55886	0.0008960559048715492	34077	200
338	untuniutntrng55886	0.0008960559048715492	35286	200
339	untuniutntrng55886	0.0008960559048715492	35305	200
340	untuniutntrng55886	0.0008960559048715492	34513	200
341	untuniutntrng55886	0.0008960559048715492	33670	200
342	untuniutntrng55886	0.0008960559048715492	34619	200
343	untuniutntrng55886	0.0008960559048715492	33710	200
344	untuniutntrng55886	0.0008960559048715492	34663	200
345	untuniutntrng55886	0.0008960559048715492	36100	200
346	untuniutntrng55886	0.0008960559048715492	34701	200
347	untuniutntrng55886	0.0008960559048715492	33748	200
348	untuniutntrng55886	0.0008960559048715492	34480	200
349	untuniutntrng55886	0.0008960559048715492	33872	200
350	untuniutntrng55886	0.0008960559048715492	34465	200
351	untuniutntrng55886	0.0008960559048715492	34282	200
352	untuniutntrng55886	0.0008960559048715492	34135	200
353	untuniutntrng55886	0.0008960559048715492	35551	200
354	untuniutntrng55886	0.0008960559048715492	34250	200
355	untuniutntrng55886	0.0008960559048715492	34097	200
356	untuniutntrng55886	0.0008960559048715492	36299	200
357	untuniutntrng55886	0.0008960559048715492	33984	200
358	untuniutntrng55886	0.0008960559048715492	36067	200
359	untuniutntrng55886	0.0008960559048715492	36174	200
360	untuniutntrng55886	0.0008960559048715492	34518	200
361	untuniutntrng55886	0.0008960559048715492	34342	200
362	untuniutntrng55886	0.0008960559048715492	33980	200
363	untuniutntrng55886	0.0008960559048715492	33762	200
364	untuniutntrng55886	0.0008960559048715492	36395	200
365	untuniutntrng55886	0.0008960559048715492	34724	200
366	untuniutntrng55886	0.0008960559048715492	34663	200
367	untuniutntrng55886	0.0008960559048715492	34224	200
368	untuniutntrng55886	0.0008960559048715492	35667	200
369	untuniutntrng55886	0.0008960559048715492	33906	200
370	untuniutntrng55886	0.0008960559048715492	34804	200
371	untuniutntrng55886	0.0008960559048715492	34443	200
372	untuniutntrng55886	0.0008960559048715492	35328	200
373	untuniutntrng55886	0.0008960559048715492	34816	200
374	untuniutntrng55886	0.0008960559048715492	35532	200
375	untuniutntrng55886	0.0008960559048715492	35679	200
376	untuniutntrng55886	0.0008960559048715492	34393	200
377	untuniutntrng55886	0.0008960559048715492	34756	200
378	untuniutntrng55886	0.0008960559048715492	35407	200
379	untuniutntrng55886	0.0008960559048715492	36150	200
380	untuniutntrng55886	0.0008960559048715492	35895	200
381	untuniutntrng55886	0.0008960559048715492	35172	200
382	untuniutntrng55886	0.0008960559048715492	35667	200
383	untuniutntrng55886	0.0008960559048715492	35765	200
384	untuniutntrng55886	0.0008960559048715492	34149	200
385	untuniutntrng55886	0.0008960559048715492	35685	200
386	untuniutntrng55886	0.0008960559048715492	36382	200
387	untuniutntrng55886	0.0008960559048715492	36070	200
388	untuniutntrng55886	0.0008960559048715492	34832	200
389	untuniutntrng55886	0.0008960559048715492	36652	200
390	untuniutntrng55886	0.0008960559048715492	36457	200
391	untuniutntrng55886	0.0008960559048715492	35242	200
392	untuniutntrng55886	0.0008960559048715492	36140	200
393	untuniutntrng55886	0.0008960559048715492	36706	200
394	untuniutntrng55886	0.0008960559048715492	34935	200
395	untuniutntrng55886	0.0008960559048715492	33942	200
396	untuniutntrng55886	0.0008960559048715492	34089	200
397	untuniutntrng55886	0.0008960559048715492	35559	200
398	untuniutntrng55886	0.0008960559048715492	35406	200
399	untuniutntrng55886	0.0008960559048715492	34531	200
400	untuniutntrng55886	0.0008960559048715492	34577	20
401	untuniutntrng55886	0.0008960559048715492	34277	20
402	untuniutntrng55886	0.0008960559048715492	36311	20
403	untuniutntrng55886	0.0008960559048715492	35581	20
404	untuniutntrng55886	0.0008960559048715492	33997	20
405	untuniutntrng55886	0.0008960559048715492	35916	20
406	untuniutntrng55886	0.0008960559048715492	35109	20
407	untuniutntrng55886	0.0008960559048715492	35007	20
408	untuniutntrng55886	0.0008960559048715492	35887	20
409	untuniutntrng55886	0.0008960559048715492	34271	20
410	untuniutntrng55886	0.0008960559048715492	34691	20
411	untuniutntrng55886	0.0008960559048715492	36061	20
412	untuniutntrng55886	0.0008960559048715492	33812	20
413	untuniutntrng55886	0.0008960559048715492	35824	20
414	untuniutntrng55886	0.0008960559048715492	36124	20
415	untuniutntrng55886	0.0008960559048715492	34214	20
416	untuniutntrng55886	0.0008960559048715492	35849	20
417	untuniutntrng55886	0.0008960559048715492	33860	20
418	untuniutntrng55886	0.0008960559048715492	34120	20
419	untuniutntrng55886	0.0008960559048715492	33617	20
420	untuniutntrng55886	0.0008960559048715492	36006	20
421	untuniutntrng55886	0.0008960559048715492	33971	20
422	untuniutntrng55886	0.0008960559048715492	36202	20
423	untuniutntrng55886	0.0008960559048715492	36427	20
424	untuniutntrng55886	0.0008960559048715492	34178	20
425	untuniutntrng55886	0.0008960559048715492	36214	20
426	untuniutntrng55886	0.0008960559048715492	33846	20
427	untuniutntrng55886	0.0008960559048715492	35370	20
428	untuniutntrng55886	0.0008960559048715492	35215	20
429	untuniutntrng55886	0.0008960559048715492	34487	20
430	untuniutntrng55886	0.0008960559048715492	34211	20
431	untuniutntrng55886	0.0008960559048715492	34474	20
432	untuniutntrng55886	0.0008960559048715492	34735	20
433	untuniutntrng55886	0.0008960559048715492	36631	20
434	untuniutntrng55886	0.0008960559048715492	34376	20
435	untuniutntrng55886	0.0008960559048715492	34669	20
436	untuniutntrng55886	0.0008960559048715492	34126	20
437	untuniutntrng55886	0.0008960559048715492	36056	20
438	untuniutntrng55886	0.0008960559048715492	36474	20
439	untuniutntrng55886	0.0008960559048715492	34715	20
440	untuniutntrng55886	0.0008960559048715492	33929	20
441	untuniutntrng55886	0.0008960559048715492	33959	20
442	untuniutntrng55886	0.0008960559048715492	34890	20
443	untuniutntrng55886	0.0008960559048715492	34466	20
444	untuniutntrng55886	0.0008960559048715492	34402	20
445	untuniutntrng55886	0.0008960559048715492	34725	20
446	untuniutntrng55886	0.0008960559048715492	36595	20
447	untuniutntrng55886	0.0008960559048715492	35156	20
448	untuniutntrng55886	0.0008960559048715492	33869	20
449	untuniutntrng55886	0.0008960559048715492	35847	20
450	untuniutntrng55886	0.0008960559048715492	35836	20
451	untuniutntrng55886	0.0008960559048715492	36025	20
452	untuniutntrng55886	0.0008960559048715492	33773	20
453	untuniutntrng55886	0.0008960559048715492	35448	20
454	untuniutntrng55886	0.0008960559048715492	35147	20
455	untuniutntrng55886	0.0008960559048715492	36179	20
456	untuniutntrng55886	0.0008960559048715492	35604	20
457	untuniutntrng55886	0.0008960559048715492	35329	20
458	untuniutntrng55886	0.0008960559048715492	34600	20
459	untuniutntrng55886	0.0008960559048715492	34076	20
460	untuniutntrng55886	0.0008960559048715492	33806	20
461	untuniutntrng55886	0.0008960559048715492	36137	20
462	untuniutntrng55886	0.0008960559048715492	33812	20
463	untuniutntrng55886	0.0008960559048715492	34240	20
464	untuniutntrng55886	0.0008960559048715492	33669	20
465	untuniutntrng55886	0.0008960559048715492	34491	20
466	untuniutntrng55886	0.0008960559048715492	35649	20
467	untuniutntrng55886	0.0008960559048715492	36569	20
468	untuniutntrng55886	0.0008960559048715492	34141	20
469	untuniutntrng55886	0.0008960559048715492	36469	20
470	untuniutntrng55886	0.0008960559048715492	35008	20
471	untuniutntrng55886	0.0008960559048715492	36369	20
472	untuniutntrng55886	0.0008960559048715492	35081	20
473	untuniutntrng55886	0.0008960559048715492	35439	20
474	untuniutntrng55886	0.0008960559048715492	34427	20
475	untuniutntrng55886	0.0008960559048715492	36526	20
476	untuniutntrng55886	0.0008960559048715492	33937	20
477	untuniutntrng55886	0.0008960559048715492	35750	20
478	untuniutntrng55886	0.0008960559048715492	35048	20
479	untuniutntrng55886	0.0008960559048715492	35959	20
480	untuniutntrng55886	0.0008960559048715492	34668	20
481	untuniutntrng55886	0.0008960559048715492	34601	20
482	untuniutntrng55886	0.0008960559048715492	34354	20
483	untuniutntrng55886	0.0008960559048715492	34550	20
484	untuniutntrng55886	0.0008960559048715492	35021	20
485	untuniutntrng55886	0.0008960559048715492	33828	20
486	untuniutntrng55886	0.0008960559048715492	36128	20
487	untuniutntrng55886	0.0008960559048715492	36159	20
488	untuniutntrng55886	0.0008960559048715492	34243	20
489	untuniutntrng55886	0.0008960559048715492	34358	20
490	untuniutntrng55886	0.0008960559048715492	33939	20
491	untuniutntrng55886	0.0008960559048715492	33866	20
492	untuniutntrng55886	0.0008960559048715492	34910	20
493	untuniutntrng55886	0.0008960559048715492	34991	20
494	untuniutntrng55886	0.0008960559048715492	34030	20
495	untuniutntrng55886	0.0008960559048715492	36577	20
496	untuniutntrng55886	0.0008960559048715492	34318	20
497	untuniutntrng55886	0.0008960559048715492	36605	20
498	untuniutntrng55886	0.0008960559048715492	35970	20
499	untuniutntrng55886	0.0008960559048715492	36274	20
500	untuniutntrng55886	0.0008960559048715492	36650	300
501	untuniutntrng55886	0.0008960559048715492	34821	300
502	untuniutntrng55886	0.0008960559048715492	34221	300
503	untuniutntrng55886	0.0008960559048715492	34518	300
504	untuniutntrng55886	0.0008960559048715492	34546	300
505	untuniutntrng55886	0.0008960559048715492	34592	300
506	untuniutntrng55886	0.0008960559048715492	33959	300
507	untuniutntrng55886	0.0008960559048715492	34193	300
