	tf_idf_words	tf_idf	tf_idf_rang	frequency
96	untuniutntrng55886	0.03836304844511505	1073	1000
97	untuniutntrng55886	0.03836304844511505	1071	1000
98	untuniutntrng55886	0.03836304844511505	1074	1000
99	untuniutntrng55886	0.03836304844511505	1058	1000
100	untuniutntrng55886	0.026220592017021246	2752	100
101	untuniutntrng55886	0.026220592017021246	2797	100
102	untuniutntrng55886	0.026220592017021246	2698	100
103	untuniutntrng55886	0.026220592017021246	2711	100
104	untuniutntrng55886	0.026220592017021246	2703	100
105	untuniutntrng55886	0.026220592017021246	2782	100
106	untuniutntrng55886	0.026220592017021246	2784	100
107	untuniutntrng55886	0.026220592017021246	2753	100
108	untuniutntrng55886	0.026220592017021246	2750	100
109	untuniutntrng55886	0.026220592017021246	2786	100
110	untuniutntrng55886	0.026220592017021246	2750	100
111	untuniutntrng55886	0.026220592017021246	2790	100
112	untuniutntrng55886	0.026220592017021246	2663	100
113	untuniutntrng55886	0.026220592017021246	2869	100
114	untuniutntrng55886	0.026220592017021246	2721	100
115	untuniutntrng55886	0.026220592017021246	2738	100
116	untuniutntrng55886	0.026220592017021246	2648	100
117	untuniutntrng55886	0.026220592017021246	2846	100
118	untuniutntrng55886	0.026220592017021246	2693	100
119	untuniutntrng55886	0.026220592017021246	2742	100
120	untuniutntrng55886	0.026220592017021246	2747	100
121	untuniutntrng55886	0.026220592017021246	2811	100
122	untuniutntrng55886	0.026220592017021246	2778	100
123	untuniutntrng55886	0.026220592017021246	2772	100
124	untuniutntrng55886	0.026220592017021246	2828	100
125	untuniutntrng55886	0.026220592017021246	2830	100
126	untuniutntrng55886	0.026220592017021246	2764	100
127	untuniutntrng55886	0.026220592017021246	2722	100
128	untuniutntrng55886	0.026220592017021246	2741	100
129	untuniutntrng55886	0.026220592017021246	2751	100
130	untuniutntrng55886	0.026220592017021246	2811	100
131	untuniutntrng55886	0.026220592017021246	2778	100
132	untuniutntrng55886	0.026220592017021246	2823	100
133	untuniutntrng55886	0.026220592017021246	2722	100
134	untuniutntrng55886	0.026220592017021246	2761	100
135	untuniutntrng55886	0.026220592017021246	2746	100
136	untuniutntrng55886	0.026220592017021246	2743	100
137	untuniutntrng55886	0.026220592017021246	2762	100
138	untuniutntrng55886	0.026220592017021246	2779	100
139	untuniutntrng55886	0.026220592017021246	2853	100
140	untuniutntrng55886	0.026220592017021246	2740	100
141	untuniutntrng55886	0.026220592017021246	2792	100
142	untuniutntrng55886	0.026220592017021246	2727	100
143	untuniutntrng55886	0.026220592017021246	2810	100
144	untuniutntrng55886	0.026220592017021246	2795	100
145	untuniutntrng55886	0.026220592017021246	2767	100
146	untuniutntrng55886	0.026220592017021246	2733	100
147	untuniutntrng55886	0.026220592017021246	2746	100
148	untuniutntrng55886	0.026220592017021246	2803	100
149	untuniutntrng55886	0.026220592017021246	2723	100
150	untuniutntrng55886	0.026220592017021246	2779	100
151	untuniutntrng55886	0.026220592017021246	2766	100
152	untuniutntrng55886	0.026220592017021246	2807	100
153	untuniutntrng55886	0.026220592017021246	2766	100
154	untuniutntrng55886	0.026220592017021246	2812	100
155	untuniutntrng55886	0.026220592017021246	2773	100
156	untuniutntrng55886	0.026220592017021246	2747	100
157	untuniutntrng55886	0.026220592017021246	2744	100
158	untuniutntrng55886	0.026220592017021246	2716	100
159	untuniutntrng55886	0.026220592017021246	2722	100
160	untuniutntrng55886	0.026220592017021246	2790	100
161	untuniutntrng55886	0.026220592017021246	2739	100
162	untuniutntrng55886	0.026220592017021246	2783	100
163	untuniutntrng55886	0.026220592017021246	2788	100
164	untuniutntrng55886	0.026220592017021246	2737	100
165	untuniutntrng55886	0.026220592017021246	2739	100
166	untuniutntrng55886	0.026220592017021246	2716	100
167	untuniutntrng55886	0.026220592017021246	2757	100
168	untuniutntrng55886	0.026220592017021246	2777	100
169	untuniutntrng55886	0.026220592017021246	2702	100
170	untuniutntrng55886	0.026220592017021246	2773	100
171	untuniutntrng55886	0.026220592017021246	2799	100
172	untuniutntrng55886	0.026220592017021246	2742	100
173	untuniutntrng55886	0.026220592017021246	2777	100
174	untuniutntrng55886	0.026220592017021246	2791	100
175	untuniutntrng55886	0.026220592017021246	2726	100
176	untuniutntrng55886	0.026220592017021246	2729	100
177	untuniutntrng55886	0.026220592017021246	2750	100
178	untuniutntrng55886	0.026220592017021246	2798	100
179	untuniutntrng55886	0.026220592017021246	2722	100
180	untuniutntrng55886	0.026220592017021246	2786	100
181	untuniutntrng55886	0.026220592017021246	2752	100
182	untuniutntrng55886	0.026220592017021246	2765	100
183	untuniutntrng55886	0.026220592017021246	2707	100
184	untuniutntrng55886	0.026220592017021246	2846	100
185	untuniutntrng55886	0.026220592017021246	2721	100
186	untuniutntrng55886	0.026220592017021246	2787	100
187	untuniutntrng55886	0.026220592017021246	2768	100
188	untuniutntrng55886	0.026220592017021246	2779	100
189	untuniutntrng55886	0.026220592017021246	2741	100
190	untuniutntrng55886	0.026220592017021246	2724	100
191	untuniutntrng55886	0.026220592017021246	2752	100
192	untuniutntrng55886	0.026220592017021246	2733	100
193	untuniutntrng55886	0.026220592017021246	2657	100
194	untuniutntrng55886	0.026220592017021246	2731	100
195	untuniutntrng55886	0.026220592017021246	2658	100
196	untuniutntrng55886	0.026220592017021246	2809	100
197	untuniutntrng55886	0.026220592017021246	2737	100
198	untuniutntrng55886	0.026220592017021246	2781	100
199	untuniutntrng55886	0.026220592017021246	2718	100
200	untuniutntrng55886	0.045968930891776484	579	2000
201	untuniutntrng55886	0.045968930891776484	612	2000
202	untuniutntrng55886	0.045968930891776484	533	2000
203	untuniutntrng55886	0.045968930891776484	592	2000
204	untuniutntrng55886	0.045968930891776484	567	2000
205	untuniutntrng55886	0.045968930891776484	580	2000
206	untuniutntrng55886	0.045968930891776484	580	2000
207	untuniutntrng55886	0.045968930891776484	577	2000
208	untuniutntrng55886	0.045968930891776484	577	2000
209	untuniutntrng55886	0.045968930891776484	607	2000
210	untuniutntrng55886	0.045968930891776484	613	2000
211	untuniutntrng55886	0.045968930891776484	624	2000
212	untuniutntrng55886	0.045968930891776484	637	2000
213	untuniutntrng55886	0.045968930891776484	610	2000
214	untuniutntrng55886	0.045968930891776484	610	2000
215	untuniutntrng55886	0.045968930891776484	604	2000
216	untuniutntrng55886	0.045968930891776484	561	2000
217	untuniutntrng55886	0.045968930891776484	606	2000
218	untuniutntrng55886	0.045968930891776484	559	2000
219	untuniutntrng55886	0.045968930891776484	584	2000
220	untuniutntrng55886	0.045968930891776484	611	2000
221	untuniutntrng55886	0.045968930891776484	577	2000
222	untuniutntrng55886	0.045968930891776484	571	2000
223	untuniutntrng55886	0.045968930891776484	609	2000
224	untuniutntrng55886	0.045968930891776484	597	2000
225	untuniutntrng55886	0.045968930891776484	588	2000
226	untuniutntrng55886	0.045968930891776484	590	2000
227	untuniutntrng55886	0.045968930891776484	608	2000
228	untuniutntrng55886	0.045968930891776484	617	2000
229	untuniutntrng55886	0.045968930891776484	580	2000
230	untuniutntrng55886	0.045968930891776484	586	2000
231	untuniutntrng55886	0.045968930891776484	569	2000
232	untuniutntrng55886	0.045968930891776484	602	2000
233	untuniutntrng55886	0.045968930891776484	584	2000
234	untuniutntrng55886	0.045968930891776484	597	2000
235	untuniutntrng55886	0.045968930891776484	597	2000
236	untuniutntrng55886	0.045968930891776484	603	2000
237	untuniutntrng55886	0.045968930891776484	560	2000
238	untuniutntrng55886	0.045968930891776484	609	2000
239	untuniutntrng55886	0.045968930891776484	566	2000
240	untuniutntrng55886	0.045968930891776484	571	2000
241	untuniutntrng55886	0.045968930891776484	563	2000
242	untuniutntrng55886	0.045968930891776484	625	2000
243	untuniutntrng55886	0.045968930891776484	595	2000
244	untuniutntrng55886	0.045968930891776484	624	2000
245	untuniutntrng55886	0.045968930891776484	582	2000
246	untuniutntrng55886	0.045968930891776484	641	2000
247	untuniutntrng55886	0.045968930891776484	673	2000
248	untuniutntrng55886	0.045968930891776484	585	2000
249	untuniutntrng55886	0.045968930891776484	579	2000
250	untuniutntrng55886	0.045968930891776484	618	2000
251	untuniutntrng55886	0.045968930891776484	608	2000
252	untuniutntrng55886	0.045968930891776484	599	2000
253	untuniutntrng55886	0.045968930891776484	565	2000
254	untuniutntrng55886	0.045968930891776484	579	2000
255	untuniutntrng55886	0.045968930891776484	563	2000
256	untuniutntrng55886	0.045968930891776484	585	2000
257	untuniutntrng55886	0.045968930891776484	603	2000
258	untuniutntrng55886	0.045968930891776484	591	2000
259	untuniutntrng55886	0.045968930891776484	653	2000
260	untuniutntrng55886	0.045968930891776484	604	2000
261	untuniutntrng55886	0.045968930891776484	587	2000
262	untuniutntrng55886	0.045968930891776484	612	2000
263	untuniutntrng55886	0.045968930891776484	582	2000
264	untuniutntrng55886	0.045968930891776484	548	2000
265	untuniutntrng55886	0.045968930891776484	618	2000
266	untuniutntrng55886	0.045968930891776484	603	2000
267	untuniutntrng55886	0.045968930891776484	542	2000
268	untuniutntrng55886	0.045968930891776484	580	2000
269	untuniutntrng55886	0.045968930891776484	576	2000
270	untuniutntrng55886	0.045968930891776484	595	2000
271	untuniutntrng55886	0.045968930891776484	588	2000
272	untuniutntrng55886	0.045968930891776484	600	2000
273	untuniutntrng55886	0.045968930891776484	587	2000
274	untuniutntrng55886	0.045968930891776484	586	2000
275	untuniutntrng55886	0.045968930891776484	583	2000
276	untuniutntrng55886	0.045968930891776484	640	2000
277	untuniutntrng55886	0.045968930891776484	578	2000
278	untuniutntrng55886	0.045968930891776484	602	2000
279	untuniutntrng55886	0.045968930891776484	612	2000
280	untuniutntrng55886	0.045968930891776484	631	2000
281	untuniutntrng55886	0.045968930891776484	612	2000
282	untuniutntrng55886	0.045968930891776484	610	2000
283	untuniutntrng55886	0.045968930891776484	588	2000
284	untuniutntrng55886	0.045968930891776484	603	2000
285	untuniutntrng55886	0.045968930891776484	591	2000
286	untuniutntrng55886	0.045968930891776484	610	2000
287	untuniutntrng55886	0.045968930891776484	558	2000
288	untuniutntrng55886	0.045968930891776484	587	2000
289	untuniutntrng55886	0.045968930891776484	585	2000
290	untuniutntrng55886	0.045968930891776484	607	2000
291	untuniutntrng55886	0.045968930891776484	599	2000
292	untuniutntrng55886	0.045968930891776484	593	2000
293	untuniutntrng55886	0.045968930891776484	609	2000
294	untuniutntrng55886	0.045968930891776484	568	2000
295	untuniutntrng55886	0.045968930891776484	637	2000
296	untuniutntrng55886	0.045968930891776484	600	2000
297	untuniutntrng55886	0.045968930891776484	590	2000
298	untuniutntrng55886	0.045968930891776484	569	2000
299	untuniutntrng55886	0.045968930891776484	562	2000
300	untuniutntrng55886	0.02933881039065195	2162	200
301	untuniutntrng55886	0.02933881039065195	2150	200
302	untuniutntrng55886	0.02933881039065195	2160	200
303	untuniutntrng55886	0.02933881039065195	2183	200
304	untuniutntrng55886	0.02933881039065195	2157	200
305	untuniutntrng55886	0.02933881039065195	2181	200
306	untuniutntrng55886	0.02933881039065195	2171	200
307	untuniutntrng55886	0.02933881039065195	2152	200
308	untuniutntrng55886	0.02933881039065195	2190	200
309	untuniutntrng55886	0.02933881039065195	2170	200
310	untuniutntrng55886	0.02933881039065195	2131	200
311	untuniutntrng55886	0.02933881039065195	2190	200
312	untuniutntrng55886	0.02933881039065195	2134	200
313	untuniutntrng55886	0.02933881039065195	2161	200
314	untuniutntrng55886	0.02933881039065195	2215	200
315	untuniutntrng55886	0.02933881039065195	2127	200
316	untuniutntrng55886	0.02933881039065195	2084	200
317	untuniutntrng55886	0.02933881039065195	2185	200
318	untuniutntrng55886	0.02933881039065195	2231	200
319	untuniutntrng55886	0.02933881039065195	2155	200
320	untuniutntrng55886	0.02933881039065195	2195	200
321	untuniutntrng55886	0.02933881039065195	2166	200
322	untuniutntrng55886	0.02933881039065195	2077	200
323	untuniutntrng55886	0.02933881039065195	2127	200
324	untuniutntrng55886	0.02933881039065195	2147	200
325	untuniutntrng55886	0.02933881039065195	2181	200
326	untuniutntrng55886	0.02933881039065195	2112	200
327	untuniutntrng55886	0.02933881039065195	2116	200
328	untuniutntrng55886	0.02933881039065195	2182	200
329	untuniutntrng55886	0.02933881039065195	2123	200
330	untuniutntrng55886	0.02933881039065195	2192	200
331	untuniutntrng55886	0.02933881039065195	2123	200
332	untuniutntrng55886	0.02933881039065195	2081	200
333	untuniutntrng55886	0.02933881039065195	2130	200
334	untuniutntrng55886	0.02933881039065195	2115	200
335	untuniutntrng55886	0.02933881039065195	2144	200
336	untuniutntrng55886	0.02933881039065195	2187	200
337	untuniutntrng55886	0.02933881039065195	2130	200
338	untuniutntrng55886	0.02933881039065195	2149	200
339	untuniutntrng55886	0.02933881039065195	2100	200
340	untuniutntrng55886	0.02933881039065195	2123	200
341	untuniutntrng55886	0.02933881039065195	2190	200
342	untuniutntrng55886	0.02933881039065195	2110	200
343	untuniutntrng55886	0.02933881039065195	2157	200
344	untuniutntrng55886	0.02933881039065195	2167	200
345	untuniutntrng55886	0.02933881039065195	2223	200
346	untuniutntrng55886	0.02933881039065195	2133	200
347	untuniutntrng55886	0.02933881039065195	2079	200
348	untuniutntrng55886	0.02933881039065195	2177	200
349	untuniutntrng55886	0.02933881039065195	2151	200
350	untuniutntrng55886	0.02933881039065195	2188	200
351	untuniutntrng55886	0.02933881039065195	2187	200
352	untuniutntrng55886	0.02933881039065195	2134	200
353	untuniutntrng55886	0.02933881039065195	2157	200
354	untuniutntrng55886	0.02933881039065195	2112	200
355	untuniutntrng55886	0.02933881039065195	2145	200
356	untuniutntrng55886	0.02933881039065195	2158	200
357	untuniutntrng55886	0.02933881039065195	2183	200
358	untuniutntrng55886	0.02933881039065195	2185	200
359	untuniutntrng55886	0.02933881039065195	2188	200
360	untuniutntrng55886	0.02933881039065195	2178	200
361	untuniutntrng55886	0.02933881039065195	2115	200
362	untuniutntrng55886	0.02933881039065195	2198	200
363	untuniutntrng55886	0.02933881039065195	2145	200
364	untuniutntrng55886	0.02933881039065195	2138	200
365	untuniutntrng55886	0.02933881039065195	2193	200
366	untuniutntrng55886	0.02933881039065195	2136	200
367	untuniutntrng55886	0.02933881039065195	2107	200
368	untuniutntrng55886	0.02933881039065195	2112	200
369	untuniutntrng55886	0.02933881039065195	2154	200
370	untuniutntrng55886	0.02933881039065195	2144	200
371	untuniutntrng55886	0.02933881039065195	2159	200
372	untuniutntrng55886	0.02933881039065195	2100	200
373	untuniutntrng55886	0.02933881039065195	2185	200
374	untuniutntrng55886	0.02933881039065195	2100	200
375	untuniutntrng55886	0.02933881039065195	2132	200
376	untuniutntrng55886	0.02933881039065195	2183	200
377	untuniutntrng55886	0.02933881039065195	2116	200
378	untuniutntrng55886	0.02933881039065195	2143	200
379	untuniutntrng55886	0.02933881039065195	2128	200
380	untuniutntrng55886	0.02933881039065195	2121	200
381	untuniutntrng55886	0.02933881039065195	2154	200
382	untuniutntrng55886	0.02933881039065195	2115	200
383	untuniutntrng55886	0.02933881039065195	2172	200
384	untuniutntrng55886	0.02933881039065195	2112	200
385	untuniutntrng55886	0.02933881039065195	2120	200
386	untuniutntrng55886	0.02933881039065195	2210	200
387	untuniutntrng55886	0.02933881039065195	2107	200
388	untuniutntrng55886	0.02933881039065195	2145	200
389	untuniutntrng55886	0.02933881039065195	2156	200
390	untuniutntrng55886	0.02933881039065195	2142	200
391	untuniutntrng55886	0.02933881039065195	2157	200
392	untuniutntrng55886	0.02933881039065195	2128	200
393	untuniutntrng55886	0.02933881039065195	2199	200
394	untuniutntrng55886	0.02933881039065195	2121	200
395	untuniutntrng55886	0.02933881039065195	2148	200
396	untuniutntrng55886	0.02933881039065195	2207	200
397	untuniutntrng55886	0.02933881039065195	2072	200
398	untuniutntrng55886	0.02933881039065195	2163	200
399	untuniutntrng55886	0.02933881039065195	2217	200
400	untuniutntrng55886	0.018935736855976472	5009	20
401	untuniutntrng55886	0.018935736855976472	5098	20
402	untuniutntrng55886	0.018935736855976472	5124	20
403	untuniutntrng55886	0.018935736855976472	5121	20
404	untuniutntrng55886	0.018935736855976472	5174	20
405	untuniutntrng55886	0.018935736855976472	5075	20
406	untuniutntrng55886	0.018935736855976472	5095	20
407	untuniutntrng55886	0.018935736855976472	4986	20
408	untuniutntrng55886	0.018935736855976472	5043	20
409	untuniutntrng55886	0.018935736855976472	5035	20
410	untuniutntrng55886	0.018935736855976472	5075	20
411	untuniutntrng55886	0.018935736855976472	5035	20
412	untuniutntrng55886	0.018935736855976472	5018	20
413	untuniutntrng55886	0.018935736855976472	5097	20
414	untuniutntrng55886	0.018935736855976472	5050	20
415	untuniutntrng55886	0.018935736855976472	5019	20
416	untuniutntrng55886	0.018935736855976472	4983	20
417	untuniutntrng55886	0.018935736855976472	5179	20
418	untuniutntrng55886	0.018935736855976472	5048	20
419	untuniutntrng55886	0.018935736855976472	5014	20
420	untuniutntrng55886	0.018935736855976472	5144	20
421	untuniutntrng55886	0.018935736855976472	5094	20
422	untuniutntrng55886	0.018935736855976472	5158	20
423	untuniutntrng55886	0.018935736855976472	5129	20
424	untuniutntrng55886	0.018935736855976472	5037	20
425	untuniutntrng55886	0.018935736855976472	5103	20
426	untuniutntrng55886	0.018935736855976472	5098	20
427	untuniutntrng55886	0.018935736855976472	5068	20
428	untuniutntrng55886	0.018935736855976472	5062	20
429	untuniutntrng55886	0.018935736855976472	5098	20
430	untuniutntrng55886	0.018935736855976472	5040	20
431	untuniutntrng55886	0.018935736855976472	5116	20
432	untuniutntrng55886	0.018935736855976472	5076	20
433	untuniutntrng55886	0.018935736855976472	5120	20
434	untuniutntrng55886	0.018935736855976472	5057	20
435	untuniutntrng55886	0.018935736855976472	5066	20
436	untuniutntrng55886	0.018935736855976472	5027	20
437	untuniutntrng55886	0.018935736855976472	5068	20
438	untuniutntrng55886	0.018935736855976472	5070	20
439	untuniutntrng55886	0.018935736855976472	5102	20
440	untuniutntrng55886	0.018935736855976472	5149	20
441	untuniutntrng55886	0.018935736855976472	5150	20
442	untuniutntrng55886	0.018935736855976472	5025	20
443	untuniutntrng55886	0.018935736855976472	5099	20
444	untuniutntrng55886	0.018935736855976472	5135	20
445	untuniutntrng55886	0.018935736855976472	5093	20
446	untuniutntrng55886	0.018935736855976472	4962	20
447	untuniutntrng55886	0.018935736855976472	5048	20
448	untuniutntrng55886	0.018935736855976472	5097	20
449	untuniutntrng55886	0.018935736855976472	5146	20
450	untuniutntrng55886	0.018935736855976472	5208	20
451	untuniutntrng55886	0.018935736855976472	5115	20
452	untuniutntrng55886	0.018935736855976472	5095	20
453	untuniutntrng55886	0.018935736855976472	5104	20
454	untuniutntrng55886	0.018935736855976472	5051	20
455	untuniutntrng55886	0.018935736855976472	5036	20
456	untuniutntrng55886	0.018935736855976472	5129	20
457	untuniutntrng55886	0.018935736855976472	5109	20
458	untuniutntrng55886	0.018935736855976472	5087	20
459	untuniutntrng55886	0.018935736855976472	5093	20
460	untuniutntrng55886	0.018935736855976472	5028	20
461	untuniutntrng55886	0.018935736855976472	5096	20
462	untuniutntrng55886	0.018935736855976472	5113	20
463	untuniutntrng55886	0.018935736855976472	5126	20
464	untuniutntrng55886	0.018935736855976472	5111	20
465	untuniutntrng55886	0.018935736855976472	5123	20
466	untuniutntrng55886	0.018935736855976472	5021	20
467	untuniutntrng55886	0.018935736855976472	5109	20
468	untuniutntrng55886	0.018935736855976472	5083	20
469	untuniutntrng55886	0.018935736855976472	5030	20
470	untuniutntrng55886	0.018935736855976472	5180	20
471	untuniutntrng55886	0.018935736855976472	5069	20
472	untuniutntrng55886	0.018935736855976472	5049	20
473	untuniutntrng55886	0.018935736855976472	5140	20
474	untuniutntrng55886	0.018935736855976472	5070	20
475	untuniutntrng55886	0.018935736855976472	5074	20
476	untuniutntrng55886	0.018935736855976472	5070	20
477	untuniutntrng55886	0.018935736855976472	5125	20
478	untuniutntrng55886	0.018935736855976472	5076	20
479	untuniutntrng55886	0.018935736855976472	5080	20
480	untuniutntrng55886	0.018935736855976472	5065	20
481	untuniutntrng55886	0.018935736855976472	5161	20
482	untuniutntrng55886	0.018935736855976472	5058	20
483	untuniutntrng55886	0.018935736855976472	5125	20
484	untuniutntrng55886	0.018935736855976472	5076	20
485	untuniutntrng55886	0.018935736855976472	5124	20
486	untuniutntrng55886	0.018935736855976472	5057	20
487	untuniutntrng55886	0.018935736855976472	5033	20
488	untuniutntrng55886	0.018935736855976472	5180	20
489	untuniutntrng55886	0.018935736855976472	5076	20
490	untuniutntrng55886	0.018935736855976472	5061	20
491	untuniutntrng55886	0.018935736855976472	5162	20
492	untuniutntrng55886	0.018935736855976472	5107	20
493	untuniutntrng55886	0.018935736855976472	5026	20
494	untuniutntrng55886	0.018935736855976472	5118	20
495	untuniutntrng55886	0.018935736855976472	5100	20
496	untuniutntrng55886	0.018935736855976472	5177	20
497	untuniutntrng55886	0.018935736855976472	5056	20
498	untuniutntrng55886	0.018935736855976472	5089	20
499	untuniutntrng55886	0.018935736855976472	5098	20
500	untuniutntrng55886	0.03126243022747381	1849	300
501	untuniutntrng55886	0.03126243022747381	1904	300
502	untuniutntrng55886	0.03126243022747381	1901	300
503	untuniutntrng55886	0.03126243022747381	1873	300
504	untuniutntrng55886	0.03126243022747381	1895	300
505	untuniutntrng55886	0.03126243022747381	1853	300
506	untuniutntrng55886	0.03126243022747381	1848	300
507	untuniutntrng55886	0.03126243022747381	1871	300
508	untuniutntrng55886	0.03126243022747381	1873	300
509	untuniutntrng55886	0.03126243022747381	1858	300
510	untuniutntrng55886	0.03126243022747381	1873	300
511	untuniutntrng55886	0.03126243022747381	1834	300
512	untuniutntrng55886	0.03126243022747381	1774	300
513	untuniutntrng55886	0.03126243022747381	1858	300
514	untuniutntrng55886	0.03126243022747381	1839	300
515	untuniutntrng55886	0.03126243022747381	1821	300
516	untuniutntrng55886	0.03126243022747381	1824	300
517	untuniutntrng55886	0.03126243022747381	1864	300
518	untuniutntrng55886	0.03126243022747381	1852	300
519	untuniutntrng55886	0.03126243022747381	1913	300
520	untuniutntrng55886	0.03126243022747381	1833	300
521	untuniutntrng55886	0.03126243022747381	1816	300
522	untuniutntrng55886	0.03126243022747381	1808	300
523	untuniutntrng55886	0.03126243022747381	1823	300
524	untuniutntrng55886	0.03126243022747381	1884	300
525	untuniutntrng55886	0.03126243022747381	1895	300
526	untuniutntrng55886	0.03126243022747381	1838	300
527	untuniutntrng55886	0.03126243022747381	1830	300
528	untuniutntrng55886	0.03126243022747381	1874	300
529	untuniutntrng55886	0.03126243022747381	1909	300
530	untuniutntrng55886	0.03126243022747381	1814	300
531	untuniutntrng55886	0.03126243022747381	1833	300
