	welch_words	welch	welch_rang	dispersion	dispersion_numeric
146	untuniutntrng55886	0.0	48452	100/10	10.0

147	untuniutntrng55886	0.0	48376	100/10	10.0

148	untuniutntrng55886	0.0	48424	100/10	10.0

149	untuniutntrng55886	0.0	48305	100/10	10.0

150	untuniutntrng55886	0.0	48455	100/10	10.0

151	untuniutntrng55886	0.0	48474	100/10	10.0

152	untuniutntrng55886	0.0	48486	100/10	10.0

153	untuniutntrng55886	0.0	48382	100/10	10.0

154	untuniutntrng55886	0.0	48556	100/10	10.0

155	untuniutntrng55886	0.0	48373	100/10	10.0

156	untuniutntrng55886	0.0	48488	100/10	10.0

157	untuniutntrng55886	0.0	48469	100/10	10.0

158	untuniutntrng55886	0.0	48260	100/10	10.0

159	untuniutntrng55886	0.0	48219	100/10	10.0

160	untuniutntrng55886	0.0	48349	100/10	10.0

161	untuniutntrng55886	0.0	48309	100/10	10.0

162	untuniutntrng55886	0.0	48550	100/10	10.0

163	untuniutntrng55886	0.0	48452	100/10	10.0

164	untuniutntrng55886	0.0	48417	100/10	10.0

165	untuniutntrng55886	0.0	48456	100/10	10.0

166	untuniutntrng55886	0.0	48528	100/10	10.0

167	untuniutntrng55886	0.0	48275	100/10	10.0

168	untuniutntrng55886	0.0	48378	100/10	10.0

169	untuniutntrng55886	0.0	48519	100/10	10.0

170	untuniutntrng55886	0.0	48433	100/10	10.0

171	untuniutntrng55886	0.0	48532	100/10	10.0

172	untuniutntrng55886	0.0	48358	100/10	10.0

173	untuniutntrng55886	0.0	48568	100/10	10.0

174	untuniutntrng55886	0.0	48363	100/10	10.0

175	untuniutntrng55886	0.0	48110	100/10	10.0

176	untuniutntrng55886	0.0	48337	100/10	10.0

177	untuniutntrng55886	0.0	48420	100/10	10.0

178	untuniutntrng55886	0.0	48329	100/10	10.0

179	untuniutntrng55886	0.0	48189	100/10	10.0

180	untuniutntrng55886	0.0	48401	100/10	10.0

181	untuniutntrng55886	0.0	48649	100/10	10.0

182	untuniutntrng55886	0.0	48461	100/10	10.0

183	untuniutntrng55886	0.0	48375	100/10	10.0

184	untuniutntrng55886	0.0	48384	100/10	10.0

185	untuniutntrng55886	0.0	48356	100/10	10.0

186	untuniutntrng55886	0.0	48454	100/10	10.0

187	untuniutntrng55886	0.0	48622	100/10	10.0

188	untuniutntrng55886	0.0	48532	100/10	10.0

189	untuniutntrng55886	0.0	48536	100/10	10.0

190	untuniutntrng55886	0.0	48470	100/10	10.0

191	untuniutntrng55886	0.0	48436	100/10	10.0

192	untuniutntrng55886	0.0	48319	100/10	10.0

193	untuniutntrng55886	0.0	48443	100/10	10.0

194	untuniutntrng55886	0.0	48409	100/10	10.0

195	untuniutntrng55886	0.0	48516	100/10	10.0

196	untuniutntrng55886	0.0	48399	100/10	10.0

197	untuniutntrng55886	0.0	48317	100/10	10.0

198	untuniutntrng55886	0.0	48372	100/10	10.0

199	untuniutntrng55886	0.0	48463	100/10	10.0

200	untuniutntrng55886	0.0	48201	10/100	0.1

201	untuniutntrng55886	0.0	48379	10/100	0.1

202	untuniutntrng55886	0.0	48369	10/100	0.1

203	untuniutntrng55886	0.0	48416	10/100	0.1

204	untuniutntrng55886	0.0	48376	10/100	0.1

205	untuniutntrng55886	0.0	48472	10/100	0.1

206	untuniutntrng55886	0.0	48457	10/100	0.1

207	untuniutntrng55886	0.0	48287	10/100	0.1

208	untuniutntrng55886	0.0	48251	10/100	0.1

209	untuniutntrng55886	0.0	48258	10/100	0.1

210	untuniutntrng55886	0.0	48357	10/100	0.1

211	untuniutntrng55886	0.0	48326	10/100	0.1

212	untuniutntrng55886	0.0	48362	10/100	0.1

213	untuniutntrng55886	0.0	48516	10/100	0.1

214	untuniutntrng55886	0.0	48289	10/100	0.1

215	untuniutntrng55886	0.0	48424	10/100	0.1

216	untuniutntrng55886	0.0	48354	10/100	0.1

217	untuniutntrng55886	0.0	48276	10/100	0.1

218	untuniutntrng55886	0.0	48584	10/100	0.1

219	untuniutntrng55886	0.0	48431	10/100	0.1

220	untuniutntrng55886	0.0	48395	10/100	0.1

221	untuniutntrng55886	0.0	48191	10/100	0.1

222	untuniutntrng55886	0.0	48362	10/100	0.1

223	untuniutntrng55886	0.0	48501	10/100	0.1

224	untuniutntrng55886	0.0	48367	10/100	0.1

225	untuniutntrng55886	0.0	48454	10/100	0.1

226	untuniutntrng55886	0.0	48302	10/100	0.1

227	untuniutntrng55886	0.0	48352	10/100	0.1

228	untuniutntrng55886	0.0	48421	10/100	0.1

229	untuniutntrng55886	0.0	48586	10/100	0.1

230	untuniutntrng55886	0.0	48212	10/100	0.1

231	untuniutntrng55886	0.0	48404	10/100	0.1

232	untuniutntrng55886	0.0	48363	10/100	0.1

233	untuniutntrng55886	0.0	48361	10/100	0.1

234	untuniutntrng55886	0.0	48297	10/100	0.1

235	untuniutntrng55886	0.0	48275	10/100	0.1

236	untuniutntrng55886	0.0	48456	10/100	0.1

237	untuniutntrng55886	0.0	48464	10/100	0.1

238	untuniutntrng55886	0.0	48398	10/100	0.1

239	untuniutntrng55886	0.0	48335	10/100	0.1

240	untuniutntrng55886	0.0	48147	10/100	0.1

241	untuniutntrng55886	0.0	48385	10/100	0.1

242	untuniutntrng55886	0.0	48288	10/100	0.1

243	untuniutntrng55886	0.0	48319	10/100	0.1

244	untuniutntrng55886	0.0	48204	10/100	0.1

245	untuniutntrng55886	0.0	48241	10/100	0.1

246	untuniutntrng55886	0.0	48530	10/100	0.1

247	untuniutntrng55886	0.0	48296	10/100	0.1

248	untuniutntrng55886	0.0	48434	10/100	0.1

249	untuniutntrng55886	0.0	48383	10/100	0.1

250	untuniutntrng55886	0.0	48568	10/100	0.1

251	untuniutntrng55886	0.0	48539	10/100	0.1

252	untuniutntrng55886	0.0	48444	10/100	0.1

253	untuniutntrng55886	0.0	48365	10/100	0.1

254	untuniutntrng55886	0.0	48388	10/100	0.1

255	untuniutntrng55886	0.0	48313	10/100	0.1

256	untuniutntrng55886	0.0	48295	10/100	0.1

257	untuniutntrng55886	0.0	48327	10/100	0.1

258	untuniutntrng55886	0.0	48421	10/100	0.1

259	untuniutntrng55886	0.0	48545	10/100	0.1

260	untuniutntrng55886	0.0	48387	10/100	0.1

261	untuniutntrng55886	0.0	48281	10/100	0.1

262	untuniutntrng55886	0.0	48347	10/100	0.1

263	untuniutntrng55886	0.0	48339	10/100	0.1

264	untuniutntrng55886	0.0	48413	10/100	0.1

265	untuniutntrng55886	0.0	48370	10/100	0.1

266	untuniutntrng55886	0.0	48359	10/100	0.1

267	untuniutntrng55886	0.0	48208	10/100	0.1

268	untuniutntrng55886	0.0	48263	10/100	0.1

269	untuniutntrng55886	0.0	48231	10/100	0.1

270	untuniutntrng55886	0.0	48113	10/100	0.1

271	untuniutntrng55886	0.0	48614	10/100	0.1

272	untuniutntrng55886	0.0	48476	10/100	0.1

273	untuniutntrng55886	0.0	48453	10/100	0.1

274	untuniutntrng55886	0.0	48407	10/100	0.1

275	untuniutntrng55886	0.0	48467	10/100	0.1

276	untuniutntrng55886	0.0	48614	10/100	0.1

277	untuniutntrng55886	0.0	48396	10/100	0.1

278	untuniutntrng55886	0.0	48409	10/100	0.1

279	untuniutntrng55886	0.0	48295	10/100	0.1

280	untuniutntrng55886	0.0	48491	10/100	0.1

281	untuniutntrng55886	0.0	48483	10/100	0.1

282	untuniutntrng55886	0.0	48117	10/100	0.1

283	untuniutntrng55886	0.0	48342	10/100	0.1

284	untuniutntrng55886	0.0	48354	10/100	0.1

285	untuniutntrng55886	0.0	48544	10/100	0.1

286	untuniutntrng55886	0.0	48472	10/100	0.1

287	untuniutntrng55886	0.0	48224	10/100	0.1

288	untuniutntrng55886	0.0	48211	10/100	0.1

289	untuniutntrng55886	0.0	48435	10/100	0.1

290	untuniutntrng55886	0.0	48350	10/100	0.1

291	untuniutntrng55886	0.0	48421	10/100	0.1

292	untuniutntrng55886	0.0	48460	10/100	0.1

293	untuniutntrng55886	0.0	48509	10/100	0.1

294	untuniutntrng55886	0.0	48301	10/100	0.1

295	untuniutntrng55886	0.0	48285	10/100	0.1

296	untuniutntrng55886	0.0	48441	10/100	0.1

297	untuniutntrng55886	0.0	48460	10/100	0.1

298	untuniutntrng55886	0.0	48330	10/100	0.1

299	untuniutntrng55886	0.0	48258	10/100	0.1

300	untuniutntrng55886	0.0	48448	1/1000	0.001

301	untuniutntrng55886	0.0	48423	1/1000	0.001

302	untuniutntrng55886	0.0	48549	1/1000	0.001

303	untuniutntrng55886	0.0	48313	1/1000	0.001

304	untuniutntrng55886	0.0	48381	1/1000	0.001

305	untuniutntrng55886	0.0	48282	1/1000	0.001

306	untuniutntrng55886	0.0	48522	1/1000	0.001

307	untuniutntrng55886	0.0	48349	1/1000	0.001

308	untuniutntrng55886	0.0	48367	1/1000	0.001

309	untuniutntrng55886	0.0	48407	1/1000	0.001

310	untuniutntrng55886	0.0	48267	1/1000	0.001

311	untuniutntrng55886	0.0	48320	1/1000	0.001

312	untuniutntrng55886	0.0	48277	1/1000	0.001

313	untuniutntrng55886	0.0	48294	1/1000	0.001

314	untuniutntrng55886	0.0	48254	1/1000	0.001

315	untuniutntrng55886	0.0	48338	1/1000	0.001

316	untuniutntrng55886	0.0	48537	1/1000	0.001

317	untuniutntrng55886	0.0	48421	1/1000	0.001

318	untuniutntrng55886	0.0	48400	1/1000	0.001

319	untuniutntrng55886	0.0	48434	1/1000	0.001

320	untuniutntrng55886	0.0	48590	1/1000	0.001

321	untuniutntrng55886	0.0	48451	1/1000	0.001

322	untuniutntrng55886	0.0	48437	1/1000	0.001

323	untuniutntrng55886	0.0	48425	1/1000	0.001

324	untuniutntrng55886	0.0	48526	1/1000	0.001

325	untuniutntrng55886	0.0	48350	1/1000	0.001

326	untuniutntrng55886	0.0	48325	1/1000	0.001

327	untuniutntrng55886	0.0	48177	1/1000	0.001

328	untuniutntrng55886	0.0	48398	1/1000	0.001

329	untuniutntrng55886	0.0	48429	1/1000	0.001

330	untuniutntrng55886	0.0	48488	1/1000	0.001

331	untuniutntrng55886	0.0	48280	1/1000	0.001

332	untuniutntrng55886	0.0	48456	1/1000	0.001

333	untuniutntrng55886	0.0	48409	1/1000	0.001

334	untuniutntrng55886	0.0	48351	1/1000	0.001

335	untuniutntrng55886	0.0	48283	1/1000	0.001

336	untuniutntrng55886	0.0	48552	1/1000	0.001

337	untuniutntrng55886	0.0	48348	1/1000	0.001

338	untuniutntrng55886	0.0	48322	1/1000	0.001

339	untuniutntrng55886	0.0	48421	1/1000	0.001

340	untuniutntrng55886	0.0	48431	1/1000	0.001

341	untuniutntrng55886	0.0	48386	1/1000	0.001

342	untuniutntrng55886	0.0	48248	1/1000	0.001

343	untuniutntrng55886	0.0	48260	1/1000	0.001

344	untuniutntrng55886	0.0	48509	1/1000	0.001

345	untuniutntrng55886	0.0	48608	1/1000	0.001

346	untuniutntrng55886	0.0	48431	1/1000	0.001

347	untuniutntrng55886	0.0	48425	1/1000	0.001

348	untuniutntrng55886	0.0	48503	1/1000	0.001

349	untuniutntrng55886	0.0	48304	1/1000	0.001

350	untuniutntrng55886	0.0	48507	1/1000	0.001

351	untuniutntrng55886	0.0	48324	1/1000	0.001

352	untuniutntrng55886	0.0	48441	1/1000	0.001

353	untuniutntrng55886	0.0	48268	1/1000	0.001

354	untuniutntrng55886	0.0	48370	1/1000	0.001

355	untuniutntrng55886	0.0	48382	1/1000	0.001

356	untuniutntrng55886	0.0	48393	1/1000	0.001

357	untuniutntrng55886	0.0	48327	1/1000	0.001

358	untuniutntrng55886	0.0	48238	1/1000	0.001

359	untuniutntrng55886	0.0	48445	1/1000	0.001

360	untuniutntrng55886	0.0	48295	1/1000	0.001

361	untuniutntrng55886	0.0	48259	1/1000	0.001

362	untuniutntrng55886	0.0	48604	1/1000	0.001

363	untuniutntrng55886	0.0	48545	1/1000	0.001

364	untuniutntrng55886	0.0	48516	1/1000	0.001

365	untuniutntrng55886	0.0	48432	1/1000	0.001

366	untuniutntrng55886	0.0	48270	1/1000	0.001

367	untuniutntrng55886	0.0	48159	1/1000	0.001

368	untuniutntrng55886	0.0	48417	1/1000	0.001

369	untuniutntrng55886	0.0	48467	1/1000	0.001

370	untuniutntrng55886	0.0	48532	1/1000	0.001

371	untuniutntrng55886	0.0	48542	1/1000	0.001

372	untuniutntrng55886	0.0	48300	1/1000	0.001

373	untuniutntrng55886	0.0	48387	1/1000	0.001

374	untuniutntrng55886	0.0	48243	1/1000	0.001

375	untuniutntrng55886	0.0	48304	1/1000	0.001

376	untuniutntrng55886	0.0	48309	1/1000	0.001

377	untuniutntrng55886	0.0	48500	1/1000	0.001

378	untuniutntrng55886	0.0	48446	1/1000	0.001

379	untuniutntrng55886	0.0	48320	1/1000	0.001

380	untuniutntrng55886	0.0	48187	1/1000	0.001

381	untuniutntrng55886	0.0	48240	1/1000	0.001

382	untuniutntrng55886	0.0	48154	1/1000	0.001

383	untuniutntrng55886	0.0	48418	1/1000	0.001

384	untuniutntrng55886	0.0	48413	1/1000	0.001

385	untuniutntrng55886	0.0	48343	1/1000	0.001

386	untuniutntrng55886	0.0	48524	1/1000	0.001

387	untuniutntrng55886	0.0	48386	1/1000	0.001

388	untuniutntrng55886	0.0	48379	1/1000	0.001

389	untuniutntrng55886	0.0	48444	1/1000	0.001

390	untuniutntrng55886	0.0	48510	1/1000	0.001

391	untuniutntrng55886	0.0	48502	1/1000	0.001

392	untuniutntrng55886	0.0	48443	1/1000	0.001

393	untuniutntrng55886	0.0	48341	1/1000	0.001

394	untuniutntrng55886	0.0	48405	1/1000	0.001

395	untuniutntrng55886	0.0	48522	1/1000	0.001

396	untuniutntrng55886	0.0	48503	1/1000	0.001

397	untuniutntrng55886	0.0	48243	1/1000	0.001

398	untuniutntrng55886	0.0	48285	1/1000	0.001

399	untuniutntrng55886	0.0	48370	1/1000	0.001

400	untuniutntrng55886	0.0	48459	200/5	40.0

401	untuniutntrng55886	0.0	48390	200/5	40.0

402	untuniutntrng55886	0.0	48266	200/5	40.0

403	untuniutntrng55886	0.0	48299	200/5	40.0

404	untuniutntrng55886	0.0	48441	200/5	40.0

405	untuniutntrng55886	0.0	48552	200/5	40.0

406	untuniutntrng55886	0.0	48501	200/5	40.0

407	untuniutntrng55886	0.0	48051	200/5	40.0

408	untuniutntrng55886	0.0	48232	200/5	40.0

409	untuniutntrng55886	0.0	48246	200/5	40.0

410	untuniutntrng55886	0.0	48458	200/5	40.0

411	untuniutntrng55886	0.0	48314	200/5	40.0

412	untuniutntrng55886	0.0	48585	200/5	40.0

413	untuniutntrng55886	0.0	48437	200/5	40.0

414	untuniutntrng55886	0.0	48533	200/5	40.0

415	untuniutntrng55886	0.0	48574	200/5	40.0

416	untuniutntrng55886	0.0	48462	200/5	40.0

417	untuniutntrng55886	0.0	48437	200/5	40.0

418	untuniutntrng55886	0.0	48414	200/5	40.0

419	untuniutntrng55886	0.0	48296	200/5	40.0

420	untuniutntrng55886	0.0	48498	200/5	40.0

421	untuniutntrng55886	0.0	48469	200/5	40.0

422	untuniutntrng55886	0.0	48250	200/5	40.0

423	untuniutntrng55886	0.0	48183	200/5	40.0

424	untuniutntrng55886	0.0	48439	200/5	40.0

425	untuniutntrng55886	0.0	48435	200/5	40.0

426	untuniutntrng55886	0.0	48479	200/5	40.0

427	untuniutntrng55886	0.0	48379	200/5	40.0

428	untuniutntrng55886	0.0	48482	200/5	40.0

429	untuniutntrng55886	0.0	48508	200/5	40.0

430	untuniutntrng55886	0.0	48297	200/5	40.0

431	untuniutntrng55886	0.0	48371	200/5	40.0

432	untuniutntrng55886	0.0	48358	200/5	40.0

433	untuniutntrng55886	0.0	48439	200/5	40.0

434	untuniutntrng55886	0.0	48266	200/5	40.0

435	untuniutntrng55886	0.0	48524	200/5	40.0

436	untuniutntrng55886	0.0	48270	200/5	40.0

437	untuniutntrng55886	0.0	48611	200/5	40.0

438	untuniutntrng55886	0.0	48369	200/5	40.0

439	untuniutntrng55886	0.0	48522	200/5	40.0

440	untuniutntrng55886	0.0	48532	200/5	40.0

441	untuniutntrng55886	0.0	48374	200/5	40.0

442	untuniutntrng55886	0.0	48346	200/5	40.0

443	untuniutntrng55886	0.0	48311	200/5	40.0

444	untuniutntrng55886	0.0	48721	200/5	40.0

445	untuniutntrng55886	0.0	48354	200/5	40.0

446	untuniutntrng55886	0.0	48278	200/5	40.0

447	untuniutntrng55886	0.0	48378	200/5	40.0

448	untuniutntrng55886	0.0	48447	200/5	40.0

449	untuniutntrng55886	0.0	48257	200/5	40.0

450	untuniutntrng55886	0.0	48296	200/5	40.0

451	untuniutntrng55886	0.0	48302	200/5	40.0

452	untuniutntrng55886	0.0	48191	200/5	40.0

453	untuniutntrng55886	0.0	48235	200/5	40.0

454	untuniutntrng55886	0.0	48395	200/5	40.0

455	untuniutntrng55886	0.0	48473	200/5	40.0

456	untuniutntrng55886	0.0	48378	200/5	40.0

457	untuniutntrng55886	0.0	48530	200/5	40.0

458	untuniutntrng55886	0.0	48293	200/5	40.0

459	untuniutntrng55886	0.0	48449	200/5	40.0

460	untuniutntrng55886	0.0	48397	200/5	40.0

461	untuniutntrng55886	0.0	48490	200/5	40.0

462	untuniutntrng55886	0.0	48396	200/5	40.0

463	untuniutntrng55886	0.0	48304	200/5	40.0

464	untuniutntrng55886	0.0	48150	200/5	40.0

465	untuniutntrng55886	0.0	48263	200/5	40.0

466	untuniutntrng55886	0.0	48305	200/5	40.0

467	untuniutntrng55886	0.0	48480	200/5	40.0

468	untuniutntrng55886	0.0	48530	200/5	40.0

469	untuniutntrng55886	0.0	48447	200/5	40.0

470	untuniutntrng55886	0.0	48310	200/5	40.0

471	untuniutntrng55886	0.0	48428	200/5	40.0

472	untuniutntrng55886	0.0	48241	200/5	40.0

473	untuniutntrng55886	0.0	48364	200/5	40.0

474	untuniutntrng55886	0.0	48484	200/5	40.0

475	untuniutntrng55886	0.0	48422	200/5	40.0

476	untuniutntrng55886	0.0	48370	200/5	40.0

477	untuniutntrng55886	0.0	48485	200/5	40.0

478	untuniutntrng55886	0.0	48299	200/5	40.0

479	untuniutntrng55886	0.0	48419	200/5	40.0

480	untuniutntrng55886	0.0	48199	200/5	40.0

481	untuniutntrng55886	0.0	48168	200/5	40.0

482	untuniutntrng55886	0.0	48450	200/5	40.0

483	untuniutntrng55886	0.0	48275	200/5	40.0

484	untuniutntrng55886	0.0	48619	200/5	40.0

485	untuniutntrng55886	0.0	48459	200/5	40.0

486	untuniutntrng55886	0.0	48144	200/5	40.0

