	rrf_dr0_words	rrf_dr0	rrf_dr0_rang	dispersion	dispersion_numeric
127	untuniutntrng55886	1.0	35740	100/10	10.0
128	untuniutntrng55886	0.9999999999999998	35911	100/10	10.0
129	untuniutntrng55886	0.9999999999999998	36289	100/10	10.0
130	untuniutntrng55886	0.9999999999999996	35839	100/10	10.0
131	untuniutntrng55886	1.0	35730	100/10	10.0
132	untuniutntrng55886	0.9999999999999998	35910	100/10	10.0
133	untuniutntrng55886	0.9999999999999998	36132	100/10	10.0
134	untuniutntrng55886	0.9999999999999996	35687	100/10	10.0
135	untuniutntrng55886	1.0	35959	100/10	10.0
136	untuniutntrng55886	1.0	35805	100/10	10.0
137	untuniutntrng55886	0.9999999999999998	36085	100/10	10.0
138	untuniutntrng55886	0.9999999999999998	35783	100/10	10.0
139	untuniutntrng55886	0.9999999999999998	35930	100/10	10.0
140	untuniutntrng55886	0.9999999999999996	35942	100/10	10.0
141	untuniutntrng55886	0.9999999999999998	36164	100/10	10.0
142	untuniutntrng55886	1.0	36053	100/10	10.0
143	untuniutntrng55886	0.9999999999999996	35864	100/10	10.0
144	untuniutntrng55886	0.9999999999999998	35879	100/10	10.0
145	untuniutntrng55886	0.9999999999999998	36071	100/10	10.0
146	untuniutntrng55886	0.9999999999999998	36006	100/10	10.0
147	untuniutntrng55886	0.9999999999999998	35882	100/10	10.0
148	untuniutntrng55886	1.0	35722	100/10	10.0
149	untuniutntrng55886	0.9999999999999998	35895	100/10	10.0
150	untuniutntrng55886	0.9999999999999998	35995	100/10	10.0
151	untuniutntrng55886	0.9999999999999998	36048	100/10	10.0
152	untuniutntrng55886	1.0	36004	100/10	10.0
153	untuniutntrng55886	0.9999999999999998	35931	100/10	10.0
154	untuniutntrng55886	0.9999999999999998	36045	100/10	10.0
155	untuniutntrng55886	0.9999999999999998	35865	100/10	10.0
156	untuniutntrng55886	1.0	35722	100/10	10.0
157	untuniutntrng55886	0.9999999999999996	36164	100/10	10.0
158	untuniutntrng55886	0.9999999999999998	35919	100/10	10.0
159	untuniutntrng55886	1.0	35599	100/10	10.0
160	untuniutntrng55886	0.9999999999999998	35900	100/10	10.0
161	untuniutntrng55886	0.9999999999999998	35822	100/10	10.0
162	untuniutntrng55886	0.9999999999999998	36010	100/10	10.0
163	untuniutntrng55886	0.9999999999999998	35936	100/10	10.0
164	untuniutntrng55886	0.9999999999999998	35712	100/10	10.0
165	untuniutntrng55886	0.9999999999999998	35880	100/10	10.0
166	untuniutntrng55886	0.9999999999999998	36125	100/10	10.0
167	untuniutntrng55886	0.9999999999999998	35804	100/10	10.0
168	untuniutntrng55886	1.0	35771	100/10	10.0
169	untuniutntrng55886	0.9999999999999998	35996	100/10	10.0
170	untuniutntrng55886	0.9999999999999998	35983	100/10	10.0
171	untuniutntrng55886	0.9999999999999998	36060	100/10	10.0
172	untuniutntrng55886	0.9999999999999998	35851	100/10	10.0
173	untuniutntrng55886	0.9999999999999998	35972	100/10	10.0
174	untuniutntrng55886	0.9999999999999998	35766	100/10	10.0
175	untuniutntrng55886	0.9999999999999998	35767	100/10	10.0
176	untuniutntrng55886	0.9999999999999998	35787	100/10	10.0
177	untuniutntrng55886	0.9999999999999998	36106	100/10	10.0
178	untuniutntrng55886	0.9999999999999998	35906	100/10	10.0
179	untuniutntrng55886	0.9999999999999998	35754	100/10	10.0
180	untuniutntrng55886	1.0	35924	100/10	10.0
181	untuniutntrng55886	0.9999999999999998	36226	100/10	10.0
182	untuniutntrng55886	0.9999999999999998	36013	100/10	10.0
183	untuniutntrng55886	0.9999999999999998	35924	100/10	10.0
184	untuniutntrng55886	0.9999999999999998	35890	100/10	10.0
185	untuniutntrng55886	0.9999999999999998	35776	100/10	10.0
186	untuniutntrng55886	0.9999999999999998	36127	100/10	10.0
187	untuniutntrng55886	0.9999999999999998	36064	100/10	10.0
188	untuniutntrng55886	1.0	35975	100/10	10.0
189	untuniutntrng55886	1.0	35892	100/10	10.0
190	untuniutntrng55886	0.9999999999999998	36036	100/10	10.0
191	untuniutntrng55886	0.9999999999999998	36003	100/10	10.0
192	untuniutntrng55886	0.9999999999999998	35728	100/10	10.0
193	untuniutntrng55886	0.9999999999999998	35850	100/10	10.0
194	untuniutntrng55886	0.9999999999999998	36005	100/10	10.0
195	untuniutntrng55886	0.9999999999999998	36112	100/10	10.0
196	untuniutntrng55886	0.9999999999999996	35895	100/10	10.0
197	untuniutntrng55886	1.0	35769	100/10	10.0
198	untuniutntrng55886	1.0	35823	100/10	10.0
199	untuniutntrng55886	0.9999999999999998	35889	100/10	10.0
200	untuniutntrng55886	0.9999999999999998	35849	10/100	0.1
201	untuniutntrng55886	1.0	35967	10/100	0.1
202	untuniutntrng55886	0.9999999999999998	35989	10/100	0.1
203	untuniutntrng55886	1.0	35821	10/100	0.1
204	untuniutntrng55886	0.9999999999999998	35955	10/100	0.1
205	untuniutntrng55886	1.0	35828	10/100	0.1
206	untuniutntrng55886	0.9999999999999998	35996	10/100	0.1
207	untuniutntrng55886	1.0	35604	10/100	0.1
208	untuniutntrng55886	0.9999999999999998	35766	10/100	0.1
209	untuniutntrng55886	0.9999999999999996	35616	10/100	0.1
210	untuniutntrng55886	0.9999999999999998	35862	10/100	0.1
211	untuniutntrng55886	0.9999999999999998	35687	10/100	0.1
212	untuniutntrng55886	1.0	35743	10/100	0.1
213	untuniutntrng55886	1.0	35783	10/100	0.1
214	untuniutntrng55886	0.9999999999999998	35758	10/100	0.1
215	untuniutntrng55886	0.9999999999999998	35950	10/100	0.1
216	untuniutntrng55886	0.9999999999999996	35944	10/100	0.1
217	untuniutntrng55886	0.9999999999999998	35896	10/100	0.1
218	untuniutntrng55886	1.0	36023	10/100	0.1
219	untuniutntrng55886	0.9999999999999998	36032	10/100	0.1
220	untuniutntrng55886	0.9999999999999998	35858	10/100	0.1
221	untuniutntrng55886	0.9999999999999998	35903	10/100	0.1
222	untuniutntrng55886	0.9999999999999998	35835	10/100	0.1
223	untuniutntrng55886	1.0	35841	10/100	0.1
224	untuniutntrng55886	0.9999999999999996	35810	10/100	0.1
225	untuniutntrng55886	0.9999999999999998	36036	10/100	0.1
226	untuniutntrng55886	0.9999999999999998	35828	10/100	0.1
227	untuniutntrng55886	0.9999999999999998	35927	10/100	0.1
228	untuniutntrng55886	1.0	35681	10/100	0.1
229	untuniutntrng55886	0.9999999999999998	36124	10/100	0.1
230	untuniutntrng55886	0.9999999999999998	35811	10/100	0.1
231	untuniutntrng55886	0.9999999999999998	35865	10/100	0.1
232	untuniutntrng55886	0.9999999999999998	35896	10/100	0.1
233	untuniutntrng55886	0.9999999999999998	35826	10/100	0.1
234	untuniutntrng55886	0.9999999999999996	35735	10/100	0.1
235	untuniutntrng55886	0.9999999999999998	35883	10/100	0.1
236	untuniutntrng55886	0.9999999999999998	36017	10/100	0.1
237	untuniutntrng55886	0.9999999999999998	36056	10/100	0.1
238	untuniutntrng55886	0.9999999999999998	36054	10/100	0.1
239	untuniutntrng55886	0.9999999999999998	35840	10/100	0.1
240	untuniutntrng55886	0.9999999999999998	35647	10/100	0.1
241	untuniutntrng55886	0.9999999999999998	35804	10/100	0.1
242	untuniutntrng55886	0.9999999999999998	35888	10/100	0.1
243	untuniutntrng55886	1.0	35688	10/100	0.1
244	untuniutntrng55886	0.9999999999999998	35754	10/100	0.1
245	untuniutntrng55886	0.9999999999999998	35695	10/100	0.1
246	untuniutntrng55886	1.0	35865	10/100	0.1
247	untuniutntrng55886	0.9999999999999998	35709	10/100	0.1
248	untuniutntrng55886	0.9999999999999998	36058	10/100	0.1
249	untuniutntrng55886	0.9999999999999998	36028	10/100	0.1
250	untuniutntrng55886	0.9999999999999998	36064	10/100	0.1
251	untuniutntrng55886	0.9999999999999998	36109	10/100	0.1
252	untuniutntrng55886	0.9999999999999998	36073	10/100	0.1
253	untuniutntrng55886	0.9999999999999998	36080	10/100	0.1
254	untuniutntrng55886	0.9999999999999998	35977	10/100	0.1
255	untuniutntrng55886	0.9999999999999998	35815	10/100	0.1
256	untuniutntrng55886	0.9999999999999998	35944	10/100	0.1
257	untuniutntrng55886	0.9999999999999998	35784	10/100	0.1
258	untuniutntrng55886	0.9999999999999998	35851	10/100	0.1
259	untuniutntrng55886	0.9999999999999998	36053	10/100	0.1
260	untuniutntrng55886	0.9999999999999998	35985	10/100	0.1
261	untuniutntrng55886	1.0	35724	10/100	0.1
262	untuniutntrng55886	0.9999999999999998	35974	10/100	0.1
263	untuniutntrng55886	0.9999999999999998	35916	10/100	0.1
264	untuniutntrng55886	0.9999999999999996	35968	10/100	0.1
265	untuniutntrng55886	1.0	35770	10/100	0.1
266	untuniutntrng55886	0.9999999999999998	35852	10/100	0.1
267	untuniutntrng55886	0.9999999999999996	35651	10/100	0.1
268	untuniutntrng55886	1.0	35660	10/100	0.1
269	untuniutntrng55886	1.0	35772	10/100	0.1
270	untuniutntrng55886	1.0	35607	10/100	0.1
271	untuniutntrng55886	0.9999999999999998	36081	10/100	0.1
272	untuniutntrng55886	0.9999999999999998	36141	10/100	0.1
273	untuniutntrng55886	0.9999999999999998	35966	10/100	0.1
274	untuniutntrng55886	1.0	35743	10/100	0.1
275	untuniutntrng55886	0.9999999999999998	36077	10/100	0.1
276	untuniutntrng55886	1.0	36070	10/100	0.1
277	untuniutntrng55886	0.9999999999999998	36021	10/100	0.1
278	untuniutntrng55886	1.0	35903	10/100	0.1
279	untuniutntrng55886	0.9999999999999998	35735	10/100	0.1
280	untuniutntrng55886	0.9999999999999996	36098	10/100	0.1
281	untuniutntrng55886	1.0	36012	10/100	0.1
282	untuniutntrng55886	0.9999999999999998	35865	10/100	0.1
283	untuniutntrng55886	0.9999999999999998	35832	10/100	0.1
284	untuniutntrng55886	0.9999999999999998	35822	10/100	0.1
285	untuniutntrng55886	0.9999999999999998	36011	10/100	0.1
286	untuniutntrng55886	0.9999999999999998	36004	10/100	0.1
287	untuniutntrng55886	0.9999999999999998	35600	10/100	0.1
288	untuniutntrng55886	0.9999999999999998	35780	10/100	0.1
289	untuniutntrng55886	1.0	35897	10/100	0.1
290	untuniutntrng55886	0.9999999999999998	35881	10/100	0.1
291	untuniutntrng55886	0.9999999999999998	35776	10/100	0.1
292	untuniutntrng55886	0.9999999999999998	36032	10/100	0.1
293	untuniutntrng55886	0.9999999999999996	36001	10/100	0.1
294	untuniutntrng55886	0.9999999999999998	35911	10/100	0.1
295	untuniutntrng55886	1.0	35633	10/100	0.1
296	untuniutntrng55886	0.9999999999999998	35940	10/100	0.1
297	untuniutntrng55886	0.9999999999999998	35841	10/100	0.1
298	untuniutntrng55886	0.9999999999999998	35912	10/100	0.1
299	untuniutntrng55886	0.9999999999999998	35791	10/100	0.1
300	untuniutntrng55886	0.9999999999999998	35964	1/1000	0.001
301	untuniutntrng55886	0.9999999999999998	35980	1/1000	0.001
302	untuniutntrng55886	0.9999999999999998	36080	1/1000	0.001
303	untuniutntrng55886	1.0	35772	1/1000	0.001
304	untuniutntrng55886	0.9999999999999998	35728	1/1000	0.001
305	untuniutntrng55886	1.0	35735	1/1000	0.001
306	untuniutntrng55886	0.9999999999999998	36237	1/1000	0.001
307	untuniutntrng55886	0.9999999999999998	35960	1/1000	0.001
308	untuniutntrng55886	0.9999999999999998	36045	1/1000	0.001
309	untuniutntrng55886	0.9999999999999998	35843	1/1000	0.001
310	untuniutntrng55886	1.0	35516	1/1000	0.001
311	untuniutntrng55886	1.0	35678	1/1000	0.001
312	untuniutntrng55886	0.9999999999999998	35725	1/1000	0.001
313	untuniutntrng55886	0.9999999999999998	35738	1/1000	0.001
314	untuniutntrng55886	1.0	35717	1/1000	0.001
315	untuniutntrng55886	0.9999999999999996	36023	1/1000	0.001
316	untuniutntrng55886	1.0	36086	1/1000	0.001
317	untuniutntrng55886	0.9999999999999998	36049	1/1000	0.001
318	untuniutntrng55886	1.0	35863	1/1000	0.001
319	untuniutntrng55886	1.0	35976	1/1000	0.001
320	untuniutntrng55886	1.0	36237	1/1000	0.001
321	untuniutntrng55886	1.0	35822	1/1000	0.001
322	untuniutntrng55886	1.0	35824	1/1000	0.001
323	untuniutntrng55886	0.9999999999999996	36017	1/1000	0.001
324	untuniutntrng55886	0.9999999999999998	36077	1/1000	0.001
325	untuniutntrng55886	0.9999999999999998	35830	1/1000	0.001
326	untuniutntrng55886	0.9999999999999998	35905	1/1000	0.001
327	untuniutntrng55886	0.9999999999999996	35768	1/1000	0.001
328	untuniutntrng55886	0.9999999999999998	35962	1/1000	0.001
329	untuniutntrng55886	0.9999999999999998	36001	1/1000	0.001
330	untuniutntrng55886	0.9999999999999998	36010	1/1000	0.001
331	untuniutntrng55886	0.9999999999999998	35865	1/1000	0.001
332	untuniutntrng55886	0.9999999999999998	35917	1/1000	0.001
333	untuniutntrng55886	0.9999999999999998	36106	1/1000	0.001
334	untuniutntrng55886	1.0	35815	1/1000	0.001
335	untuniutntrng55886	1.0	35592	1/1000	0.001
336	untuniutntrng55886	0.9999999999999998	35902	1/1000	0.001
337	untuniutntrng55886	0.9999999999999998	35773	1/1000	0.001
338	untuniutntrng55886	0.9999999999999998	35844	1/1000	0.001
339	untuniutntrng55886	0.9999999999999998	35835	1/1000	0.001
340	untuniutntrng55886	0.9999999999999998	35957	1/1000	0.001
341	untuniutntrng55886	1.0	35833	1/1000	0.001
342	untuniutntrng55886	0.9999999999999998	35893	1/1000	0.001
343	untuniutntrng55886	0.9999999999999998	35923	1/1000	0.001
344	untuniutntrng55886	0.9999999999999996	36067	1/1000	0.001
345	untuniutntrng55886	0.9999999999999998	36031	1/1000	0.001
346	untuniutntrng55886	0.9999999999999998	35854	1/1000	0.001
347	untuniutntrng55886	0.9999999999999998	35850	1/1000	0.001
348	untuniutntrng55886	0.9999999999999998	35981	1/1000	0.001
349	untuniutntrng55886	0.9999999999999998	35979	1/1000	0.001
350	untuniutntrng55886	1.0	36011	1/1000	0.001
351	untuniutntrng55886	0.9999999999999998	35898	1/1000	0.001
352	untuniutntrng55886	0.9999999999999998	35992	1/1000	0.001
353	untuniutntrng55886	1.0	35690	1/1000	0.001
354	untuniutntrng55886	0.9999999999999998	36012	1/1000	0.001
355	untuniutntrng55886	0.9999999999999998	35954	1/1000	0.001
356	untuniutntrng55886	0.9999999999999998	35902	1/1000	0.001
357	untuniutntrng55886	1.0	35913	1/1000	0.001
358	untuniutntrng55886	0.9999999999999998	35743	1/1000	0.001
359	untuniutntrng55886	1.0	35812	1/1000	0.001
360	untuniutntrng55886	1.0	35806	1/1000	0.001
361	untuniutntrng55886	0.9999999999999998	35847	1/1000	0.001
362	untuniutntrng55886	0.9999999999999998	36091	1/1000	0.001
363	untuniutntrng55886	0.9999999999999996	36169	1/1000	0.001
364	untuniutntrng55886	0.9999999999999996	36043	1/1000	0.001
365	untuniutntrng55886	1.0	35818	1/1000	0.001
366	untuniutntrng55886	0.9999999999999996	35826	1/1000	0.001
367	untuniutntrng55886	0.9999999999999998	35721	1/1000	0.001
368	untuniutntrng55886	0.9999999999999998	36139	1/1000	0.001
369	untuniutntrng55886	1.0	35972	1/1000	0.001
370	untuniutntrng55886	1.0	35888	1/1000	0.001
371	untuniutntrng55886	0.9999999999999998	36090	1/1000	0.001
372	untuniutntrng55886	0.9999999999999998	35797	1/1000	0.001
373	untuniutntrng55886	0.9999999999999998	35985	1/1000	0.001
374	untuniutntrng55886	1.0	35768	1/1000	0.001
375	untuniutntrng55886	1.0	35690	1/1000	0.001
376	untuniutntrng55886	1.0	35793	1/1000	0.001
377	untuniutntrng55886	0.9999999999999998	35905	1/1000	0.001
378	untuniutntrng55886	0.9999999999999998	35981	1/1000	0.001
379	untuniutntrng55886	1.0	35890	1/1000	0.001
380	untuniutntrng55886	1.0	35550	1/1000	0.001
381	untuniutntrng55886	0.9999999999999998	35614	1/1000	0.001
382	untuniutntrng55886	0.9999999999999998	35780	1/1000	0.001
383	untuniutntrng55886	0.9999999999999998	35988	1/1000	0.001
384	untuniutntrng55886	1.0	36017	1/1000	0.001
385	untuniutntrng55886	1.0	35850	1/1000	0.001
386	untuniutntrng55886	1.0	35826	1/1000	0.001
387	untuniutntrng55886	0.9999999999999998	35844	1/1000	0.001
388	untuniutntrng55886	0.9999999999999998	35908	1/1000	0.001
389	untuniutntrng55886	0.9999999999999998	35900	1/1000	0.001
390	untuniutntrng55886	0.9999999999999998	36120	1/1000	0.001
391	untuniutntrng55886	0.9999999999999998	35988	1/1000	0.001
392	untuniutntrng55886	0.9999999999999998	35966	1/1000	0.001
393	untuniutntrng55886	0.9999999999999998	35877	1/1000	0.001
394	untuniutntrng55886	0.9999999999999998	35827	1/1000	0.001
395	untuniutntrng55886	0.9999999999999998	36083	1/1000	0.001
396	untuniutntrng55886	1.0	35913	1/1000	0.001
397	untuniutntrng55886	0.9999999999999998	35814	1/1000	0.001
398	untuniutntrng55886	0.9999999999999998	35959	1/1000	0.001
399	untuniutntrng55886	1.0	35859	1/1000	0.001
400	untuniutntrng55886	0.9999999999999996	35857	200/5	40.0
401	untuniutntrng55886	0.9999999999999996	35983	200/5	40.0
402	untuniutntrng55886	1.0	35518	200/5	40.0
403	untuniutntrng55886	0.9999999999999998	36022	200/5	40.0
404	untuniutntrng55886	1.0	35837	200/5	40.0
405	untuniutntrng55886	1.0	36010	200/5	40.0
406	untuniutntrng55886	0.9999999999999998	36023	200/5	40.0
407	untuniutntrng55886	1.0	35564	200/5	40.0
408	untuniutntrng55886	1.0	35683	200/5	40.0
409	untuniutntrng55886	1.0	35581	200/5	40.0
410	untuniutntrng55886	0.9999999999999998	36115	200/5	40.0
411	untuniutntrng55886	0.9999999999999998	36059	200/5	40.0
412	untuniutntrng55886	0.9999999999999996	36165	200/5	40.0
413	untuniutntrng55886	0.9999999999999998	36270	200/5	40.0
414	untuniutntrng55886	0.9999999999999998	36115	200/5	40.0
415	untuniutntrng55886	0.9999999999999998	36158	200/5	40.0
416	untuniutntrng55886	0.9999999999999998	35967	200/5	40.0
417	untuniutntrng55886	0.9999999999999998	35982	200/5	40.0
418	untuniutntrng55886	0.9999999999999998	35858	200/5	40.0
419	untuniutntrng55886	1.0	35833	200/5	40.0
420	untuniutntrng55886	0.9999999999999998	36119	200/5	40.0
421	untuniutntrng55886	0.9999999999999998	35917	200/5	40.0
422	untuniutntrng55886	0.9999999999999998	35758	200/5	40.0
423	untuniutntrng55886	0.9999999999999998	35827	200/5	40.0
424	untuniutntrng55886	0.9999999999999998	36029	200/5	40.0
425	untuniutntrng55886	0.9999999999999998	36037	200/5	40.0
426	untuniutntrng55886	0.9999999999999998	35837	200/5	40.0
427	untuniutntrng55886	0.9999999999999998	35770	200/5	40.0
428	untuniutntrng55886	0.9999999999999996	36033	200/5	40.0
429	untuniutntrng55886	0.9999999999999998	36073	200/5	40.0
430	untuniutntrng55886	0.9999999999999996	36034	200/5	40.0
431	untuniutntrng55886	0.9999999999999998	36037	200/5	40.0
432	untuniutntrng55886	1.0	35848	200/5	40.0
433	untuniutntrng55886	0.9999999999999998	35957	200/5	40.0
434	untuniutntrng55886	0.9999999999999998	35756	200/5	40.0
435	untuniutntrng55886	1.0	35890	200/5	40.0
436	untuniutntrng55886	0.9999999999999998	35918	200/5	40.0
437	untuniutntrng55886	1.0	36010	200/5	40.0
438	untuniutntrng55886	0.9999999999999998	35896	200/5	40.0
439	untuniutntrng55886	0.9999999999999996	36169	200/5	40.0
440	untuniutntrng55886	0.9999999999999998	36000	200/5	40.0
441	untuniutntrng55886	0.9999999999999998	35758	200/5	40.0
442	untuniutntrng55886	0.9999999999999998	35808	200/5	40.0
443	untuniutntrng55886	1.0	35765	200/5	40.0
444	untuniutntrng55886	1.0	36076	200/5	40.0
445	untuniutntrng55886	0.9999999999999998	36024	200/5	40.0
446	untuniutntrng55886	0.9999999999999998	35846	200/5	40.0
