	ranksum_words	ranksum	ranksum_rang	dispersion	dispersion_numeric
143	untuniutntrng55886	-28.12947380791666	96774	100/10	10.0
144	untuniutntrng55886	-28.12947380791666	96776	100/10	10.0
145	untuniutntrng55886	-28.12947380791666	96774	100/10	10.0
146	untuniutntrng55886	-28.12947380791666	96776	100/10	10.0
147	untuniutntrng55886	-28.12947380791666	96776	100/10	10.0
148	untuniutntrng55886	-28.12947380791666	96771	100/10	10.0
149	untuniutntrng55886	-28.12947380791666	96774	100/10	10.0
150	untuniutntrng55886	-28.12947380791666	96776	100/10	10.0
151	untuniutntrng55886	-28.12947380791666	96776	100/10	10.0
152	untuniutntrng55886	-28.12947380791666	96776	100/10	10.0
153	untuniutntrng55886	-28.12947380791666	96775	100/10	10.0
154	untuniutntrng55886	-28.12947380791666	96775	100/10	10.0
155	untuniutntrng55886	-28.12947380791666	96776	100/10	10.0
156	untuniutntrng55886	-28.12947380791666	96774	100/10	10.0
157	untuniutntrng55886	-28.12947380791666	96773	100/10	10.0
158	untuniutntrng55886	-28.12947380791666	96776	100/10	10.0
159	untuniutntrng55886	-28.12947380791666	96775	100/10	10.0
160	untuniutntrng55886	-28.12947380791666	96775	100/10	10.0
161	untuniutntrng55886	-28.12947380791666	96773	100/10	10.0
162	untuniutntrng55886	-28.12947380791666	96774	100/10	10.0
163	untuniutntrng55886	-28.12947380791666	96773	100/10	10.0
164	untuniutntrng55886	-28.12947380791666	96775	100/10	10.0
165	untuniutntrng55886	-28.12947380791666	96773	100/10	10.0
166	untuniutntrng55886	-28.12947380791666	96772	100/10	10.0
167	untuniutntrng55886	-28.12947380791666	96774	100/10	10.0
168	untuniutntrng55886	-28.12947380791666	96776	100/10	10.0
169	untuniutntrng55886	-28.12947380791666	96772	100/10	10.0
170	untuniutntrng55886	-28.12947380791666	96775	100/10	10.0
171	untuniutntrng55886	-28.12947380791666	96775	100/10	10.0
172	untuniutntrng55886	-28.12947380791666	96772	100/10	10.0
173	untuniutntrng55886	-28.12947380791666	96778	100/10	10.0
174	untuniutntrng55886	-28.12947380791666	96770	100/10	10.0
175	untuniutntrng55886	-28.12947380791666	96774	100/10	10.0
176	untuniutntrng55886	-28.12947380791666	96770	100/10	10.0
177	untuniutntrng55886	-28.12947380791666	96773	100/10	10.0
178	untuniutntrng55886	-28.12947380791666	96776	100/10	10.0
179	untuniutntrng55886	-28.12947380791666	96776	100/10	10.0
180	untuniutntrng55886	-28.12947380791666	96776	100/10	10.0
181	untuniutntrng55886	-28.12947380791666	96774	100/10	10.0
182	untuniutntrng55886	-28.12947380791666	96777	100/10	10.0
183	untuniutntrng55886	-28.12947380791666	96773	100/10	10.0
184	untuniutntrng55886	-28.12947380791666	96773	100/10	10.0
185	untuniutntrng55886	-28.12947380791666	96774	100/10	10.0
186	untuniutntrng55886	-28.12947380791666	96774	100/10	10.0
187	untuniutntrng55886	-28.12947380791666	96774	100/10	10.0
188	untuniutntrng55886	-28.12947380791666	96774	100/10	10.0
189	untuniutntrng55886	-28.12947380791666	96775	100/10	10.0
190	untuniutntrng55886	-28.12947380791666	96770	100/10	10.0
191	untuniutntrng55886	-28.12947380791666	96775	100/10	10.0
192	untuniutntrng55886	-28.12947380791666	96777	100/10	10.0
193	untuniutntrng55886	-28.12947380791666	96775	100/10	10.0
194	untuniutntrng55886	-28.12947380791666	96777	100/10	10.0
195	untuniutntrng55886	-28.12947380791666	96774	100/10	10.0
196	untuniutntrng55886	-28.12947380791666	96776	100/10	10.0
197	untuniutntrng55886	-28.12947380791666	96774	100/10	10.0
198	untuniutntrng55886	-28.12947380791666	96775	100/10	10.0
199	untuniutntrng55886	-28.12947380791666	96774	100/10	10.0
200	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
201	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
202	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
203	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
204	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
205	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
206	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
207	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
208	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
209	untuniutntrng55886	-33.616325543073025	96777	10/100	0.1
210	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
211	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
212	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
213	untuniutntrng55886	-33.616325543073025	96771	10/100	0.1
214	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
215	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
216	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
217	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
218	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
219	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
220	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
221	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
222	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
223	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
224	untuniutntrng55886	-33.616325543073025	96778	10/100	0.1
225	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
226	untuniutntrng55886	-33.616325543073025	96778	10/100	0.1
227	untuniutntrng55886	-33.616325543073025	96777	10/100	0.1
228	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
229	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
230	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
231	untuniutntrng55886	-33.616325543073025	96776	10/100	0.1
232	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
233	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
234	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
235	untuniutntrng55886	-33.616325543073025	96771	10/100	0.1
236	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
237	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
238	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
239	untuniutntrng55886	-33.616325543073025	96776	10/100	0.1
240	untuniutntrng55886	-33.616325543073025	96777	10/100	0.1
241	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
242	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
243	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
244	untuniutntrng55886	-33.616325543073025	96776	10/100	0.1
245	untuniutntrng55886	-33.616325543073025	96776	10/100	0.1
246	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
247	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
248	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
249	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
250	untuniutntrng55886	-33.616325543073025	96776	10/100	0.1
251	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
252	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
253	untuniutntrng55886	-33.616325543073025	96772	10/100	0.1
254	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
255	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
256	untuniutntrng55886	-33.616325543073025	96777	10/100	0.1
257	untuniutntrng55886	-33.616325543073025	96772	10/100	0.1
258	untuniutntrng55886	-33.616325543073025	96776	10/100	0.1
259	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
260	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
261	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
262	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
263	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
264	untuniutntrng55886	-33.616325543073025	96776	10/100	0.1
265	untuniutntrng55886	-33.616325543073025	96776	10/100	0.1
266	untuniutntrng55886	-33.616325543073025	96776	10/100	0.1
267	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
268	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
269	untuniutntrng55886	-33.616325543073025	96772	10/100	0.1
270	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
271	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
272	untuniutntrng55886	-33.616325543073025	96776	10/100	0.1
273	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
274	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
275	untuniutntrng55886	-33.616325543073025	96776	10/100	0.1
276	untuniutntrng55886	-33.616325543073025	96776	10/100	0.1
277	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
278	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
279	untuniutntrng55886	-33.616325543073025	96776	10/100	0.1
280	untuniutntrng55886	-33.616325543073025	96776	10/100	0.1
281	untuniutntrng55886	-33.616325543073025	96776	10/100	0.1
282	untuniutntrng55886	-33.616325543073025	96776	10/100	0.1
283	untuniutntrng55886	-33.616325543073025	96777	10/100	0.1
284	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
285	untuniutntrng55886	-33.616325543073025	96773	10/100	0.1
286	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
287	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
288	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
289	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
290	untuniutntrng55886	-33.616325543073025	96776	10/100	0.1
291	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
292	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
293	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
294	untuniutntrng55886	-33.616325543073025	96776	10/100	0.1
295	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
296	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
297	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
298	untuniutntrng55886	-33.616325543073025	96774	10/100	0.1
299	untuniutntrng55886	-33.616325543073025	96775	10/100	0.1
300	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
301	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
302	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
303	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
304	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
305	untuniutntrng55886	-34.165010716588675	96773	1/1000	0.001
306	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
307	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
308	untuniutntrng55886	-34.165010716588675	96773	1/1000	0.001
309	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
310	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
311	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
312	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
313	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
314	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
315	untuniutntrng55886	-34.165010716588675	96777	1/1000	0.001
316	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
317	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
318	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
319	untuniutntrng55886	-34.165010716588675	96773	1/1000	0.001
320	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
321	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
322	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
323	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
324	untuniutntrng55886	-34.165010716588675	96777	1/1000	0.001
325	untuniutntrng55886	-34.165010716588675	96772	1/1000	0.001
326	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
327	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
328	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
329	untuniutntrng55886	-34.165010716588675	96773	1/1000	0.001
330	untuniutntrng55886	-34.165010716588675	96777	1/1000	0.001
331	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
332	untuniutntrng55886	-34.165010716588675	96769	1/1000	0.001
333	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
334	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
335	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
336	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
337	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
338	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
339	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
340	untuniutntrng55886	-34.165010716588675	96772	1/1000	0.001
341	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
342	untuniutntrng55886	-34.165010716588675	96778	1/1000	0.001
343	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
344	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
345	untuniutntrng55886	-34.165010716588675	96777	1/1000	0.001
346	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
347	untuniutntrng55886	-34.165010716588675	96772	1/1000	0.001
348	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
349	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
350	untuniutntrng55886	-34.165010716588675	96777	1/1000	0.001
351	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
352	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
353	untuniutntrng55886	-34.165010716588675	96777	1/1000	0.001
354	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
355	untuniutntrng55886	-34.165010716588675	96777	1/1000	0.001
356	untuniutntrng55886	-34.165010716588675	96777	1/1000	0.001
357	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
358	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
359	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
360	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
361	untuniutntrng55886	-34.165010716588675	96777	1/1000	0.001
362	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
363	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
364	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
365	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
366	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
367	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
368	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
369	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
370	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
371	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
372	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
373	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
374	untuniutntrng55886	-34.165010716588675	96777	1/1000	0.001
375	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
376	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
377	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
378	untuniutntrng55886	-34.165010716588675	96773	1/1000	0.001
379	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
380	untuniutntrng55886	-34.165010716588675	96772	1/1000	0.001
381	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
382	untuniutntrng55886	-34.165010716588675	96777	1/1000	0.001
383	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
384	untuniutntrng55886	-34.165010716588675	96771	1/1000	0.001
385	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
386	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
387	untuniutntrng55886	-34.165010716588675	96777	1/1000	0.001
388	untuniutntrng55886	-34.165010716588675	96778	1/1000	0.001
389	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
390	untuniutntrng55886	-34.165010716588675	96772	1/1000	0.001
391	untuniutntrng55886	-34.165010716588675	96778	1/1000	0.001
392	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
393	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
394	untuniutntrng55886	-34.165010716588675	96774	1/1000	0.001
395	untuniutntrng55886	-34.165010716588675	96777	1/1000	0.001
396	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
397	untuniutntrng55886	-34.165010716588675	96775	1/1000	0.001
398	untuniutntrng55886	-34.165010716588675	96777	1/1000	0.001
399	untuniutntrng55886	-34.165010716588675	96776	1/1000	0.001
400	untuniutntrng55886	-22.032971879965142	96776	200/5	40.0
401	untuniutntrng55886	-22.032971879965142	96776	200/5	40.0
402	untuniutntrng55886	-22.032971879965142	96776	200/5	40.0
403	untuniutntrng55886	-22.032971879965142	96773	200/5	40.0
404	untuniutntrng55886	-22.032971879965142	96775	200/5	40.0
405	untuniutntrng55886	-22.032971879965142	96776	200/5	40.0
406	untuniutntrng55886	-22.032971879965142	96777	200/5	40.0
407	untuniutntrng55886	-22.032971879965142	96775	200/5	40.0
408	untuniutntrng55886	-22.032971879965142	96773	200/5	40.0
409	untuniutntrng55886	-22.032971879965142	96775	200/5	40.0
410	untuniutntrng55886	-22.032971879965142	96775	200/5	40.0
411	untuniutntrng55886	-22.032971879965142	96776	200/5	40.0
412	untuniutntrng55886	-22.032971879965142	96775	200/5	40.0
413	untuniutntrng55886	-22.032971879965142	96776	200/5	40.0
414	untuniutntrng55886	-22.032971879965142	96776	200/5	40.0
415	untuniutntrng55886	-22.032971879965142	96775	200/5	40.0
416	untuniutntrng55886	-22.032971879965142	96773	200/5	40.0
417	untuniutntrng55886	-22.032971879965142	96774	200/5	40.0
418	untuniutntrng55886	-22.032971879965142	96777	200/5	40.0
419	untuniutntrng55886	-22.032971879965142	96774	200/5	40.0
420	untuniutntrng55886	-22.032971879965142	96775	200/5	40.0
421	untuniutntrng55886	-22.032971879965142	96776	200/5	40.0
422	untuniutntrng55886	-22.032971879965142	96775	200/5	40.0
423	untuniutntrng55886	-22.032971879965142	96775	200/5	40.0
424	untuniutntrng55886	-22.032971879965142	96773	200/5	40.0
425	untuniutntrng55886	-22.032971879965142	96774	200/5	40.0
426	untuniutntrng55886	-22.032971879965142	96776	200/5	40.0
427	untuniutntrng55886	-22.032971879965142	96773	200/5	40.0
428	untuniutntrng55886	-22.032971879965142	96776	200/5	40.0
429	untuniutntrng55886	-22.032971879965142	96776	200/5	40.0
430	untuniutntrng55886	-22.032971879965142	96774	200/5	40.0
431	untuniutntrng55886	-22.032971879965142	96774	200/5	40.0
432	untuniutntrng55886	-22.032971879965142	96774	200/5	40.0
433	untuniutntrng55886	-22.032971879965142	96776	200/5	40.0
434	untuniutntrng55886	-22.032971879965142	96773	200/5	40.0
435	untuniutntrng55886	-22.032971879965142	96775	200/5	40.0
436	untuniutntrng55886	-22.032971879965142	96776	200/5	40.0
437	untuniutntrng55886	-22.032971879965142	96777	200/5	40.0
438	untuniutntrng55886	-22.032971879965142	96774	200/5	40.0
439	untuniutntrng55886	-22.032971879965142	96776	200/5	40.0
440	untuniutntrng55886	-22.032971879965142	96775	200/5	40.0
